"SCOPE","AGGREGATION LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","COUNTY NUMBER","COUNTY NAME","REGION","TOTAL  ENROLLMENT","TOTAL  G & T  STUDENTS","TOTAL  CTE  STUDENTS","TOTAL  ELL  STUDENTS","TOTAL  BILINGUAL  STUDENTS","TOTAL  ESL  STUDENTS","TOTAL  ECONOMICALLY  DISADVANTAGED  STUDENTS","TOTAL  TITLE I  STUDENTS","TOTAL  AT RISK  STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL HOMELESS STUDENTS","SUM_HOMELESS","TOTAL DYSLEXIC STUDENTS"
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907004,"MANOR NEW TECHNOLOGY HIGH","HIGH SCHOOL",227,"TRAVIS COUNTY",13,391,91,365,33,0,32,227,6,153,0,0,10,7,9
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907041,"MANOR MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1018,103,457,309,0,303,783,18,700,-9999999,-9999999,100,20,41
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907042,"DECKER MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,840,107,257,315,0,305,675,25,612,-9999999,-9999999,88,28,28
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907101,"MANOR EL","ELEMENTARY",227,"TRAVIS COUNTY",13,493,34,0,247,218,33,408,493,398,-9999999,-9999999,42,31,10
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907102,"BLUEBONNET TRAIL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,554,38,0,237,125,109,369,554,410,-9999999,-9999999,29,23,6
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907104,"DECKER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,517,32,0,345,301,42,503,517,472,0,0,39,24,20
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907105,"BLAKE MANOR EL","ELEMENTARY",227,"TRAVIS COUNTY",13,672,29,0,386,356,31,576,672,576,-9999999,-9999999,38,17,12
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907106,"PRESIDENTIAL MEADOWS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,521,37,0,261,212,45,392,521,438,-9999999,-9999999,54,24,6
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907107,"OAK MEADOWS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,617,28,0,381,338,31,598,617,538,0,-9999999,33,44,-9999999
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907108,"PIONEER CROSSING EL","ELEMENTARY",227,"TRAVIS COUNTY",13,628,70,0,265,127,133,407,628,469,0,9,52,13,8
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907109,"SHADOWGLEN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,732,57,0,253,200,47,489,732,558,-9999999,7,43,25,12
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909001,"WESTLAKE H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2659,296,1670,16,0,18,67,0,116,24,0,188,0,133
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909005,"ADULT TRANSITION SERVICES","HIGH SCHOOL",227,"TRAVIS COUNTY",13,27,0,0,0,0,0,0,0,6,-9999999,0,27,0,0
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909041,"HILL COUNTRY MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1056,164,0,16,0,16,24,0,138,-9999999,-9999999,83,0,61
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909042,"WEST RIDGE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,936,195,0,10,0,10,24,0,98,-9999999,0,95,0,53
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909101,"EANES EL","ELEMENTARY",227,"TRAVIS COUNTY",13,681,62,0,17,0,16,16,60,69,-9999999,0,72,0,19
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909102,"CEDAR CREEK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,492,48,0,23,0,21,16,0,73,6,-9999999,30,0,23
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909103,"VALLEY VIEW EL","ELEMENTARY",227,"TRAVIS COUNTY",13,498,39,0,30,0,28,29,85,94,7,-9999999,45,-9999999,14
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909104,"FOREST TRAIL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,578,50,0,18,0,17,-9999999,0,47,6,0,42,0,23
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909105,"BARTON CREEK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,498,54,0,19,0,14,-9999999,0,51,-9999999,0,54,0,26
"COUNTY","CAMPUS","2016-2017",227909,"EANES ISD",227909106,"BRIDGE POINT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,709,28,0,26,0,26,14,0,69,0,0,54,0,17
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910001,"DEL VALLE H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2995,129,2464,497,0,484,2340,2995,2005,8,17,341,17,152
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910002,"DEL VALLE OPPORTUNITY CTR","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,155,-9999999,104,38,0,38,139,0,154,0,-9999999,22,-9999999,9
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910041,"DEL VALLE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,975,61,371,371,0,361,846,975,731,5,-9999999,109,9,69
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910042,"JOHN P OJEDA J H","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,911,55,373,328,0,322,790,911,644,-9999999,-9999999,129,5,56
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910043,"DAILEY MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,681,37,271,264,0,263,586,681,515,0,-9999999,75,-9999999,42
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910101,"POPHAM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,778,34,0,323,237,69,689,778,503,-9999999,0,59,8,36
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910106,"SMITH EL","ELEMENTARY",227,"TRAVIS COUNTY",13,793,34,0,401,305,93,728,793,581,0,-9999999,82,-9999999,33
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910107,"HILLCREST EL","ELEMENTARY",227,"TRAVIS COUNTY",13,556,24,0,369,319,41,535,556,459,0,-9999999,46,-9999999,27
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910108,"BATY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,709,9,0,298,225,69,687,709,538,0,-9999999,86,6,25
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910109,"HORNSBY-DUNLAP EL","ELEMENTARY",227,"TRAVIS COUNTY",13,597,19,0,215,163,52,540,597,409,-9999999,-9999999,49,0,12
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910110,"DEL VALLE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,806,13,0,352,234,107,682,806,585,6,-9999999,60,-9999999,18
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910111,"CREEDMOOR EL","ELEMENTARY",227,"TRAVIS COUNTY",13,703,35,0,419,324,84,659,703,544,-9999999,-9999999,56,9,28
"COUNTY","CAMPUS","2016-2017",227910,"DEL VALLE ISD",227910112,"JOSEPH GILBERT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,619,24,0,355,241,110,571,619,451,0,5,82,0,19
"COUNTY","CAMPUS","2016-2017",227912,"LAGO VISTA ISD",227912001,"LAGO VISTA H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,433,38,412,11,0,11,75,0,202,-9999999,0,44,-9999999,15
"COUNTY","CAMPUS","2016-2017",227912,"LAGO VISTA ISD",227912041,"LAGO VISTA MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,359,30,0,9,0,9,84,50,92,-9999999,0,32,5,19
"COUNTY","CAMPUS","2016-2017",227912,"LAGO VISTA ISD",227912101,"LAGO VISTA EL","ELEMENTARY",227,"TRAVIS COUNTY",13,425,18,0,38,0,38,140,23,113,-9999999,0,43,8,-9999999
"COUNTY","CAMPUS","2016-2017",227912,"LAGO VISTA ISD",227912102,"LAGO VISTA INT","ELEMENTARY",227,"TRAVIS COUNTY",13,232,20,0,10,0,10,72,14,51,8,0,15,-9999999,13
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913001,"LAKE TRAVIS H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2828,440,2190,56,0,55,249,0,659,26,0,208,-9999999,93
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913041,"LAKE TRAVIS MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1263,165,0,21,0,13,65,0,183,-9999999,0,92,-9999999,45
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913042,"HUDSON BEND MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1180,223,0,87,0,87,180,144,272,12,-9999999,85,-9999999,52
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913101,"LAKE TRAVIS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,925,45,0,330,301,27,436,925,434,10,-9999999,77,18,16
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913102,"LAKEWAY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,716,45,0,23,0,23,39,0,92,-9999999,-9999999,62,0,18
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913103,"BEE CAVE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,688,30,0,20,0,18,32,0,106,-9999999,-9999999,59,-9999999,12
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913104,"LAKE POINTE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,735,42,0,28,0,22,28,0,94,-9999999,-9999999,75,5,11
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913105,"SERENE HILLS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,814,48,0,13,0,12,52,0,87,-9999999,0,49,-9999999,13
"COUNTY","CAMPUS","2016-2017",227913,"LAKE TRAVIS ISD",227913106,"WEST CYPRESS HILLS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,676,40,0,11,0,9,51,0,136,7,-9999999,49,8,15

