"SCOPE","AGGREGATION LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","COUNTY NUMBER","COUNTY NAME","REGION","TOTAL  ENROLLMENT","TOTAL  G & T  STUDENTS","TOTAL  CTE  STUDENTS","TOTAL  ELL  STUDENTS","TOTAL  BILINGUAL  STUDENTS","TOTAL  ESL  STUDENTS","TOTAL  ECONOMICALLY  DISADVANTAGED  STUDENTS","TOTAL  TITLE I  STUDENTS","TOTAL  AT RISK  STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL HOMELESS STUDENTS","SUM_HOMELESS","TOTAL DYSLEXIC STUDENTS"
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907109,"SHADOWGLEN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,583,34,0,203,167,30,352,583,419,8,-9999999,49,24,12
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907110,"NEW PRE-K CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,13,0,0,5,0,5,9,13,8,-9999999,0,-9999999,-9999999,0
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907111,"LAGOS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,391,23,0,128,101,27,272,391,280,-9999999,0,49,8,-9999999
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909001,"WESTLAKE H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2683,322,1414,20,0,20,74,0,139,18,-9999999,201,-9999999,135
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909005,"ADULT TRANSITION SERVICES","HIGH SCHOOL",227,"TRAVIS COUNTY",13,18,0,0,0,0,0,0,0,-9999999,-9999999,0,18,0,0
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909041,"HILL COUNTRY MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1072,135,0,24,0,23,20,0,118,-9999999,-9999999,80,-9999999,57
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909042,"WEST RIDGE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,922,189,0,10,0,9,39,0,94,5,5,97,-9999999,65
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909101,"EANES EL","ELEMENTARY",227,"TRAVIS COUNTY",13,628,63,0,25,0,24,9,44,101,7,0,52,0,26
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909102,"CEDAR CREEK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,518,46,0,21,0,20,15,0,58,-9999999,-9999999,33,-9999999,30
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909103,"VALLEY VIEW EL","ELEMENTARY",227,"TRAVIS COUNTY",13,514,34,0,25,0,24,32,99,82,5,7,63,-9999999,22
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909104,"FOREST TRAIL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,577,46,0,19,0,18,8,0,36,6,0,44,0,26
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909105,"BARTON CREEK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,474,53,0,20,0,17,-9999999,0,47,-9999999,0,49,-9999999,26
"COUNTY","CAMPUS","2017-2018",227909,"EANES ISD",227909106,"BRIDGE POINT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,655,26,0,12,0,12,11,0,72,-9999999,0,46,0,18
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910001,"DEL VALLE H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,3126,134,2379,631,0,618,2205,3126,2153,13,15,366,25,152
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910002,"DEL VALLE OPPORTUNITY CTR","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,206,0,90,71,0,71,182,0,201,0,-9999999,32,5,9
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910041,"DEL VALLE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,958,57,322,348,0,340,720,958,759,5,0,113,8,69
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910042,"JOHN P OJEDA MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,906,56,342,350,0,342,783,906,700,0,-9999999,138,11,65
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910043,"DAILEY MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,676,41,284,275,0,275,570,676,528,-9999999,-9999999,102,6,46
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910101,"POPHAM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,760,33,0,325,212,99,661,760,589,0,-9999999,79,-9999999,37
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910106,"SMITH EL","ELEMENTARY",227,"TRAVIS COUNTY",13,735,41,0,347,275,71,654,735,555,0,-9999999,102,9,40
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910107,"HILLCREST EL","ELEMENTARY",227,"TRAVIS COUNTY",13,563,22,0,349,211,134,541,563,470,0,0,73,-9999999,30
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910108,"BATY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,652,14,0,269,181,81,633,652,541,0,-9999999,86,6,21
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910109,"HORNSBY-DUNLAP EL","ELEMENTARY",227,"TRAVIS COUNTY",13,569,32,0,201,149,52,464,569,433,0,-9999999,52,7,19
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910110,"DEL VALLE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,794,16,0,313,238,65,653,794,625,-9999999,-9999999,80,11,22
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910111,"CREEDMOOR EL","ELEMENTARY",227,"TRAVIS COUNTY",13,640,37,0,361,287,64,589,640,517,-9999999,-9999999,64,-9999999,27
"COUNTY","CAMPUS","2017-2018",227910,"DEL VALLE ISD",227910112,"JOSEPH GILBERT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,631,36,0,333,175,153,565,631,510,0,0,89,8,18
"COUNTY","CAMPUS","2017-2018",227912,"LAGO VISTA ISD",227912001,"LAGO VISTA H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,447,48,430,12,0,12,66,30,146,-9999999,-9999999,33,7,11
"COUNTY","CAMPUS","2017-2018",227912,"LAGO VISTA ISD",227912041,"LAGO VISTA MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,374,33,0,13,0,13,77,45,103,5,-9999999,24,-9999999,25
"COUNTY","CAMPUS","2017-2018",227912,"LAGO VISTA ISD",227912101,"LAGO VISTA EL","ELEMENTARY",227,"TRAVIS COUNTY",13,407,20,0,42,0,42,133,29,113,-9999999,-9999999,37,8,-9999999
"COUNTY","CAMPUS","2017-2018",227912,"LAGO VISTA ISD",227912102,"LAGO VISTA INT","ELEMENTARY",227,"TRAVIS COUNTY",13,247,21,0,10,0,10,80,16,81,7,0,21,-9999999,11
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913001,"LAKE TRAVIS H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,3080,456,2335,79,0,78,293,0,669,32,-9999999,219,-9999999,101
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913041,"LAKE TRAVIS MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1420,172,0,20,0,20,74,0,209,7,-9999999,105,0,61
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913042,"HUDSON BEND MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1170,209,0,115,0,115,213,187,299,6,0,94,7,52
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913101,"LAKE TRAVIS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,895,44,0,329,293,34,411,895,451,13,8,74,14,15
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913102,"LAKEWAY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,679,42,0,14,-9999999,13,34,0,116,0,-9999999,57,-9999999,15
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913103,"BEE CAVE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,750,28,0,20,0,19,29,0,122,-9999999,-9999999,66,-9999999,15
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913104,"LAKE POINTE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,739,42,0,22,0,22,32,0,94,-9999999,-9999999,74,-9999999,14
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913105,"SERENE HILLS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,880,48,0,14,0,14,52,0,142,-9999999,-9999999,54,5,11
"COUNTY","CAMPUS","2017-2018",227913,"LAKE TRAVIS ISD",227913106,"WEST CYPRESS HILLS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,797,38,0,11,0,9,69,0,173,6,-9999999,61,12,18

