Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2015-2016

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"STATE","DISTRICT","2015-2016",206902,"RICHLAND SPRINGS ISD",15,120,-9999999,42,-9999999,0,-9999999,77,120,20,0,0,19,17
"STATE","DISTRICT","2015-2016",206903,"CHEROKEE ISD",15,110,-9999999,36,-9999999,0,-9999999,58,110,69,0,6,16,7
"STATE","DISTRICT","2015-2016",207901,"SCHLEICHER ISD",15,580,16,156,44,0,44,359,580,228,-9999999,-9999999,44,20
"STATE","DISTRICT","2015-2016",208901,"HERMLEIGH ISD",14,242,13,74,9,0,9,97,242,125,0,0,16,14
"STATE","DISTRICT","2015-2016",208902,"SNYDER ISD",14,2903,130,695,266,110,132,1432,1583,1444,6,5,246,80
"STATE","DISTRICT","2015-2016",208903,"IRA ISD",14,277,10,124,9,0,9,77,0,97,0,0,17,9
"STATE","DISTRICT","2015-2016",209901,"ALBANY ISD",14,523,16,146,12,0,12,207,523,175,-9999999,-9999999,49,11
"STATE","DISTRICT","2015-2016",209902,"MORAN ISD",14,128,5,36,0,0,0,115,127,36,-9999999,-9999999,19,6
"STATE","DISTRICT","2015-2016",210901,"CENTER ISD",07,2811,140,786,865,143,698,2151,2811,1881,-9999999,-9999999,300,94
"STATE","DISTRICT","2015-2016",210902,"JOAQUIN ISD",07,701,36,211,48,0,49,424,701,298,0,-9999999,76,43
"STATE","DISTRICT","2015-2016",210903,"SHELBYVILLE ISD",07,820,24,241,48,0,48,546,820,354,-9999999,5,90,30
"STATE","DISTRICT","2015-2016",210904,"TENAHA ISD",07,575,38,170,114,0,114,519,574,384,0,-9999999,80,8
"STATE","DISTRICT","2015-2016",210905,"TIMPSON ISD",07,630,20,174,28,0,28,433,630,319,-9999999,-9999999,90,26
"STATE","DISTRICT","2015-2016",210906,"EXCELSIOR ISD",07,99,0,10,-9999999,0,-9999999,66,99,50,0,0,16,9
"STATE","DISTRICT","2015-2016",211901,"TEXHOMA ISD",16,195,7,-9999999,73,0,73,138,195,102,-9999999,0,16,-9999999
"STATE","DISTRICT","2015-2016",211902,"STRATFORD ISD",16,580,16,151,97,0,97,349,580,263,-9999999,0,49,8
"STATE","DISTRICT","2015-2016",212801,"CUMBERLAND ACADEMY",07,1161,0,28,90,0,83,470,1146,320,-9999999,-9999999,67,142
"STATE","DISTRICT","2015-2016",212804,"UT TYLER INNOVATION ACADEMY",07,548,57,251,18,0,17,116,56,232,12,0,32,41
"STATE","DISTRICT","2015-2016",212901,"ARP ISD",07,839,61,246,25,0,23,478,839,306,-9999999,9,74,56
"STATE","DISTRICT","2015-2016",212902,"BULLARD ISD",07,2487,121,715,57,0,57,841,1354,984,11,6,269,46
"STATE","DISTRICT","2015-2016",212903,"LINDALE ISD",07,3987,344,1055,152,0,146,1739,3986,1800,96,38,390,167
"STATE","DISTRICT","2015-2016",212904,"TROUP ISD",07,1098,68,293,45,0,45,542,1098,619,5,-9999999,73,42
"STATE","DISTRICT","2015-2016",212905,"TYLER ISD",07,18171,1831,4992,4138,2418,1423,12862,15247,11277,17,22,1246,1538
"STATE","DISTRICT","2015-2016",212906,"WHITEHOUSE ISD",07,4715,371,1123,148,0,142,1849,1905,1858,89,23,403,267
"STATE","DISTRICT","2015-2016",212909,"CHAPEL HILL ISD",07,3608,167,1129,740,606,235,2587,1751,2108,18,17,298,262
"STATE","DISTRICT","2015-2016",212910,"WINONA ISD",07,1056,68,274,106,0,96,722,1054,359,-9999999,-9999999,118,108
"STATE","DISTRICT","2015-2016",213801,"BRAZOS RIVER CHARTER SCHOOL",11,246,0,95,-9999999,0,-9999999,123,246,188,-9999999,-9999999,33,-9999999
"STATE","DISTRICT","2015-2016",213901,"GLEN ROSE ISD",11,1732,113,453,166,78,88,694,437,717,14,11,112,29
"STATE","DISTRICT","2015-2016",214901,"RIO GRANDE CITY CISD",01,10930,1780,3026,7214,4907,2322,9717,10930,8126,6,17,1047,627
"STATE","DISTRICT","2015-2016",214902,"SAN ISIDRO ISD",01,249,30,80,43,0,43,216,0,95,0,0,32,0
"STATE","DISTRICT","2015-2016",214903,"ROMA ISD",01,6516,608,1245,4336,2994,1341,5751,6516,4802,0,0,356,540
"STATE","DISTRICT","2015-2016",215901,"BRECKENRIDGE ISD",14,1484,83,351,131,37,88,959,901,826,-9999999,-9999999,148,97
"STATE","DISTRICT","2015-2016",216901,"STERLING CITY ISD",15,329,14,88,14,0,14,130,303,121,0,0,33,-9999999
"STATE","DISTRICT","2015-2016",217901,"ASPERMONT ISD",14,242,-9999999,95,7,0,7,131,118,82,-9999999,0,12,9
"STATE","DISTRICT","2015-2016",218901,"SONORA ISD",15,911,21,238,104,59,48,492,911,413,-9999999,8,83,48
"STATE","DISTRICT","2015-2016",219901,"HAPPY ISD",16,259,-9999999,79,11,0,11,113,259,66,0,-9999999,14,5
"STATE","DISTRICT","2015-2016",219903,"TULIA ISD",16,1113,56,348,72,0,72,897,1113,465,7,16,123,44
"STATE","DISTRICT","2015-2016",219905,"KRESS ISD",16,241,10,71,19,0,19,185,241,95,0,0,22,6
"STATE","DISTRICT","2015-2016",220801,"TREETOPS SCHOOL INTERNATIONAL",11,392,0,33,0,0,-9999999,51,0,73,-9999999,0,22,0
"STATE","DISTRICT","2015-2016",220802,"ARLINGTON CLASSICS ACADEMY",11,1442,0,50,66,0,44,289,135,200,10,0,53,9
"STATE","DISTRICT","2015-2016",220809,"FORT WORTH ACADEMY OF FINE ARTS",11,516,62,0,0,0,0,73,0,21,-9999999,0,12,16
"STATE","DISTRICT","2015-2016",220810,"WESTLAKE ACADEMY CHARTER SCHOOL",11,831,0,32,-9999999,0,-9999999,0,0,54,0,0,32,26
"STATE","DISTRICT","2015-2016",220811,"EAST FORT WORTH MONTESSORI ACADEMY",11,497,37,0,162,0,161,379,496,245,0,0,18,0
"STATE","DISTRICT","2015-2016",220814,"TEXAS SCHOOL OF THE ARTS",11,328,23,0,10,0,10,32,0,20,-9999999,0,10,7
"STATE","DISTRICT","2015-2016",220815,"CHAPEL HILL ACADEMY",11,506,24,0,29,0,26,322,506,133,16,-9999999,30,7
"STATE","DISTRICT","2015-2016",220817,"NEWMAN INTERNATIONAL ACADEMY OF AR",11,1282,70,309,102,0,102,518,1280,122,17,-9999999,80,13
"STATE","DISTRICT","2015-2016",220819,"HIGH POINT ACADEMY",11,457,31,0,-9999999,0,-9999999,117,0,77,0,0,40,-9999999
"STATE","DISTRICT","2015-2016",220901,"ARLINGTON ISD",11,63210,3758,16545,16515,5995,10418,43823,36009,42767,120,19,5234,744
"STATE","DISTRICT","2015-2016",220902,"BIRDVILLE ISD",11,24328,2331,6705,4725,1947,2808,13715,13690,13268,280,69,2225,1202
"STATE","DISTRICT","2015-2016",220904,"EVERMAN ISD",11,5621,202,1082,1586,1036,585,5016,4357,4017,10,11,444,138
"STATE","DISTRICT","2015-2016",220905,"FORT WORTH ISD",11,87080,8044,18840,26940,16683,9461,65875,83440,64314,424,11,6820,1444
"STATE","DISTRICT","2015-2016",220906,"GRAPEVINE-COLLEYVILLE ISD",11,13818,3013,3600,1276,994,650,3140,2461,3577,40,5,1043,349
"STATE","DISTRICT","2015-2016",220907,"KELLER ISD",11,34180,3752,9234,2531,807,1644,8110,5455,10212,517,89,3099,1496
"STATE","DISTRICT","2015-2016",220908,"MANSFIELD ISD",11,33809,2229,8254,3547,513,2980,12777,14645,11802,608,87,2822,674
"STATE","DISTRICT","2015-2016",220910,"LAKE WORTH ISD",11,3301,179,1071,684,338,333,2619,3301,2039,46,8,311,66
"STATE","DISTRICT","2015-2016",220912,"CROWLEY ISD",11,15097,1065,4035,2109,943,1178,9186,6226,7962,68,61,1394,329
"STATE","DISTRICT","2015-2016",220914,"KENNEDALE ISD",11,3145,223,936,221,43,180,1251,3145,1161,11,23,259,119
"STATE","DISTRICT","2015-2016",220915,"AZLE ISD",11,6242,443,1721,262,123,132,3114,3482,2151,115,14,573,282
"STATE","DISTRICT","2015-2016",220916,"HURST-EULESS-BEDFORD ISD",11,22834,1454,4806,3109,809,2163,12032,9843,9785,121,30,2038,822
"STATE","DISTRICT","2015-2016",220917,"CASTLEBERRY ISD",11,4046,229,867,1366,701,661,3399,4046,3344,13,6,319,34
"STATE","DISTRICT","2015-2016",220918,"EAGLE MT-SAGINAW ISD",11,19203,1335,4126,1644,567,1016,8123,4893,8079,863,65,1637,477
"STATE","DISTRICT","2015-2016",220919,"CARROLL ISD",11,8068,1892,1279,184,0,182,113,57,888,72,8,549,290
"STATE","DISTRICT","2015-2016",220920,"WHITE SETTLEMENT ISD",11,6708,422,1937,746,613,355,3605,6349,3440,80,11,624,0
"STATE","DISTRICT","2015-2016",221801,"TEXAS COLLEGE PREPARATORY ACADEMIE",14,12778,0,403,1101,56,1045,5287,2469,3370,142,17,880,352
"STATE","DISTRICT","2015-2016",221901,"ABILENE ISD",14,16978,1084,4898,795,144,641,11207,9007,6351,1062,42,1826,183
"STATE","DISTRICT","2015-2016",221904,"MERKEL ISD",14,1098,79,273,22,0,22,650,457,411,10,5,135,17
"STATE","DISTRICT","2015-2016",221905,"TRENT ISD",14,224,21,60,-9999999,-9999999,-9999999,94,224,70,-9999999,0,12,6
"STATE","DISTRICT","2015-2016",221911,"JIM NED CISD",14,1159,71,451,-9999999,0,-9999999,300,276,292,40,7,83,11
"STATE","DISTRICT","2015-2016",221912,"WYLIE ISD",14,4080,164,953,40,0,39,611,118,910,500,11,272,0
"STATE","DISTRICT","2015-2016",222901,"TERRELL COUNTY ISD",18,158,-9999999,41,6,0,6,76,158,57,0,0,13,0
"STATE","DISTRICT","2015-2016",223901,"BROWNFIELD ISD",17,1876,95,464,160,0,158,1416,1876,958,6,-9999999,148,31
"STATE","DISTRICT","2015-2016",223902,"MEADOW ISD",17,329,16,120,17,0,17,247,329,197,5,-9999999,23,18
"STATE","DISTRICT","2015-2016",223904,"WELLMAN-UNION CISD",17,247,19,66,34,0,33,164,247,115,-9999999,-9999999,23,6
"STATE","DISTRICT","2015-2016",224901,"THROCKMORTON ISD",09,163,11,65,0,0,0,83,163,71,0,0,13,24
"STATE","DISTRICT","2015-2016",224902,"WOODSON ISD",09,142,5,56,-9999999,0,-9999999,83,142,65,0,0,17,14
"STATE","DISTRICT","2015-2016",225902,"MOUNT PLEASANT ISD",08,5352,295,1384,2099,981,1046,4470,3223,3717,9,12,511,634
"STATE","DISTRICT","2015-2016",225905,"WINFIELD ISD",08,152,10,0,88,0,88,145,152,115,0,-9999999,12,-9999999
"STATE","DISTRICT","2015-2016",225906,"CHAPEL HILL ISD",08,986,124,303,150,0,146,488,986,337,0,0,106,48
"STATE","DISTRICT","2015-2016",225907,"HARTS BLUFF ISD",08,569,24,0,187,78,101,345,568,305,-9999999,-9999999,37,22
"STATE","DISTRICT","2015-2016",226801,"TEXAS LEADERSHIP",15,2332,0,220,104,0,99,1127,2041,1227,72,-9999999,149,42
"STATE","DISTRICT","2015-2016",226901,"CHRISTOVAL ISD",15,488,23,171,-9999999,0,-9999999,128,188,142,9,0,35,18
"STATE","DISTRICT","2015-2016",226903,"SAN ANGELO ISD",15,15149,535,2885,765,180,581,8792,11303,6579,544,17,1508,174
"STATE","DISTRICT","2015-2016",226905,"WATER VALLEY ISD",15,321,15,96,-9999999,0,-9999999,164,312,94,-9999999,-9999999,40,7
"STATE","DISTRICT","2015-2016",226906,"WALL ISD",15,1105,78,473,11,0,11,152,483,279,25,5,68,36
"STATE","DISTRICT","2015-2016",226907,"GRAPE CREEK ISD",15,1127,48,302,52,0,52,820,793,503,14,-9999999,132,28
"STATE","DISTRICT","2015-2016",226908,"VERIBEST ISD",15,261,16,114,14,0,14,118,256,118,-9999999,0,33,-9999999
"STATE","DISTRICT","2015-2016",227803,"WAYSIDE SCHOOLS",13,1863,0,88,596,222,373,1100,1734,1177,5,-9999999,111,57
"STATE","DISTRICT","2015-2016",227804,"NYOS CHARTER SCHOOL",13,927,-9999999,236,179,0,178,346,927,302,8,0,66,20
"STATE","DISTRICT","2015-2016",227805,"TEXAS EMPOWERMENT ACADEMY",13,287,0,0,0,0,0,205,287,121,0,-9999999,16,-9999999
"STATE","DISTRICT","2015-2016",227806,"UNIVERSITY OF TEXAS UNIVERSITY CHA",13,567,0,106,32,0,32,354,53,519,11,156,192,16
"STATE","DISTRICT","2015-2016",227814,"CHAPARRAL STAR ACADEMY",13,357,0,101,11,0,10,0,0,72,0,0,16,0
"STATE","DISTRICT","2015-2016",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",13,3841,297,304,1138,0,1111,2098,2935,1845,0,0,234,62
"STATE","DISTRICT","2015-2016",227817,"CEDARS INTERNATIONAL ACADEMY",13,390,5,0,174,0,173,352,390,209,-9999999,0,21,13
"STATE","DISTRICT","2015-2016",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA",13,303,15,0,72,0,68,161,45,132,5,0,15,7
"STATE","DISTRICT","2015-2016",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",13,4490,0,0,2287,1295,970,4008,4490,2919,0,-9999999,367,19
"STATE","DISTRICT","2015-2016",227821,"AUSTIN DISCOVERY SCHOOL",13,543,0,0,18,0,20,101,0,227,-9999999,-9999999,42,26
"STATE","DISTRICT","2015-2016",227824,"EAST AUSTIN COLLEGE PREP",13,793,0,86,231,0,231,752,793,351,0,0,81,9
"STATE","DISTRICT","2015-2016",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS",13,548,0,0,311,0,310,512,547,330,0,-9999999,59,0
"STATE","DISTRICT","2015-2016",227826,"MONTESSORI FOR ALL",13,332,0,0,86,0,84,152,325,110,-9999999,0,21,0
"STATE","DISTRICT","2015-2016",227827,"THE EXCEL CENTER (FOR ADULTS)",13,147,0,10,12,0,12,72,0,0,0,0,0,0
"STATE","DISTRICT","2015-2016",227828,"THE EXCEL CENTER",13,282,0,23,9,0,9,207,0,252,0,-9999999,12,0
"STATE","DISTRICT","2015-2016",227901,"AUSTIN ISD",13,83648,6536,20367,23298,15773,8542,47855,45120,46014,238,154,8508,4559
"STATE","DISTRICT","2015-2016",227904,"PFLUGERVILLE ISD",13,24100,1860,6482,5236,2307,2815,11970,14958,11760,353,44,2436,512
"STATE","DISTRICT","2015-2016",227907,"MANOR ISD",13,8873,648,2540,3189,1859,1306,6494,5004,5367,28,39,692,179
"STATE","DISTRICT","2015-2016",227909,"EANES ISD",13,8075,1057,1061,177,0,164,182,67,723,58,5,666,326
"STATE","DISTRICT","2015-2016",227910,"DEL VALLE ISD",13,11559,423,3659,4036,1793,2140,10117,11358,8278,35,41,1168,330
"STATE","DISTRICT","2015-2016",227912,"LAGO VISTA ISD",13,1437,96,434,89,0,87,428,75,399,19,5,150,45
"STATE","DISTRICT","2015-2016",227913,"LAKE TRAVIS ISD",13,9238,1074,2181,567,278,270,1091,1065,2127,64,15,703,258
"STATE","DISTRICT","2015-2016",228901,"GROVETON ISD",06,745,70,187,18,0,18,439,745,293,0,6,74,11
"STATE","DISTRICT","2015-2016",228903,"TRINITY ISD",06,1290,56,441,115,0,115,954,1290,737,0,-9999999,102,0
"STATE","DISTRICT","2015-2016",228904,"CENTERVILLE ISD",06,125,12,39,-9999999,0,0,71,125,21,-9999999,0,11,8
"STATE","DISTRICT","2015-2016",228905,"APPLE SPRINGS ISD",06,205,24,83,0,0,0,118,205,5,0,0,23,19
"STATE","DISTRICT","2015-2016",229901,"COLMESNEIL ISD",05,424,-9999999,148,0,0,0,240,422,119,0,0,43,-9999999
"STATE","DISTRICT","2015-2016",229903,"WOODVILLE ISD",05,1369,50,346,40,0,39,923,1368,558,13,32,207,83
"STATE","DISTRICT","2015-2016",229904,"WARREN ISD",05,1265,60,343,8,0,8,566,896,292,0,0,83,67
"STATE","DISTRICT","2015-2016",229905,"SPURGER ISD",05,380,7,90,0,0,0,244,380,138,0,0,39,9
"STATE","DISTRICT","2015-2016",229906,"CHESTER ISD",05,177,6,59,0,0,0,96,177,34,0,0,20,10
"STATE","DISTRICT","2015-2016",230901,"BIG SANDY ISD",07,704,42,209,13,0,13,444,704,307,-9999999,17,79,24
"STATE","DISTRICT","2015-2016",230902,"GILMER ISD",07,2426,128,622,185,0,170,1652,2402,1104,-9999999,14,177,111
"STATE","DISTRICT","2015-2016",230903,"ORE CITY ISD",07,879,45,227,52,0,52,585,879,476,5,-9999999,88,54
"STATE","DISTRICT","2015-2016",230904,"UNION HILL ISD",07,306,9,99,14,0,13,191,305,106,-9999999,0,21,13
"STATE","DISTRICT","2015-2016",230905,"HARMONY ISD",07,1104,83,354,62,0,62,557,0,364,9,6,73,66
"STATE","DISTRICT","2015-2016",230906,"NEW DIANA ISD",07,1039,62,279,29,0,29,414,509,384,9,8,55,40
"STATE","DISTRICT","2015-2016",230908,"UNION GROVE ISD",07,726,72,222,11,0,11,294,416,329,9,-9999999,35,41
"STATE","DISTRICT","2015-2016",231901,"MCCAMEY ISD",18,581,26,129,39,0,38,347,581,349,0,0,41,21
"STATE","DISTRICT","2015-2016",231902,"RANKIN ISD",18,281,10,61,14,0,14,136,280,144,-9999999,0,17,16
"STATE","DISTRICT","2015-2016",232901,"KNIPPA ISD",20,421,66,86,14,0,13,120,421,94,0,0,14,5
"STATE","DISTRICT","2015-2016",232902,"SABINAL ISD",20,510,53,126,32,0,32,392,510,267,0,0,58,30
"STATE","DISTRICT","2015-2016",232903,"UVALDE CISD",20,4771,508,1180,304,249,109,3713,4771,3054,-9999999,12,527,124
"STATE","DISTRICT","2015-2016",232904,"UTOPIA ISD",20,196,8,80,10,0,9,89,196,45,0,0,15,8
"STATE","DISTRICT","2015-2016",233901,"SAN FELIPE-DEL RIO CISD",15,10515,908,3057,1835,797,942,8015,10505,5755,171,14,829,262
"STATE","DISTRICT","2015-2016",233903,"COMSTOCK ISD",15,190,11,67,-9999999,0,-9999999,52,190,53,8,0,17,5
"STATE","DISTRICT","2015-2016",234801,"RANCH ACADEMY",07,117,-9999999,29,0,0,0,73,31,110,0,0,33,-9999999
"STATE","DISTRICT","2015-2016",234902,"CANTON ISD",10,2123,137,579,66,0,66,821,1503,701,16,12,169,104
"STATE","DISTRICT","2015-2016",234903,"EDGEWOOD ISD",07,931,83,288,19,0,20,471,417,234,7,12,103,71
"STATE","DISTRICT","2015-2016",234904,"GRAND SALINE ISD",07,1103,66,383,126,0,121,655,1094,455,11,29,97,55
"STATE","DISTRICT","2015-2016",234905,"MARTINS MILL ISD",07,512,29,204,44,0,44,219,512,191,0,-9999999,49,17
"STATE","DISTRICT","2015-2016",234906,"VAN ISD",07,2401,130,757,146,0,137,1247,1252,1117,0,-9999999,249,57
"STATE","DISTRICT","2015-2016",234907,"WILLS POINT ISD",10,2412,99,637,194,33,148,1539,1016,965,-9999999,12,245,109
"STATE","DISTRICT","2015-2016",234909,"FRUITVALE ISD",07,374,53,134,15,0,14,246,374,230,0,0,36,15
"STATE","DISTRICT","2015-2016",235901,"BLOOMINGTON ISD",03,926,38,236,150,0,142,784,921,432,5,-9999999,114,17
"STATE","DISTRICT","2015-2016",235902,"VICTORIA ISD",03,14502,475,2592,812,244,554,9300,6847,6369,113,25,1385,285
"STATE","DISTRICT","2015-2016",235904,"NURSERY ISD",03,107,16,0,-9999999,0,-9999999,62,107,43,-9999999,-9999999,8,-9999999
"STATE","DISTRICT","2015-2016",236801,"RAVEN SCHOOL",06,95,0,93,-9999999,0,-9999999,95,95,95,-9999999,26,28,0
"STATE","DISTRICT","2015-2016",236901,"NEW WAVERLY ISD",06,990,52,270,38,0,36,502,493,295,11,-9999999,97,63
"STATE","DISTRICT","2015-2016",236902,"HUNTSVILLE ISD",06,6962,367,1800,837,432,379,4050,2728,3261,59,25,559,221
"STATE","DISTRICT","2015-2016",237902,"HEMPSTEAD ISD",04,1668,119,516,400,234,125,1357,1666,999,6,8,116,38
"STATE","DISTRICT","2015-2016",237904,"WALLER ISD",04,6572,319,1576,1705,655,998,4111,6572,3442,10,22,370,106
"STATE","DISTRICT","2015-2016",237905,"ROYAL ISD",04,2270,76,816,895,626,236,1735,2266,1655,-9999999,6,204,15
"STATE","DISTRICT","2015-2016",238902,"MONAHANS-WICKETT-PYOTE ISD",18,2283,95,566,205,152,49,1158,2283,882,-9999999,-9999999,190,88
"STATE","DISTRICT","2015-2016",238904,"GRANDFALLS-ROYALTY ISD",18,153,0,45,0,0,0,120,152,20,0,0,13,0
"STATE","DISTRICT","2015-2016",239901,"BRENHAM ISD",06,4973,316,1539,643,58,577,2609,2037,2229,12,-9999999,584,171
"STATE","DISTRICT","2015-2016",239903,"BURTON ISD",06,401,17,125,22,0,19,224,214,131,0,0,50,23
"STATE","DISTRICT","2015-2016",240801,"GATEWAY ACADEMY CHARTER DISTRICT",01,386,0,132,31,0,31,360,386,327,7,-9999999,42,0
"STATE","DISTRICT","2015-2016",240901,"LAREDO ISD",01,24199,1743,6132,14414,9949,4437,22821,24134,17771,15,35,1912,249
"STATE","DISTRICT","2015-2016",240903,"UNITED ISD",01,43710,5444,14967,17236,13688,4969,33537,42718,27645,334,123,3372,744
"STATE","DISTRICT","2015-2016",240904,"WEBB CISD",01,330,-9999999,76,23,0,23,240,329,72,0,0,35,0
"STATE","DISTRICT","2015-2016",241901,"BOLING ISD",03,1108,41,314,62,0,62,571,1107,399,-9999999,-9999999,70,25
"STATE","DISTRICT","2015-2016",241902,"EAST BERNARD ISD",03,1001,59,301,53,0,51,345,375,292,10,0,70,20
"STATE","DISTRICT","2015-2016",241903,"EL CAMPO ISD",03,3601,340,884,435,85,347,2565,1166,1949,5,5,361,65
"STATE","DISTRICT","2015-2016",241904,"WHARTON ISD",03,2225,131,460,209,75,124,1823,1638,1033,-9999999,-9999999,188,15
"STATE","DISTRICT","2015-2016",241906,"LOUISE ISD",03,512,7,132,70,0,70,316,256,179,0,-9999999,14,0
"STATE","DISTRICT","2015-2016",242902,"SHAMROCK ISD",16,427,0,109,19,0,19,267,427,150,0,0,30,7
"STATE","DISTRICT","2015-2016",242903,"WHEELER ISD",16,487,-9999999,147,112,0,112,238,487,223,0,0,50,13
"STATE","DISTRICT","2015-2016",242905,"KELTON ISD",16,111,0,31,10,0,10,69,0,22,0,0,10,-9999999
"STATE","DISTRICT","2015-2016",242906,"FORT ELLIOTT CISD",16,169,-9999999,52,0,0,0,31,0,45,0,0,19,-9999999
"STATE","DISTRICT","2015-2016",243901,"BURKBURNETT ISD",09,3332,162,642,40,0,40,1716,3332,1295,667,8,344,178
"STATE","DISTRICT","2015-2016",243902,"ELECTRA ISD",09,425,28,123,6,0,6,263,258,234,5,0,48,26
"STATE","DISTRICT","2015-2016",243903,"IOWA PARK CISD",09,1785,123,431,10,0,5,733,1274,730,69,18,187,68
"STATE","DISTRICT","2015-2016",243905,"WICHITA FALLS ISD",09,14159,666,2920,1002,236,651,8619,12839,7869,807,36,1766,0
"STATE","DISTRICT","2015-2016",243906,"CITY VIEW ISD",09,1026,79,280,24,0,24,676,1026,470,15,-9999999,133,5
"STATE","DISTRICT","2015-2016",244901,"HARROLD ISD",09,101,9,25,0,0,0,60,0,31,0,0,11,0
"STATE","DISTRICT","2015-2016",244903,"VERNON ISD",09,2090,72,414,213,0,213,1259,2090,1134,8,7,236,72
"STATE","DISTRICT","2015-2016",244905,"NORTHSIDE ISD",09,205,14,64,-9999999,0,-9999999,81,205,40,0,0,15,15
"STATE","DISTRICT","2015-2016",245901,"LASARA ISD",01,459,18,98,65,0,61,370,459,202,-9999999,0,28,-9999999
"STATE","DISTRICT","2015-2016",245902,"LYFORD CISD",01,1542,96,426,161,119,36,1213,1542,764,13,0,124,30
"STATE","DISTRICT","2015-2016",245903,"RAYMONDVILLE ISD",01,2147,116,525,174,94,56,1902,2147,1359,15,15,152,-9999999
"STATE","DISTRICT","2015-2016",245904,"SAN PERLITA ISD",01,281,6,91,26,0,26,201,281,103,6,0,35,0
"STATE","DISTRICT","2015-2016",246801,"MERIDIAN WORLD SCHOOL LLC",13,1249,0,0,32,0,27,95,0,42,11,0,63,49
"STATE","DISTRICT","2015-2016",246902,"FLORENCE ISD",13,1026,47,344,217,39,173,686,717,613,28,7,94,63
"STATE","DISTRICT","2015-2016",246904,"GEORGETOWN ISD",13,10997,840,2838,1486,516,951,4838,3359,4638,161,23,980,722
"STATE","DISTRICT","2015-2016",246905,"GRANGER ISD",13,406,6,125,40,0,40,233,406,178,-9999999,0,41,19
"STATE","DISTRICT","2015-2016",246906,"HUTTO ISD",13,6527,315,1976,677,473,264,2815,4748,2846,155,24,649,344
"STATE","DISTRICT","2015-2016",246907,"JARRELL ISD",13,1426,62,388,204,137,68,833,531,693,52,-9999999,145,78
"STATE","DISTRICT","2015-2016",246908,"LIBERTY HILL ISD",13,3482,126,982,105,0,103,931,196,1090,103,43,300,112
"STATE","DISTRICT","2015-2016",246909,"ROUND ROCK ISD",13,47827,4202,12663,4395,2198,2746,13095,11357,15109,140,59,4220,1463
"STATE","DISTRICT","2015-2016",246911,"TAYLOR ISD",13,3182,197,771,443,186,254,1946,3175,1682,19,5,362,100
"STATE","DISTRICT","2015-2016",246912,"THRALL ISD",13,648,51,269,15,0,15,214,289,183,14,6,53,25
"STATE","DISTRICT","2015-2016",246913,"LEANDER ISD",13,37158,7816,8551,1942,744,1258,6907,3994,10782,526,183,3838,1443
"STATE","DISTRICT","2015-2016",246914,"COUPLAND ISD",13,150,7,0,-9999999,0,-9999999,28,-9999999,6,0,0,7,0
"STATE","DISTRICT","2015-2016",247901,"FLORESVILLE ISD",20,3982,223,1164,194,93,93,1963,1853,1940,138,43,426,149
"STATE","DISTRICT","2015-2016",247903,"LA VERNIA ISD",20,3234,176,797,95,36,82,782,120,1107,119,11,293,86
"STATE","DISTRICT","2015-2016",247904,"POTH ISD",20,825,60,241,43,0,42,328,394,250,-9999999,6,67,12
"STATE","DISTRICT","2015-2016",247906,"STOCKDALE ISD",20,804,74,208,30,0,30,417,396,330,9,-9999999,117,57
"STATE","DISTRICT","2015-2016",248901,"KERMIT ISD",18,1461,48,374,271,144,108,997,1461,830,0,0,131,18
"STATE","DISTRICT","2015-2016",248902,"WINK-LOVING ISD",18,439,15,147,14,0,14,159,438,73,0,0,32,-9999999
"STATE","DISTRICT","2015-2016",249901,"ALVORD ISD",11,713,72,225,22,0,22,217,329,292,0,-9999999,58,54
"STATE","DISTRICT","2015-2016",249902,"BOYD ISD",11,1177,44,316,49,0,41,588,654,473,-9999999,-9999999,74,48
"STATE","DISTRICT","2015-2016",249903,"BRIDGEPORT ISD",11,2092,94,506,471,379,180,1295,1462,960,10,8,191,41
"STATE","DISTRICT","2015-2016",249904,"CHICO ISD",11,616,33,227,50,0,50,339,299,134,8,-9999999,51,18
"STATE","DISTRICT","2015-2016",249905,"DECATUR ISD",11,2995,276,670,438,156,274,1428,1620,1358,13,9,290,194
"STATE","DISTRICT","2015-2016",249906,"PARADISE ISD",11,1138,128,356,37,0,37,343,368,390,7,7,127,45
"STATE","DISTRICT","2015-2016",249908,"SLIDELL ISD",11,269,16,65,27,0,27,136,269,96,-9999999,0,21,16
"STATE","DISTRICT","2015-2016",250902,"HAWKINS ISD",07,735,49,216,12,0,11,410,735,463,-9999999,0,77,0
