Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2015-2016

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"STATE","DISTRICT","2015-2016",072903,"STEPHENVILLE ISD",11,3703,201,800,373,262,82,1698,2664,1276,58,24,288,94
"STATE","DISTRICT","2015-2016",072904,"BLUFF DALE ISD",11,114,7,0,0,0,0,34,114,38,-9999999,-9999999,-9999999,12
"STATE","DISTRICT","2015-2016",072908,"HUCKABAY ISD",11,206,7,53,-9999999,0,-9999999,71,206,65,0,0,8,-9999999
"STATE","DISTRICT","2015-2016",072909,"LINGLEVILLE ISD",11,256,10,63,50,0,50,148,256,126,-9999999,-9999999,13,15
"STATE","DISTRICT","2015-2016",072910,"MORGAN MILL ISD",11,124,15,0,-9999999,0,-9999999,50,124,27,-9999999,0,7,-9999999
"STATE","DISTRICT","2015-2016",073901,"CHILTON ISD",12,497,23,199,85,0,85,422,497,319,0,0,61,26
"STATE","DISTRICT","2015-2016",073903,"MARLIN ISD",12,881,59,191,124,0,124,864,881,623,0,0,105,0
"STATE","DISTRICT","2015-2016",073904,"WESTPHALIA ISD",12,157,-9999999,0,0,0,0,34,48,51,-9999999,0,16,10
"STATE","DISTRICT","2015-2016",073905,"ROSEBUD-LOTT ISD",12,657,43,195,23,0,22,436,651,286,-9999999,0,78,34
"STATE","DISTRICT","2015-2016",074903,"BONHAM ISD",10,1880,71,479,194,130,71,1323,1879,614,12,8,249,109
"STATE","DISTRICT","2015-2016",074904,"DODD CITY ISD",10,391,12,66,9,0,9,178,391,91,0,-9999999,32,-9999999
"STATE","DISTRICT","2015-2016",074905,"ECTOR ISD",10,255,7,66,-9999999,0,-9999999,115,18,31,0,0,36,26
"STATE","DISTRICT","2015-2016",074907,"HONEY GROVE ISD",10,580,45,186,44,0,43,350,398,183,-9999999,-9999999,69,24
"STATE","DISTRICT","2015-2016",074909,"LEONARD ISD",10,871,54,260,29,0,29,489,398,330,6,-9999999,76,52
"STATE","DISTRICT","2015-2016",074911,"SAVOY ISD",10,305,32,85,0,0,0,143,305,73,-9999999,0,29,-9999999
"STATE","DISTRICT","2015-2016",074912,"TRENTON ISD",10,510,7,141,6,0,6,213,186,89,0,0,45,17
"STATE","DISTRICT","2015-2016",074917,"SAM RAYBURN ISD",10,489,15,115,12,0,12,236,0,49,-9999999,0,50,22
"STATE","DISTRICT","2015-2016",075901,"FLATONIA ISD",13,587,59,151,57,0,57,362,587,149,0,0,52,8
"STATE","DISTRICT","2015-2016",075902,"LA GRANGE ISD",13,2008,156,315,270,97,170,1025,1046,876,-9999999,-9999999,167,21
"STATE","DISTRICT","2015-2016",075903,"SCHULENBURG ISD",13,707,45,210,76,0,74,410,697,309,5,0,78,16
"STATE","DISTRICT","2015-2016",075906,"FAYETTEVILLE ISD",13,234,14,94,11,0,11,73,234,81,0,0,20,-9999999
"STATE","DISTRICT","2015-2016",075908,"ROUND TOP-CARMINE ISD",13,288,6,123,22,0,22,108,25,90,0,0,28,10
"STATE","DISTRICT","2015-2016",076903,"ROBY CISD",14,288,-9999999,74,11,0,11,153,214,103,0,0,21,6
"STATE","DISTRICT","2015-2016",076904,"ROTAN ISD",14,272,9,70,15,0,13,191,157,118,-9999999,0,23,8
"STATE","DISTRICT","2015-2016",077901,"FLOYDADA ISD",17,789,22,208,66,0,62,517,782,495,6,0,70,49
"STATE","DISTRICT","2015-2016",077902,"LOCKNEY ISD",17,474,7,118,25,0,25,347,242,216,-9999999,0,49,58
"STATE","DISTRICT","2015-2016",078901,"CROWELL ISD",09,207,15,53,-9999999,0,-9999999,139,207,101,0,0,34,8
"STATE","DISTRICT","2015-2016",079901,"LAMAR CISD",04,29692,2342,7257,4085,1326,2723,12837,13851,14239,9,38,2469,404
"STATE","DISTRICT","2015-2016",079906,"NEEDVILLE ISD",04,3024,72,936,310,0,308,1147,419,1285,10,6,275,10
"STATE","DISTRICT","2015-2016",079907,"FORT BEND ISD",04,73115,5205,16648,11962,2980,8287,24574,16417,32851,673,224,4675,809
"STATE","DISTRICT","2015-2016",079910,"STAFFORD MSD",04,3402,181,1109,568,285,270,2337,3400,1607,36,0,275,20
"STATE","DISTRICT","2015-2016",080901,"MOUNT VERNON ISD",08,1655,90,394,155,126,64,930,1654,700,-9999999,5,154,48
"STATE","DISTRICT","2015-2016",081902,"FAIRFIELD ISD",12,1828,89,407,129,0,127,919,1330,738,-9999999,-9999999,110,63
"STATE","DISTRICT","2015-2016",081904,"TEAGUE ISD",12,1267,119,406,71,0,70,688,1263,507,13,-9999999,120,74
"STATE","DISTRICT","2015-2016",081905,"WORTHAM ISD",12,524,29,151,9,0,9,270,523,103,-9999999,0,35,26
"STATE","DISTRICT","2015-2016",081906,"DEW ISD",12,160,-9999999,0,7,0,7,70,160,42,-9999999,-9999999,8,16
"STATE","DISTRICT","2015-2016",082902,"DILLEY ISD",20,978,69,220,42,0,41,663,978,510,-9999999,0,90,32
"STATE","DISTRICT","2015-2016",082903,"PEARSALL ISD",20,2308,140,661,142,81,45,1920,2308,1317,0,-9999999,214,84
"STATE","DISTRICT","2015-2016",083901,"SEAGRAVES ISD",17,615,35,191,137,0,127,443,615,352,-9999999,0,39,15
"STATE","DISTRICT","2015-2016",083902,"LOOP ISD",17,110,-9999999,51,10,0,10,53,110,51,0,0,6,5
"STATE","DISTRICT","2015-2016",083903,"SEMINOLE ISD",17,2845,163,775,393,128,263,1435,2813,1430,6,9,200,162
"STATE","DISTRICT","2015-2016",084802,"ODYSSEY ACADEMY INC",04,1099,39,64,226,55,149,748,799,636,9,0,120,53
"STATE","DISTRICT","2015-2016",084804,"AMBASSADORS PREPARATORY ACADEMY",04,292,29,0,0,0,0,239,292,0,7,0,12,0
"STATE","DISTRICT","2015-2016",084805,"PREMIER LEARNING ACADEMY",04,459,36,104,59,0,57,379,459,249,-9999999,-9999999,15,-9999999
"STATE","DISTRICT","2015-2016",084901,"DICKINSON ISD",04,10953,527,2302,1301,901,302,6731,10864,5571,202,37,1080,125
"STATE","DISTRICT","2015-2016",084902,"GALVESTON ISD",04,7002,367,2075,1172,704,478,5195,7002,2948,9,5,529,104
"STATE","DISTRICT","2015-2016",084903,"HIGH ISLAND ISD",05,143,-9999999,60,-9999999,0,-9999999,102,0,50,0,0,12,9
"STATE","DISTRICT","2015-2016",084904,"LA MARQUE ISD",04,2287,70,365,132,0,129,1897,2287,1198,-9999999,7,246,35
"STATE","DISTRICT","2015-2016",084906,"TEXAS CITY ISD",04,6397,242,1822,463,318,112,4301,3301,3237,11,32,527,193
"STATE","DISTRICT","2015-2016",084908,"HITCHCOCK ISD",04,1708,49,242,104,0,99,1357,1708,880,0,-9999999,160,0
"STATE","DISTRICT","2015-2016",084909,"SANTA FE ISD",04,4697,234,1043,133,0,129,1513,3234,2271,34,9,465,82
"STATE","DISTRICT","2015-2016",084910,"CLEAR CREEK ISD",04,41226,4074,13168,4179,1700,2496,11360,8578,15429,332,88,4026,790
"STATE","DISTRICT","2015-2016",084911,"FRIENDSWOOD ISD",04,6133,539,1886,151,0,144,555,63,1325,87,9,552,277
"STATE","DISTRICT","2015-2016",085902,"POST ISD",17,899,35,266,58,0,58,617,833,546,10,0,104,23
"STATE","DISTRICT","2015-2016",085903,"SOUTHLAND ISD",17,156,6,82,0,0,0,117,156,78,0,0,11,13
"STATE","DISTRICT","2015-2016",086024,"DOSS CONSOLIDATED CSD",13,12,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0
"STATE","DISTRICT","2015-2016",086901,"FREDERICKSBURG ISD",13,3138,231,824,397,177,213,1623,2044,1381,60,12,312,152
"STATE","DISTRICT","2015-2016",086902,"HARPER ISD",13,620,46,246,-9999999,0,-9999999,227,620,179,0,0,63,16
"STATE","DISTRICT","2015-2016",087901,"GLASSCOCK COUNTY ISD",18,312,6,144,40,0,40,109,312,96,0,0,20,11
"STATE","DISTRICT","2015-2016",088902,"GOLIAD ISD",03,1368,115,391,18,0,16,656,1368,505,17,0,130,31
"STATE","DISTRICT","2015-2016",089901,"GONZALES ISD",13,2853,211,669,429,289,229,2000,2834,1583,0,-9999999,254,135
"STATE","DISTRICT","2015-2016",089903,"NIXON-SMILEY CISD",13,1067,71,221,177,0,174,853,1065,651,-9999999,8,119,39
"STATE","DISTRICT","2015-2016",089905,"WAELDER ISD",13,339,16,88,78,0,72,322,339,224,5,0,28,17
"STATE","DISTRICT","2015-2016",090902,"LEFORS ISD",16,182,7,55,6,0,6,100,182,47,-9999999,-9999999,14,-9999999
"STATE","DISTRICT","2015-2016",090903,"MCLEAN ISD",16,239,0,79,-9999999,0,-9999999,105,239,80,0,0,19,8
"STATE","DISTRICT","2015-2016",090904,"PAMPA ISD",16,3674,282,973,671,244,413,2295,2281,2076,10,-9999999,396,185
"STATE","DISTRICT","2015-2016",090905,"GRANDVIEW-HOPKINS ISD",16,48,0,0,0,0,0,9,0,-9999999,-9999999,-9999999,-9999999,0
"STATE","DISTRICT","2015-2016",091901,"BELLS ISD",10,769,64,208,-9999999,0,-9999999,286,359,200,0,-9999999,67,33
"STATE","DISTRICT","2015-2016",091902,"COLLINSVILLE ISD",10,540,33,193,29,0,29,277,270,160,0,0,29,6
"STATE","DISTRICT","2015-2016",091903,"DENISON ISD",10,4581,125,1230,259,137,121,2809,1940,1644,11,12,675,106
"STATE","DISTRICT","2015-2016",091905,"HOWE ISD",10,1039,41,339,39,0,39,505,709,303,-9999999,-9999999,95,59
"STATE","DISTRICT","2015-2016",091906,"SHERMAN ISD",10,7191,756,1571,1437,572,858,4825,6726,4122,-9999999,5,836,366
"STATE","DISTRICT","2015-2016",091907,"TIOGA ISD",10,475,48,104,28,0,27,206,475,149,-9999999,-9999999,32,19
"STATE","DISTRICT","2015-2016",091908,"VAN ALSTYNE ISD",10,1482,121,452,33,0,32,430,584,349,0,0,120,130
"STATE","DISTRICT","2015-2016",091909,"WHITESBORO ISD",10,1578,66,376,55,0,55,813,1125,563,-9999999,-9999999,146,24
"STATE","DISTRICT","2015-2016",091910,"WHITEWRIGHT ISD",10,776,52,301,23,0,23,329,530,191,0,-9999999,55,28
"STATE","DISTRICT","2015-2016",091913,"POTTSBORO ISD",10,1424,63,480,13,0,13,562,548,544,-9999999,-9999999,132,98
"STATE","DISTRICT","2015-2016",091914,"S AND S CISD",10,849,27,223,24,0,24,437,383,356,-9999999,-9999999,66,37
"STATE","DISTRICT","2015-2016",091917,"GUNTER ISD",10,822,67,219,62,0,62,246,331,242,7,0,55,18
"STATE","DISTRICT","2015-2016",091918,"TOM BEAN ISD",10,691,19,211,7,0,7,328,323,180,0,0,83,5
"STATE","DISTRICT","2015-2016",092801,"EAST TEXAS CHARTER SCHOOLS",07,167,0,101,0,0,0,40,0,115,0,0,12,0
"STATE","DISTRICT","2015-2016",092901,"GLADEWATER ISD",07,1852,133,506,114,0,111,1292,1334,929,9,18,204,62
"STATE","DISTRICT","2015-2016",092902,"KILGORE ISD",07,4039,148,1255,733,257,515,2497,2068,2267,21,21,296,193
"STATE","DISTRICT","2015-2016",092903,"LONGVIEW ISD",07,8824,455,1823,1667,919,625,6358,4155,4733,21,-9999999,702,235
"STATE","DISTRICT","2015-2016",092904,"PINE TREE ISD",07,4682,254,1421,655,445,133,2915,3365,2245,26,17,382,132
"STATE","DISTRICT","2015-2016",092906,"SABINE ISD",07,1447,121,451,121,0,119,675,1447,572,-9999999,-9999999,118,60
"STATE","DISTRICT","2015-2016",092907,"SPRING HILL ISD",07,1898,95,420,119,0,117,719,460,598,10,-9999999,143,42
"STATE","DISTRICT","2015-2016",092908,"WHITE OAK ISD",07,1515,137,445,20,0,20,556,731,426,11,-9999999,125,43
"STATE","DISTRICT","2015-2016",093901,"ANDERSON-SHIRO CISD",06,840,63,237,29,0,29,353,840,202,-9999999,-9999999,59,39
"STATE","DISTRICT","2015-2016",093903,"IOLA ISD",06,464,10,179,-9999999,0,-9999999,202,464,176,0,0,39,12
"STATE","DISTRICT","2015-2016",093904,"NAVASOTA ISD",06,3078,76,757,566,55,500,2351,1642,2091,12,6,212,26
"STATE","DISTRICT","2015-2016",093905,"RICHARDS ISD",06,132,0,37,0,0,0,91,132,29,0,0,7,-9999999
"STATE","DISTRICT","2015-2016",094901,"SEGUIN ISD",13,7492,444,1710,785,522,238,4937,3945,3848,33,5,693,137
"STATE","DISTRICT","2015-2016",094902,"SCHERTZ-CIBOLO-U CITY ISD",20,15118,795,4866,557,509,244,4348,2161,5708,2620,70,1244,471
"STATE","DISTRICT","2015-2016",094903,"NAVARRO ISD",13,1812,139,509,62,0,60,667,543,490,21,8,123,105
"STATE","DISTRICT","2015-2016",094904,"MARION ISD",13,1446,112,411,60,0,56,668,710,505,35,-9999999,117,29
"STATE","DISTRICT","2015-2016",095901,"ABERNATHY ISD",17,780,80,216,21,0,21,428,778,366,11,5,72,20
"STATE","DISTRICT","2015-2016",095902,"COTTON CENTER ISD",17,106,-9999999,49,-9999999,0,-9999999,92,106,20,0,0,11,-9999999
"STATE","DISTRICT","2015-2016",095903,"HALE CENTER ISD",17,623,23,180,41,0,41,465,623,354,0,-9999999,55,23
"STATE","DISTRICT","2015-2016",095904,"PETERSBURG ISD",17,264,13,56,36,0,36,223,263,148,-9999999,-9999999,23,0
"STATE","DISTRICT","2015-2016",095905,"PLAINVIEW ISD",17,5679,444,1568,329,207,119,4209,4150,3274,14,24,483,225
"STATE","DISTRICT","2015-2016",096904,"MEMPHIS ISD",16,520,45,129,54,0,54,364,520,259,-9999999,7,55,64
"STATE","DISTRICT","2015-2016",096905,"TURKEY-QUITAQUE ISD",16,188,13,78,9,0,9,87,188,64,-9999999,0,15,-9999999
"STATE","DISTRICT","2015-2016",097902,"HAMILTON ISD",12,783,49,219,40,0,39,391,783,280,-9999999,0,85,73
"STATE","DISTRICT","2015-2016",097903,"HICO ISD",12,570,10,167,43,0,43,320,570,217,0,0,48,48
"STATE","DISTRICT","2015-2016",098901,"GRUVER ISD",16,452,41,153,98,0,98,231,452,188,-9999999,0,27,12
"STATE","DISTRICT","2015-2016",098903,"PRINGLE-MORSE CISD",16,125,-9999999,0,14,0,14,54,125,67,0,0,9,6
"STATE","DISTRICT","2015-2016",098904,"SPEARMAN ISD",16,878,46,216,199,0,199,518,623,436,-9999999,-9999999,54,37
"STATE","DISTRICT","2015-2016",099902,"CHILLICOTHE ISD",09,196,21,79,37,0,37,173,196,97,0,-9999999,22,-9999999
"STATE","DISTRICT","2015-2016",099903,"QUANAH ISD",09,569,32,193,8,0,8,443,569,189,6,-9999999,62,8
"STATE","DISTRICT","2015-2016",100903,"KOUNTZE ISD",05,1182,113,401,32,0,32,537,847,458,0,0,112,94
"STATE","DISTRICT","2015-2016",100904,"SILSBEE ISD",05,2750,148,940,35,0,35,1499,1949,1493,10,10,301,129
"STATE","DISTRICT","2015-2016",100905,"HARDIN-JEFFERSON ISD",05,2254,126,856,90,0,90,855,1079,759,-9999999,0,183,95
"STATE","DISTRICT","2015-2016",100907,"LUMBERTON ISD",05,3915,204,1122,81,0,79,1043,202,1109,48,6,326,184
"STATE","DISTRICT","2015-2016",100908,"WEST HARDIN COUNTY CISD",05,585,43,194,-9999999,0,-9999999,319,585,283,0,0,43,37
"STATE","DISTRICT","2015-2016",101802,"SER-NINOS CHARTER SCHOOL",04,1087,0,0,964,1017,0,1046,1087,990,0,-9999999,41,0
"STATE","DISTRICT","2015-2016",101803,"ARISTOI CLASSICAL ACADEMY",04,644,0,0,27,0,27,104,644,191,0,0,35,-9999999
"STATE","DISTRICT","2015-2016",101804,"GEORGE I SANCHEZ CHARTER",04,832,0,461,403,87,316,752,806,713,0,0,63,-9999999
"STATE","DISTRICT","2015-2016",101806,"RAUL YZAGUIRRE SCHOOL FOR SUCCESS",04,1299,65,250,564,462,144,1259,1299,1014,0,0,77,0
"STATE","DISTRICT","2015-2016",101807,"UNIVERSITY OF HOUSTON CHARTER SCHO",04,121,0,0,-9999999,0,-9999999,30,49,23,0,0,8,0
"STATE","DISTRICT","2015-2016",101810,"ACADEMY OF ACCELERATED LEARNING IN",04,773,0,0,412,238,172,659,773,419,0,0,13,0
"STATE","DISTRICT","2015-2016",101811,"EXCEL ACADEMY",04,527,0,0,67,0,66,527,498,527,0,17,72,0
"STATE","DISTRICT","2015-2016",101813,"KIPP INC CHARTER",04,12388,0,753,4400,63,4284,11334,12388,5715,29,7,677,65
"STATE","DISTRICT","2015-2016",101814,"THE VARNETT PUBLIC SCHOOL",04,1668,0,0,679,0,665,1457,1668,691,0,0,42,0
"STATE","DISTRICT","2015-2016",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL",04,294,0,0,193,0,193,176,294,209,0,0,15,0
"STATE","DISTRICT","2015-2016",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P",04,527,0,0,475,364,111,511,527,487,0,0,24,6
"STATE","DISTRICT","2015-2016",101821,"HOUSTON HEIGHTS HIGH SCHOOL",04,218,12,145,0,0,0,175,218,174,0,0,21,0
"STATE","DISTRICT","2015-2016",101828,"HOUSTON GATEWAY ACADEMY INC",04,2065,0,51,872,685,187,1857,2060,1058,0,0,43,0
"STATE","DISTRICT","2015-2016",101829,"HOUSTON HEIGHTS LEARNING ACADEMY I",04,173,0,0,6,0,6,158,173,34,0,0,11,0
"STATE","DISTRICT","2015-2016",101833,"LA AMISTAD LOVE & LEARNING ACADEMY",04,228,0,0,176,42,134,216,228,176,-9999999,0,7,0
"STATE","DISTRICT","2015-2016",101837,"CALVIN NELMS CHARTER SCHOOLS",04,307,0,142,7,0,7,116,0,79,-9999999,0,21,7
"STATE","DISTRICT","2015-2016",101838,"SOUTHWEST SCHOOL",04,1854,0,338,990,628,329,1723,1498,1425,0,0,169,-9999999
"STATE","DISTRICT","2015-2016",101840,"TWO DIMENSIONS PREPARATORY ACADEMY",04,486,39,0,27,0,27,465,484,159,0,0,14,0
"STATE","DISTRICT","2015-2016",101842,"COMQUEST ACADEMY",04,83,0,45,6,0,6,55,83,77,0,0,5,0
"STATE","DISTRICT","2015-2016",101845,"YES PREP PUBLIC SCHOOLS INC",04,9514,0,83,1286,0,1207,7918,9336,3938,17,5,546,0
"STATE","DISTRICT","2015-2016",101846,"HARMONY SCIENCE ACADEMY",04,3518,233,518,831,0,789,2527,3518,1771,0,0,175,21
"STATE","DISTRICT","2015-2016",101847,"BEATRICE MAYES INSTITUTE CHARTER S",04,455,0,0,0,0,0,350,455,13,-9999999,0,41,0
"STATE","DISTRICT","2015-2016",101849,"ACCELERATED INTERMEDIATE ACADEMY",04,281,0,0,110,0,109,272,281,157,0,0,19,0
"STATE","DISTRICT","2015-2016",101850,"ZOE LEARNING ACADEMY",04,498,0,0,0,0,0,424,498,313,-9999999,-9999999,26,0
"STATE","DISTRICT","2015-2016",101853,"PROMISE COMMUNITY SCHOOL",04,1888,22,0,1103,622,453,1841,1888,1235,-9999999,-9999999,144,-9999999
"STATE","DISTRICT","2015-2016",101855,"MEYERPARK ELEMENTARY",04,249,0,0,0,0,0,232,249,95,0,0,14,0
"STATE","DISTRICT","2015-2016",101856,"DRAW ACADEMY",04,698,-9999999,0,508,476,29,688,216,511,0,0,11,0
"STATE","DISTRICT","2015-2016",101858,"HARMONY SCHOOL OF EXCELLENCE",04,4387,470,495,886,0,809,2287,2860,1636,0,0,243,32
"STATE","DISTRICT","2015-2016",101859,"STEP CHARTER SCHOOL",04,347,0,0,124,0,124,313,347,151,-9999999,0,44,0
"STATE","DISTRICT","2015-2016",101861,"THE RHODES SCHOOL",04,914,40,0,27,0,19,703,914,451,9,11,54,0
"STATE","DISTRICT","2015-2016",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO",04,3074,436,557,473,0,450,1474,3074,1121,0,0,165,35
"STATE","DISTRICT","2015-2016",101864,"THE LAWSON ACADEMY",04,149,0,0,6,0,0,61,149,70,-9999999,-9999999,17,0
"STATE","DISTRICT","2015-2016",101865,"VICTORY PREP",04,609,0,187,0,0,0,527,609,247,-9999999,0,35,0
"STATE","DISTRICT","2015-2016",101866,"GLOBAL LEARNING VILLAGE",04,176,10,-9999999,-9999999,94,-9999999,95,117,24,0,0,22,-9999999
"STATE","DISTRICT","2015-2016",101867,"FALLBROOK COLLEGE PREPARATORY ACAD",04,491,0,105,11,0,11,358,491,248,-9999999,-9999999,21,7
"STATE","DISTRICT","2015-2016",101868,"THE PRO-VISION ACADEMY",04,363,0,176,-9999999,0,-9999999,338,363,313,0,0,50,-9999999
"STATE","DISTRICT","2015-2016",101869,"C O R E ACADEMY",04,509,0,53,-9999999,0,-9999999,451,56,209,0,0,44,-9999999
"STATE","DISTRICT","2015-2016",101870,"BETA ACADEMY",04,467,0,0,110,0,93,286,0,181,-9999999,0,14,0
"STATE","DISTRICT","2015-2016",101902,"ALDINE ISD",04,70417,3198,19407,23907,15580,7604,62171,70252,45897,18,320,4927,2549
"STATE","DISTRICT","2015-2016",101903,"ALIEF ISD",04,47265,2118,9702,19346,9992,9484,38004,46951,34017,130,18,3488,1291
"STATE","DISTRICT","2015-2016",101905,"CHANNELVIEW ISD",04,9335,264,2910,2762,1867,734,7358,9085,5663,-9999999,9,813,121
"STATE","DISTRICT","2015-2016",101906,"CROSBY ISD",04,5680,199,1136,613,319,127,2659,5663,2672,23,21,490,102
"STATE","DISTRICT","2015-2016",101907,"CYPRESS-FAIRBANKS ISD",04,113936,5828,35476,17510,7274,9448,55629,50449,47102,530,223,8592,1209
"STATE","DISTRICT","2015-2016",101908,"DEER PARK ISD",04,13278,803,2643,1543,994,694,5787,6084,4925,60,12,1326,651
"STATE","DISTRICT","2015-2016",101910,"GALENA PARK ISD",04,22549,1286,5697,7438,3642,3706,17994,22536,14069,15,53,1910,504
"STATE","DISTRICT","2015-2016",101911,"GOOSE CREEK CISD",04,23748,1818,6757,3358,1980,1169,15161,13366,11767,20,52,2408,821
"STATE","DISTRICT","2015-2016",101912,"HOUSTON ISD",04,215627,32206,38338,65305,44729,19197,164648,198865,138333,168,209,15913,2176
"STATE","DISTRICT","2015-2016",101913,"HUMBLE ISD",04,40549,2769,10823,3547,1612,1852,13714,8561,17950,654,159,3161,670
"STATE","DISTRICT","2015-2016",101914,"KATY ISD",04,72952,5304,14647,11840,3662,8050,20631,14412,29009,392,64,6603,2075
"STATE","DISTRICT","2015-2016",101915,"KLEIN ISD",04,50594,2174,11309,7359,3362,3791,20598,7849,20584,232,338,4201,967
"STATE","DISTRICT","2015-2016",101916,"LA PORTE ISD",04,7753,691,2200,697,413,268,3687,7698,3231,21,11,815,301
"STATE","DISTRICT","2015-2016",101917,"PASADENA ISD",04,56019,2655,11313,16760,12119,3470,42735,39889,33349,170,24,5268,1919
"STATE","DISTRICT","2015-2016",101919,"SPRING ISD",04,36890,3052,11766,8119,4406,3513,26031,26849,21652,166,246,3004,525
"STATE","DISTRICT","2015-2016",101920,"SPRING BRANCH ISD",04,35301,2436,6498,12195,7363,5124,19662,16932,19395,34,22,2600,811
"STATE","DISTRICT","2015-2016",101921,"TOMBALL ISD",04,14120,1225,4012,1601,638,915,3021,3561,4772,57,12,1175,266
"STATE","DISTRICT","2015-2016",101924,"SHELDON ISD",04,8477,448,2088,2389,1599,911,6698,4366,5635,21,23,553,129
"STATE","DISTRICT","2015-2016",101925,"HUFFMAN ISD",04,3467,257,916,198,49,141,1130,1630,1304,43,11,291,78
"STATE","DISTRICT","2015-2016",102901,"KARNACK ISD",07,126,-9999999,0,11,0,6,126,126,21,0,0,7,0
"STATE","DISTRICT","2015-2016",102902,"MARSHALL ISD",07,5580,908,1363,1027,470,526,4231,5558,2933,66,68,337,41
"STATE","DISTRICT","2015-2016",102903,"WASKOM ISD",07,928,55,366,97,0,87,545,927,309,10,0,74,34
"STATE","DISTRICT","2015-2016",102904,"HALLSVILLE ISD",07,4936,413,1540,171,0,171,1904,2248,1478,65,27,377,136
"STATE","DISTRICT","2015-2016",102905,"HARLETON ISD",07,787,57,229,6,0,6,332,364,317,-9999999,-9999999,88,0
"STATE","DISTRICT","2015-2016",102906,"ELYSIAN FIELDS ISD",07,920,52,296,5,0,5,431,427,299,5,-9999999,112,19
"STATE","DISTRICT","2015-2016",103901,"CHANNING ISD",16,159,5,54,9,0,9,82,159,42,-9999999,-9999999,16,12
"STATE","DISTRICT","2015-2016",103902,"HARTLEY ISD",16,215,-9999999,62,80,0,80,146,215,95,0,0,8,0
"STATE","DISTRICT","2015-2016",104901,"HASKELL CISD",14,620,12,192,10,0,10,399,620,233,6,-9999999,64,16
"STATE","DISTRICT","2015-2016",104903,"RULE ISD",14,125,8,49,5,0,5,107,125,68,0,0,20,16
"STATE","DISTRICT","2015-2016",104907,"PAINT CREEK ISD",14,142,5,75,-9999999,0,-9999999,102,142,76,-9999999,0,18,10
"STATE","DISTRICT","2015-2016",105801,"KATHERINE ANNE PORTER SCHOOL",13,164,0,132,0,0,0,67,164,125,0,-9999999,16,-9999999
"STATE","DISTRICT","2015-2016",105802,"TEXAS PREPARATORY SCHOOL",13,251,0,0,0,0,0,176,251,139,0,-9999999,21,7
"STATE","DISTRICT","2015-2016",105803,"KI CHARTER ACADEMY",13,173,0,62,0,0,0,173,0,173,0,35,88,0
"STATE","DISTRICT","2015-2016",105902,"SAN MARCOS CISD",13,7875,543,1913,731,478,224,5577,4860,3599,17,46,855,266
"STATE","DISTRICT","2015-2016",105904,"DRIPPING SPRINGS ISD",13,5619,417,1095,265,93,162,630,1822,1205,51,17,567,210
"STATE","DISTRICT","2015-2016",105905,"WIMBERLEY ISD",13,2189,159,655,147,92,51,597,159,607,0,0,179,71
"STATE","DISTRICT","2015-2016",105906,"HAYS CISD",13,18654,1424,3829,2903,1510,1297,9204,10392,9031,362,49,1891,1128
"STATE","DISTRICT","2015-2016",106901,"CANADIAN ISD",16,1040,32,255,147,0,147,448,770,405,-9999999,-9999999,61,72
"STATE","DISTRICT","2015-2016",107901,"ATHENS ISD",07,3184,162,906,824,214,546,2289,3178,1927,15,23,260,108
"STATE","DISTRICT","2015-2016",107902,"BROWNSBORO ISD",07,2717,123,803,131,0,129,1468,2717,1101,31,20,250,249
"STATE","DISTRICT","2015-2016",107904,"CROSS ROADS ISD",07,598,22,195,11,0,11,284,598,209,0,5,65,38
"STATE","DISTRICT","2015-2016",107905,"EUSTACE ISD",07,1566,60,341,29,0,29,1079,1566,711,-9999999,12,198,0
"STATE","DISTRICT","2015-2016",107906,"MALAKOFF ISD",07,1301,48,318,62,0,60,838,1292,499,8,12,129,15
"STATE","DISTRICT","2015-2016",107907,"TRINIDAD ISD",07,171,8,52,-9999999,0,-9999999,80,171,16,0,0,25,6
"STATE","DISTRICT","2015-2016",107908,"MURCHISON ISD",07,198,10,0,12,0,12,106,0,69,0,0,23,24
"STATE","DISTRICT","2015-2016",107910,"LAPOYNOR ISD",07,475,15,141,6,0,6,240,373,200,-9999999,-9999999,44,8
"STATE","DISTRICT","2015-2016",108802,"HORIZON MONTESSORI PUBLIC SCHOOLS",01,1304,0,0,499,434,30,955,1304,590,-9999999,-9999999,65,0
"STATE","DISTRICT","2015-2016",108804,"MIDVALLEY ACADEMY CHARTER DISTRICT",01,366,0,40,27,0,26,322,366,337,7,-9999999,27,0
