PEIMS DATA FOR SCHOOL YEAR 2017-2018
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Ethnicity Name","Enrollment by Ethnicity"
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Two or More Races",28
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","White",431
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Black or African American",72
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Asian",16
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Hispanic",504
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Two or More Races",8
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","White",28
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Black or African American",50
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Asian",33
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Hispanic",549
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Two or More Races",10
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","White",40
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Black or African American",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Asian",29
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Hispanic",90
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Two or More Races",27
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","White",490
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Black or African American",31
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Asian",72
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Hispanic",153
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Two or More Races",58
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","White",640
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Black or African American",38
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Hispanic",587
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","White",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Black or African American",13
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Hispanic",150
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Two or More Races",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","White",24
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Black or African American",116
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Hispanic",531
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Two or More Races",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","White",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Black or African American",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Asian",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Hispanic",188
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Two or More Races",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","White",72
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Black or African American",123
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Asian",192
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Hispanic",372
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Two or More Races",58
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","White",477
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Black or African American",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Asian",153
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Hispanic",189
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Two or More Races",48
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","White",708
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Black or African American",49
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Asian",8
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Hispanic",354
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Two or More Races",18
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","White",148
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Black or African American",51
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Asian",18
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Hispanic",382
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Two or More Races",45
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","White",630
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Black or African American",32
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Hispanic",493
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","White",12
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Black or African American",131
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Asian",32
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Hispanic",1370
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Two or More Races",13
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","White",39
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Black or African American",24
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Asian",232
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Hispanic",231
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Two or More Races",73
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","White",622
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Black or African American",301
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Hispanic",470
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Two or More Races",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","White",12
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Black or African American",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Hispanic",10
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Two or More Races",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","White",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Black or African American",15
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Asian",22
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Hispanic",116
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Two or More Races",28
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","White",261
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Black or African American",25
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Asian",15
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Hispanic",245
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","White",19
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Black or African American",81
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Asian",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Hispanic",142
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Two or More Races",34
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","White",217
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Black or African American",66
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Asian",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Hispanic",364
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Two or More Races",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","White",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Black or African American",33
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Asian",36
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Hispanic",143
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Two or More Races",34
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","White",189
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Black or African American",16
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Hispanic",371
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","White",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Black or African American",163
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Asian",41
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Hispanic",577
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Two or More Races",77
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","White",899
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Black or African American",25
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Asian",21
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Hispanic",441
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Two or More Races",30
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","White",199
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Black or African American",55
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Hispanic",584
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","White",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Black or African American",20
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Asian",22
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Hispanic",234
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","White",8
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Black or African American",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Asian",90
