Texas Education Agency,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Total Enrollment Counts in Student Program and Special Populations Reports,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PEIMS Data 2012-2013,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SCOPE,AGG_LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL PRE-K MILITARY STUDENTS,TOTAL PRE-K FOSTER STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES
STATE,DISTRICT,2012-2013,77901,FLOYDADA ISD,17,809,28,198,79,0,77,593,795,314,0,-9999999,72
STATE,DISTRICT,2012-2013,77902,LOCKNEY ISD,17,513,20,139,13,0,13,356,513,166,-9999999,0,47
STATE,DISTRICT,2012-2013,78901,CROWELL ISD,9,219,25,67,0,0,0,145,219,74,0,0,34
STATE,DISTRICT,2012-2013,79901,LAMAR CISD,4,26135,2518,5515,3769,1417,2378,13641,12889,10975,10,6,2202
STATE,DISTRICT,2012-2013,79906,NEEDVILLE ISD,4,2776,87,820,283,0,282,1088,379,1066,0,-9999999,235
STATE,DISTRICT,2012-2013,79907,FORT BEND ISD,4,69591,4708,12581,10059,2999,6401,26799,17028,27200,9,11,4478
STATE,DISTRICT,2012-2013,79910,STAFFORD MSD,4,3355,181,1139,492,296,224,2289,3355,1406,-9999999,-9999999,258
STATE,DISTRICT,2012-2013,80901,MOUNT VERNON ISD,8,1619,88,383,162,55,101,932,1619,582,0,0,163
STATE,DISTRICT,2012-2013,81902,FAIRFIELD ISD,12,1763,97,377,120,0,120,894,1267,532,0,0,142
STATE,DISTRICT,2012-2013,81904,TEAGUE ISD,12,1236,112,306,66,0,66,636,1236,473,-9999999,0,93
STATE,DISTRICT,2012-2013,81905,WORTHAM ISD,12,488,26,151,7,0,7,250,487,179,0,0,49
STATE,DISTRICT,2012-2013,81906,DEW ISD,12,156,-9999999,0,7,0,7,69,154,43,0,0,9
STATE,DISTRICT,2012-2013,82902,DILLEY ISD,20,978,65,193,36,0,35,752,978,571,0,-9999999,77
STATE,DISTRICT,2012-2013,82903,PEARSALL ISD,20,2253,153,462,125,88,36,1804,2253,1398,-9999999,-9999999,198
STATE,DISTRICT,2012-2013,83901,SEAGRAVES ISD,17,613,35,244,117,0,97,358,613,378,0,0,48
STATE,DISTRICT,2012-2013,83902,LOOP ISD,17,112,7,50,8,0,8,63,112,40,0,0,7
STATE,DISTRICT,2012-2013,83903,SEMINOLE ISD,17,2632,150,787,283,58,225,1290,2632,1127,0,-9999999,208
STATE,DISTRICT,2012-2013,84801,MAINLAND PREPARATORY ACADEMY,4,392,18,6,-9999999,-9999999,0,265,390,24,0,0,5
STATE,DISTRICT,2012-2013,84802,ODYSSEY ACADEMY INC,4,679,0,0,217,16,178,596,679,389,-9999999,0,43
STATE,DISTRICT,2012-2013,84804,AMBASSADORS PREPARATORY ACADEMY,4,334,29,0,0,0,0,299,127,21,0,0,16
STATE,DISTRICT,2012-2013,84805,PREMIER LEARNING ACADEMY,4,362,0,136,24,0,24,265,362,172,0,0,27
STATE,DISTRICT,2012-2013,84901,DICKINSON ISD,4,9746,535,1939,979,710,170,6151,9637,4027,11,5,853
STATE,DISTRICT,2012-2013,84902,GALVESTON ISD,4,6710,331,1747,1067,692,396,4784,6710,2260,6,6,467
STATE,DISTRICT,2012-2013,84903,HIGH ISLAND ISD,5,170,-9999999,29,-9999999,0,-9999999,101,170,51,0,0,19
STATE,DISTRICT,2012-2013,84904,LA MARQUE ISD,4,2864,125,670,215,0,208,2263,2864,1495,5,6,301
STATE,DISTRICT,2012-2013,84906,TEXAS CITY ISD,4,5944,284,1022,422,294,102,3978,3260,2416,-9999999,0,473
STATE,DISTRICT,2012-2013,84908,HITCHCOCK ISD,4,1406,39,112,85,0,83,1203,1406,634,0,0,116
STATE,DISTRICT,2012-2013,84909,SANTA FE ISD,4,4676,205,1102,107,0,103,1695,3265,1774,-9999999,-9999999,455
STATE,DISTRICT,2012-2013,84910,CLEAR CREEK ISD,4,39635,3334,11305,3391,1309,2030,11094,8808,11261,39,12,3802
STATE,DISTRICT,2012-2013,84911,FRIENDSWOOD ISD,4,6005,581,2069,138,0,135,492,50,779,-9999999,0,502
STATE,DISTRICT,2012-2013,85902,POST ISD,17,818,37,187,50,0,50,517,818,316,0,-9999999,79
STATE,DISTRICT,2012-2013,85903,SOUTHLAND ISD,17,174,9,51,0,0,0,130,174,91,0,0,18
STATE,DISTRICT,2012-2013,86024,DOSS CONSOLIDATED CSD,13,29,0,0,0,0,0,-9999999,0,0,0,0,-9999999
STATE,DISTRICT,2012-2013,86901,FREDERICKSBURG ISD,13,2990,216,858,354,224,121,1580,1969,1212,-9999999,0,253
STATE,DISTRICT,2012-2013,86902,HARPER ISD,13,579,42,238,6,0,6,237,579,136,0,0,73
STATE,DISTRICT,2012-2013,87901,GLASSCOCK COUNTY ISD,18,289,9,115,32,0,31,138,273,111,0,0,17
STATE,DISTRICT,2012-2013,88902,GOLIAD ISD,3,1371,109,368,37,0,36,697,1369,517,0,0,126
STATE,DISTRICT,2012-2013,89901,GONZALES ISD,13,2810,204,641,371,310,47,1908,2810,1233,0,0,239
STATE,DISTRICT,2012-2013,89903,NIXON-SMILEY CISD,13,1010,52,195,132,0,131,814,1006,630,-9999999,0,106
STATE,DISTRICT,2012-2013,89905,WAELDER ISD,13,307,13,47,67,0,68,283,307,183,0,0,31
STATE,DISTRICT,2012-2013,90902,LEFORS ISD,16,173,8,55,7,0,7,105,173,48,0,0,9
STATE,DISTRICT,2012-2013,90903,MCLEAN ISD,16,201,0,68,-9999999,0,-9999999,93,201,42,0,0,19
STATE,DISTRICT,2012-2013,90904,PAMPA ISD,16,3676,226,952,520,260,250,2088,2776,1795,-9999999,0,348
STATE,DISTRICT,2012-2013,90905,GRANDVIEW-HOPKINS ISD,16,42,0,0,0,0,0,6,0,0,0,0,0
STATE,DISTRICT,2012-2013,91901,BELLS ISD,10,783,37,185,0,0,0,302,384,77,0,0,69
STATE,DISTRICT,2012-2013,91902,COLLINSVILLE ISD,10,547,20,148,18,0,18,223,179,183,0,0,34
STATE,DISTRICT,2012-2013,91903,DENISON ISD,10,4399,125,1192,188,83,105,2849,2223,1429,0,0,623
STATE,DISTRICT,2012-2013,91905,HOWE ISD,10,1010,45,325,42,0,42,391,0,341,0,-9999999,89
STATE,DISTRICT,2012-2013,91906,SHERMAN ISD,10,6916,740,1212,1190,439,730,4622,6545,3529,-9999999,0,767
STATE,DISTRICT,2012-2013,91907,TIOGA ISD,10,270,24,36,28,0,26,146,270,86,0,-9999999,17
STATE,DISTRICT,2012-2013,91908,VAN ALSTYNE ISD,10,1298,107,413,32,0,32,357,479,258,-9999999,0,93
STATE,DISTRICT,2012-2013,91909,WHITESBORO ISD,10,1508,71,367,40,0,40,731,727,508,0,0,144
STATE,DISTRICT,2012-2013,91910,WHITEWRIGHT ISD,10,778,47,219,11,0,11,354,555,181,0,0,78
STATE,DISTRICT,2012-2013,91913,POTTSBORO ISD,10,1346,61,344,-9999999,0,-9999999,524,442,389,-9999999,0,133
STATE,DISTRICT,2012-2013,91914,S AND S CISD,10,832,29,255,20,0,20,402,345,237,0,0,77
STATE,DISTRICT,2012-2013,91917,GUNTER ISD,10,805,75,290,47,0,47,266,266,207,0,0,69
STATE,DISTRICT,2012-2013,91918,TOM BEAN ISD,10,753,30,185,-9999999,0,-9999999,328,0,124,0,0,83
STATE,DISTRICT,2012-2013,92801,EAST TEXAS CHARTER SCHOOLS,7,167,0,84,0,0,0,42,0,126,0,0,12
STATE,DISTRICT,2012-2013,92901,GLADEWATER ISD,7,1986,135,526,82,0,79,1340,1404,757,-9999999,-9999999,251
STATE,DISTRICT,2012-2013,92902,KILGORE ISD,7,3924,165,1042,552,0,547,2415,2110,1419,-9999999,-9999999,300
STATE,DISTRICT,2012-2013,92903,LONGVIEW ISD,7,8846,484,1976,1355,863,315,5814,6049,4226,-9999999,0,763
STATE,DISTRICT,2012-2013,92904,PINE TREE ISD,7,4617,240,1382,632,459,65,2768,3354,2019,0,0,372
STATE,DISTRICT,2012-2013,92906,SABINE ISD,7,1327,112,336,111,0,107,635,662,484,0,0,103
STATE,DISTRICT,2012-2013,92907,SPRING HILL ISD,7,1913,107,385,90,0,90,663,1000,478,0,0,118
STATE,DISTRICT,2012-2013,92908,WHITE OAK ISD,7,1439,120,331,19,0,19,459,692,272,0,0,97
STATE,DISTRICT,2012-2013,93901,ANDERSON-SHIRO CISD,6,729,59,264,33,0,33,335,728,213,0,0,53
STATE,DISTRICT,2012-2013,93903,IOLA ISD,6,466,18,136,-9999999,0,-9999999,234,466,120,0,0,29
STATE,DISTRICT,2012-2013,93904,NAVASOTA ISD,6,3010,93,658,503,282,205,2332,1623,1870,-9999999,-9999999,218
STATE,DISTRICT,2012-2013,93905,RICHARDS ISD,6,149,0,50,0,0,0,84,149,34,0,0,14
STATE,DISTRICT,2012-2013,94901,SEGUIN ISD,13,7514,481,1731,679,471,178,5156,4435,3534,-9999999,0,715
STATE,DISTRICT,2012-2013,94902,SCHERTZ-CIBOLO-U CITY ISD,20,13594,704,3949,390,405,143,3497,2648,4225,110,11,1240
STATE,DISTRICT,2012-2013,94903,NAVARRO ISD,13,1622,128,402,33,0,33,687,868,412,-9999999,0,132
STATE,DISTRICT,2012-2013,94904,MARION ISD,13,1322,93,190,60,0,57,572,1322,407,0,0,90
STATE,DISTRICT,2012-2013,95901,ABERNATHY ISD,17,767,64,255,14,0,14,441,761,356,0,0,76
STATE,DISTRICT,2012-2013,95902,COTTON CENTER ISD,17,132,6,47,10,0,10,98,132,37,0,0,14
STATE,DISTRICT,2012-2013,95903,HALE CENTER ISD,17,673,48,232,53,0,52,511,673,226,0,0,67
STATE,DISTRICT,2012-2013,95904,PETERSBURG ISD,17,272,21,66,32,0,32,189,272,104,0,-9999999,18
STATE,DISTRICT,2012-2013,95905,PLAINVIEW ISD,17,5820,427,1402,380,304,74,4244,4352,3332,0,0,577
STATE,DISTRICT,2012-2013,96904,MEMPHIS ISD,16,536,43,131,55,0,55,369,536,199,-9999999,0,68
STATE,DISTRICT,2012-2013,96905,TURKEY-QUITAQUE ISD,16,213,6,100,11,0,11,113,213,50,0,0,16
STATE,DISTRICT,2012-2013,97902,HAMILTON ISD,12,777,48,243,28,0,28,418,775,248,0,0,91
STATE,DISTRICT,2012-2013,97903,HICO ISD,12,550,24,160,41,0,41,314,550,174,0,-9999999,53
STATE,DISTRICT,2012-2013,98901,GRUVER ISD,16,427,34,115,93,0,96,238,427,178,0,0,36
STATE,DISTRICT,2012-2013,98903,PRINGLE-MORSE CISD,16,123,-9999999,0,15,0,15,58,123,49,0,0,12
STATE,DISTRICT,2012-2013,98904,SPEARMAN ISD,16,879,55,210,186,0,185,489,651,365,-9999999,0,63
STATE,DISTRICT,2012-2013,99902,CHILLICOTHE ISD,9,183,25,76,23,0,23,137,183,79,0,0,20
STATE,DISTRICT,2012-2013,99903,QUANAH ISD,9,547,30,162,11,0,11,413,547,186,-9999999,0,67
STATE,DISTRICT,2012-2013,100903,KOUNTZE ISD,5,1304,121,346,17,0,17,626,932,430,0,0,110
STATE,DISTRICT,2012-2013,100904,SILSBEE ISD,5,2762,170,709,43,0,43,1549,1973,1229,-9999999,-9999999,284
STATE,DISTRICT,2012-2013,100905,HARDIN-JEFFERSON ISD,5,2086,116,586,61,0,61,737,1007,651,-9999999,-9999999,141
STATE,DISTRICT,2012-2013,100907,LUMBERTON ISD,5,3888,192,947,69,0,68,1136,183,1307,-9999999,-9999999,334
STATE,DISTRICT,2012-2013,100908,WEST HARDIN COUNTY CISD,5,584,44,174,-9999999,0,-9999999,302,584,298,0,0,65
STATE,DISTRICT,2012-2013,101801,MEDICAL CENTER CHARTER SCHOOL,4,348,27,0,78,0,60,283,30,164,0,0,10
STATE,DISTRICT,2012-2013,101802,SER-NINOS CHARTER SCHOOL,4,954,0,0,847,886,0,917,954,927,0,0,38
STATE,DISTRICT,2012-2013,101803,ARISTOI CLASSICAL ACADEMY,4,320,0,0,19,0,18,76,320,85,0,0,30
STATE,DISTRICT,2012-2013,101804,GEORGE I SANCHEZ CHARTER,4,611,7,423,202,65,136,572,611,484,0,0,44
STATE,DISTRICT,2012-2013,101805,GIRLS & BOYS PREPARATORY ACADEMY,4,752,0,74,55,0,51,716,752,477,-9999999,0,72
STATE,DISTRICT,2012-2013,101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,4,1342,0,89,621,565,81,1306,1341,791,0,0,94
STATE,DISTRICT,2012-2013,101807,UNIVERSITY OF HOUSTON CHARTER SCHO,4,133,0,0,-9999999,0,-9999999,54,42,13,0,0,14
STATE,DISTRICT,2012-2013,101809,BAY AREA CHARTER INC,4,360,10,40,25,0,25,122,117,135,-9999999,-9999999,56
STATE,DISTRICT,2012-2013,101810,ACADEMY OF ACCELERATED LEARNING IN,4,742,0,0,399,290,34,707,742,424,0,-9999999,7
STATE,DISTRICT,2012-2013,101811,EXCEL ACADEMY,4,441,0,0,70,0,69,441,441,440,0,0,83
STATE,DISTRICT,2012-2013,101812,HOUSTON CAN ACADEMY CHARTER SCHOOL,4,755,0,240,44,0,43,695,755,729,0,0,110
STATE,DISTRICT,2012-2013,101813,KIPP INC CHARTER,4,6695,0,94,2422,1811,594,5791,6695,3140,-9999999,-9999999,238
STATE,DISTRICT,2012-2013,101814,THE VARNETT PUBLIC SCHOOL,4,1595,6,0,577,25,516,1579,1595,810,0,0,30
STATE,DISTRICT,2012-2013,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,4,297,0,0,194,0,193,243,297,194,0,0,7
STATE,DISTRICT,2012-2013,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,4,510,0,0,461,387,88,505,510,479,0,0,23
STATE,DISTRICT,2012-2013,101821,HOUSTON HEIGHTS HIGH SCHOOL,4,206,5,162,0,0,0,169,206,156,0,0,33
STATE,DISTRICT,2012-2013,101822,JAMIE'S HOUSE CHARTER SCHOOL,4,140,0,62,0,0,0,130,68,71,0,0,17
STATE,DISTRICT,2012-2013,101828,HOUSTON GATEWAY ACADEMY INC,4,1486,0,53,632,408,224,1377,1481,918,0,0,50
STATE,DISTRICT,2012-2013,101829,HOUSTON HEIGHTS LEARNING ACADEMY I,4,128,0,0,26,0,22,127,123,41,0,0,-9999999
STATE,DISTRICT,2012-2013,101833,LA AMISTAD LOVE & LEARNING ACADEMY,4,344,0,0,204,51,152,336,344,209,0,0,41
STATE,DISTRICT,2012-2013,101837,CALVIN NELMS CHARTER SCHOOLS,4,253,0,82,-9999999,0,-9999999,74,0,162,0,0,26
STATE,DISTRICT,2012-2013,101838,SOUTHWEST SCHOOL,4,1728,0,258,859,683,157,1573,1249,1348,0,0,111
STATE,DISTRICT,2012-2013,101840,TWO DIMENSIONS PREPARATORY ACADEMY,4,550,39,0,39,0,39,533,550,146,0,0,9
STATE,DISTRICT,2012-2013,101842,COMQUEST ACADEMY,4,64,0,63,0,0,0,42,64,64,0,0,-9999999
STATE,DISTRICT,2012-2013,101845,YES PREP PUBLIC SCHOOLS INC,4,5934,0,116,652,0,649,4767,5934,1771,0,0,308
STATE,DISTRICT,2012-2013,101846,HARMONY SCIENCE ACADEMY,4,3481,137,89,542,0,500,2288,3481,790,0,0,132
STATE,DISTRICT,2012-2013,101847,BEATRICE MAYES INSTITUTE CHARTER S,4,450,0,0,0,0,0,346,447,87,0,0,29
STATE,DISTRICT,2012-2013,101848,NORTHWEST PREPARATORY,4,389,0,0,-9999999,0,0,369,388,116,0,0,50
STATE,DISTRICT,2012-2013,101849,ACCELERATED INTERMEDIATE ACADEMY,4,253,0,0,91,0,89,237,253,152,0,0,14
STATE,DISTRICT,2012-2013,101850,ZOE LEARNING ACADEMY,4,481,0,0,0,0,0,446,481,108,0,0,37
STATE,DISTRICT,2012-2013,101852,JUAN B GALAVIZ CHARTER SCHOOL,4,75,0,31,-9999999,0,-9999999,62,75,49,0,0,-9999999
STATE,DISTRICT,2012-2013,101853,PROMISE COMMUNITY SCHOOL,4,1941,0,0,1077,625,423,1874,1934,1153,0,-9999999,173
STATE,DISTRICT,2012-2013,101854,RICHARD MILBURN ACADEMY (SUBURBAN,4,234,0,126,0,0,0,200,234,213,0,0,18
STATE,DISTRICT,2012-2013,101855,MEYERPARK ELEMENTARY,4,151,0,0,0,0,0,122,151,63,0,0,8
STATE,DISTRICT,2012-2013,101856,DRAW ACADEMY,4,477,8,0,332,301,31,476,477,345,0,0,10
STATE,DISTRICT,2012-2013,101858,HARMONY SCHOOL OF EXCELLENCE,4,3860,294,0,494,0,442,1822,2940,740,0,0,136
STATE,DISTRICT,2012-2013,101859,STEPPING STONES CHARTER EL,4,290,0,0,128,0,128,266,287,168,0,0,28
STATE,DISTRICT,2012-2013,101860,KIPP SOUTHEAST HOUSTON,4,1889,0,0,137,0,132,1526,1889,596,0,0,77
STATE,DISTRICT,2012-2013,101861,THE RHODES SCHOOL,4,724,45,0,35,0,24,587,724,254,0,0,28
STATE,DISTRICT,2012-2013,101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,4,1496,119,0,194,0,181,755,1496,370,0,0,33
STATE,DISTRICT,2012-2013,101863,KOINONIA COMMUNITY LEARNING ACADEM,4,176,0,0,5,0,-9999999,173,175,129,0,0,10
STATE,DISTRICT,2012-2013,101864,WALIPP-TSU PREPARATORY ACADEMY,4,229,0,0,10,0,0,146,229,86,0,0,14
STATE,DISTRICT,2012-2013,101865,VICTORY PREP,4,658,0,156,0,0,0,534,655,211,0,0,40
STATE,DISTRICT,2012-2013,101867,FALLBROOK COLLEGE PREPARATORY ACAD,4,352,0,0,0,0,0,200,352,0,0,0,13
STATE,DISTRICT,2012-2013,101902,ALDINE ISD,4,65684,2833,14621,20737,14083,5409,55612,65684,40766,9,10,4647
STATE,DISTRICT,2012-2013,101903,ALIEF ISD,4,45783,1907,7898,16582,8753,7722,37396,45495,29278,-9999999,-9999999,3504
STATE,DISTRICT,2012-2013,101905,CHANNELVIEW ISD,4,8763,250,2012,2290,1739,429,6906,8236,5270,-9999999,5,714
STATE,DISTRICT,2012-2013,101906,CROSBY ISD,4,5171,181,884,430,154,92,2498,5154,1730,-9999999,7,452
STATE,DISTRICT,2012-2013,101907,CYPRESS-FAIRBANKS ISD,4,110013,5145,31635,16546,7758,8030,54621,62243,40255,27,37,7977
STATE,DISTRICT,2012-2013,101908,DEER PARK ISD,4,12826,786,2028,1356,830,601,6080,5787,4312,-9999999,-9999999,1249
STATE,DISTRICT,2012-2013,101909,NORTH FOREST ISD,4,6693,143,1126,1108,667,378,6693,6693,4253,0,7,557
STATE,DISTRICT,2012-2013,101910,GALENA PARK ISD,4,22113,1290,6214,6329,3528,2722,18336,22088,11600,-9999999,-9999999,1905
STATE,DISTRICT,2012-2013,101911,GOOSE CREEK CISD,4,21821,1599,4841,2613,1634,806,14028,11744,9801,0,0,2128
STATE,DISTRICT,2012-2013,101912,HOUSTON ISD,4,203354,31692,31871,60586,40890,13915,162043,187379,115416,23,19,15998
STATE,DISTRICT,2012-2013,101913,HUMBLE ISD,4,37095,2496,8445,3174,1489,1641,12508,7824,11905,11,13,3098
STATE,DISTRICT,2012-2013,101914,KATY ISD,4,64562,4235,11258,8939,3319,5588,19389,15718,23280,13,-9999999,5404
STATE,DISTRICT,2012-2013,101915,KLEIN ISD,4,47045,2593,10526,6206,2936,2985,19407,7765,16969,7,5,3918
STATE,DISTRICT,2012-2013,101916,LA PORTE ISD,4,7747,730,1352,617,408,194,3791,7672,3130,-9999999,-9999999,763
STATE,DISTRICT,2012-2013,101917,PASADENA ISD,4,53665,2743,9876,14957,11268,2192,42607,39110,31268,7,-9999999,4687
STATE,DISTRICT,2012-2013,101919,SPRING ISD,4,36098,4139,10848,6778,4065,2503,26376,26391,13246,11,14,2954
STATE,DISTRICT,2012-2013,101920,SPRING BRANCH ISD,4,34857,2103,5683,11077,7154,4009,20367,17161,18040,0,-9999999,2665
STATE,DISTRICT,2012-2013,101921,TOMBALL ISD,4,11772,988,3056,1300,528,729,2876,3375,3283,6,5,900
STATE,DISTRICT,2012-2013,101924,SHELDON ISD,4,7566,402,1258,2223,1673,649,5971,3919,4183,0,5,502
STATE,DISTRICT,2012-2013,101925,HUFFMAN ISD,4,3276,227,881,150,0,140,1201,1601,967,-9999999,-9999999,260
STATE,DISTRICT,2012-2013,102901,KARNACK ISD,7,179,15,38,16,0,16,171,179,90,0,0,18
STATE,DISTRICT,2012-2013,102902,MARSHALL ISD,7,5563,806,1594,881,706,335,4289,5563,3527,0,0,414
STATE,DISTRICT,2012-2013,102903,WASKOM ISD,7,865,38,263,89,0,86,516,865,360,0,-9999999,93
STATE,DISTRICT,2012-2013,102904,HALLSVILLE ISD,7,4609,376,1513,132,28,103,1753,2109,1184,-9999999,-9999999,411
STATE,DISTRICT,2012-2013,102905,HARLETON ISD,7,728,48,190,-9999999,0,-9999999,303,307,324,0,0,72
STATE,DISTRICT,2012-2013,102906,ELYSIAN FIELDS ISD,7,1003,63,265,8,0,8,455,478,361,0,0,107
STATE,DISTRICT,2012-2013,103901,CHANNING ISD,16,174,6,65,-9999999,0,-9999999,83,174,57,0,0,14
STATE,DISTRICT,2012-2013,103902,HARTLEY ISD,16,198,10,60,73,0,75,132,198,97,0,0,10
STATE,DISTRICT,2012-2013,104901,HASKELL CISD,14,659,16,172,12,0,12,447,659,244,-9999999,0,74
STATE,DISTRICT,2012-2013,104903,RULE ISD,14,129,7,51,11,0,11,96,129,58,0,0,16
STATE,DISTRICT,2012-2013,104907,PAINT CREEK ISD,14,156,-9999999,59,-9999999,0,-9999999,116,156,45,0,0,18
STATE,DISTRICT,2012-2013,105801,KATHERINE ANNE PORTER SCHOOL,13,137,0,86,0,0,0,64,6,57,0,0,14
STATE,DISTRICT,2012-2013,105802,TEXAS PREPARATORY SCHOOL,13,138,0,0,0,0,0,97,138,61,0,0,9
STATE,DISTRICT,2012-2013,105902,SAN MARCOS CISD,13,7534,625,1770,643,461,147,5380,5472,3332,-9999999,-9999999,775
STATE,DISTRICT,2012-2013,105904,DRIPPING SPRINGS ISD,13,4783,321,760,226,65,155,675,1580,966,-9999999,-9999999,463
STATE,DISTRICT,2012-2013,105905,WIMBERLEY ISD,13,2049,125,576,146,46,99,649,129,685,0,0,175
STATE,DISTRICT,2012-2013,105906,HAYS CISD,13,16568,1450,3189,2577,1417,1066,7618,9042,6726,9,-9999999,1557
STATE,DISTRICT,2012-2013,106901,CANADIAN ISD,16,972,30,141,141,0,141,416,766,303,0,0,59
STATE,DISTRICT,2012-2013,107901,ATHENS ISD,7,3348,168,846,711,650,143,2370,3348,2154,0,-9999999,273
STATE,DISTRICT,2012-2013,107902,BROWNSBORO ISD,7,2867,147,838,86,0,85,1593,2855,957,0,-9999999,278
STATE,DISTRICT,2012-2013,107904,CROSS ROADS ISD,7,604,28,181,6,0,8,320,604,199,0,0,64
STATE,DISTRICT,2012-2013,107905,EUSTACE ISD,7,1448,49,274,20,0,20,1013,1448,569,-9999999,-9999999,192
STATE,DISTRICT,2012-2013,107906,MALAKOFF ISD,7,1272,57,319,65,0,64,884,1268,448,-9999999,-9999999,162
STATE,DISTRICT,2012-2013,107907,TRINIDAD ISD,7,164,11,49,-9999999,0,-9999999,124,164,94,0,0,21
STATE,DISTRICT,2012-2013,107908,MURCHISON ISD,7,179,10,0,12,0,14,109,177,33,0,0,20
STATE,DISTRICT,2012-2013,107910,LAPOYNOR ISD,7,457,16,138,6,0,6,167,456,148,0,0,45
STATE,DISTRICT,2012-2013,108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,1,1204,0,304,340,167,169,868,1204,1071,0,0,112
STATE,DISTRICT,2012-2013,108802,SOUTH TEXAS EDUCATIONAL TECHNOLOGI,1,881,0,0,250,100,127,688,879,299,0,0,43
STATE,DISTRICT,2012-2013,108804,MIDVALLEY ACADEMY CHARTER DISTRICT,1,393,0,90,9,0,9,350,393,354,0,0,26
STATE,DISTRICT,2012-2013,108807,IDEA PUBLIC SCHOOLS,1,12567,0,0,3312,2479,793,10491,12567,5215,0,0,539
STATE,DISTRICT,2012-2013,108808,VANGUARD ACADEMY,1,1695,0,108,515,489,22,1408,1695,796,0,0,42
STATE,DISTRICT,2012-2013,108809,EXCELLENCE IN LEADERSHIP ACADEMY,1,59,0,0,40,37,-9999999,53,0,45,0,0,-9999999
STATE,DISTRICT,2012-2013,108902,DONNA ISD,1,15276,1717,2406,7361,5405,1962,14818,15276,11743,0,0,995
STATE,DISTRICT,2012-2013,108903,EDCOUCH-ELSA ISD,1,5162,650,1059,1817,1037,766,5116,5162,3458,0,-9999999,387
STATE,DISTRICT,2012-2013,108904,EDINBURG CISD,1,33673,2097,6660,10048,7480,2353,28703,33475,18016,10,8,2420
STATE,DISTRICT,2012-2013,108905,HIDALGO ISD,1,3307,326,850,1638,1143,495,2929,3307,2329,-9999999,0,153
STATE,DISTRICT,2012-2013,108906,MCALLEN ISD,1,24931,2908,6314,7017,4931,2001,13859,23965,15432,7,5,1944
STATE,DISTRICT,2012-2013,108907,MERCEDES ISD,1,5705,691,1520,1631,1072,429,5328,5630,3859,-9999999,-9999999,332
STATE,DISTRICT,2012-2013,108908,MISSION CISD,1,15534,1296,3887,4776,3333,1258,13052,15534,9088,-9999999,0,1227
STATE,DISTRICT,2012-2013,108909,PHARR-SAN JUAN-ALAMO ISD,1,32050,2984,6975,13153,11804,2856,28523,32050,23515,-9999999,7,1937
STATE,DISTRICT,2012-2013,108910,PROGRESO ISD,1,2157,336,662,1171,898,264,2143,2157,1584,0,0,111
STATE,DISTRICT,2012-2013,108911,SHARYLAND ISD,1,10232,850,2346,2807,2110,675,6225,9493,4931,-9999999,-9999999,633
STATE,DISTRICT,2012-2013,108912,LA JOYA ISD,1,29235,2969,5872,13426,10208,2800,27824,29234,21604,0,0,1943
STATE,DISTRICT,2012-2013,108913,WESLACO ISD,1,17936,967,4340,4741,3004,1544,15367,17936,10268,0,0,1498
STATE,DISTRICT,2012-2013,108914,LA VILLA ISD,1,652,60,200,153,103,34,582,652,396,-9999999,0,53
STATE,DISTRICT,2012-2013,108915,MONTE ALTO ISD,1,1057,30,180,387,230,146,990,1032,504,0,0,66
STATE,DISTRICT,2012-2013,108916,VALLEY VIEW ISD,1,4760,335,1098,2642,1939,697,4437,4760,3307,0,-9999999,267
STATE,DISTRICT,2012-2013,109901,ABBOTT ISD,12,276,7,104,-9999999,0,-9999999,77,276,76,0,0,34
STATE,DISTRICT,2012-2013,109902,BYNUM ISD,12,223,7,78,5,0,5,132,223,83,0,0,29
STATE,DISTRICT,2012-2013,109903,COVINGTON ISD,12,253,30,93,5,0,5,138,253,114,0,0,38
STATE,DISTRICT,2012-2013,109904,HILLSBORO ISD,12,1976,124,335,282,97,174,1544,1976,726,0,0,228
STATE,DISTRICT,2012-2013,109905,HUBBARD ISD,12,384,42,135,5,0,5,262,384,114,0,0,35
STATE,DISTRICT,2012-2013,109907,ITASCA ISD,12,720,44,191,55,0,55,490,720,294,0,0,64
STATE,DISTRICT,2012-2013,109908,MALONE ISD,12,97,5,0,13,0,13,88,97,68,-9999999,0,13
STATE,DISTRICT,2012-2013,109910,MOUNT CALM ISD,12,180,-9999999,38,-9999999,0,-9999999,133,180,55,0,0,26
