Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2013-2014

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES"
"STATE","DISTRICT","2013-2014",072903,"STEPHENVILLE ISD",11,3719,191,744,353,229,89,1812,2726,1435,41,46,294
"STATE","DISTRICT","2013-2014",072904,"BLUFF DALE ISD",11,113,-9999999,0,0,0,0,23,113,40,-9999999,0,6
"STATE","DISTRICT","2013-2014",072908,"HUCKABAY ISD",11,166,6,58,-9999999,0,-9999999,73,166,63,0,0,6
"STATE","DISTRICT","2013-2014",072909,"LINGLEVILLE ISD",11,219,13,74,47,0,45,123,217,103,0,0,13
"STATE","DISTRICT","2013-2014",072910,"MORGAN MILL ISD",11,115,25,0,-9999999,0,-9999999,49,115,39,-9999999,0,6
"STATE","DISTRICT","2013-2014",073901,"CHILTON ISD",12,509,27,204,85,0,85,409,509,436,0,-9999999,59
"STATE","DISTRICT","2013-2014",073903,"MARLIN ISD",12,965,43,200,133,50,83,853,723,632,0,-9999999,136
"STATE","DISTRICT","2013-2014",073904,"WESTPHALIA ISD",12,158,-9999999,0,0,0,0,28,0,47,0,0,14
"STATE","DISTRICT","2013-2014",073905,"ROSEBUD-LOTT ISD",12,635,42,201,17,0,16,435,631,305,-9999999,0,76
"STATE","DISTRICT","2013-2014",074903,"BONHAM ISD",10,1951,77,474,162,131,70,1343,1734,802,-9999999,10,237
"STATE","DISTRICT","2013-2014",074904,"DODD CITY ISD",10,359,13,75,-9999999,0,-9999999,160,359,113,0,-9999999,28
"STATE","DISTRICT","2013-2014",074905,"ECTOR ISD",10,269,14,115,-9999999,0,-9999999,131,5,58,0,-9999999,37
"STATE","DISTRICT","2013-2014",074907,"HONEY GROVE ISD",10,587,38,150,50,0,50,369,280,181,-9999999,-9999999,64
"STATE","DISTRICT","2013-2014",074909,"LEONARD ISD",10,886,42,236,26,0,27,521,279,284,-9999999,-9999999,85
"STATE","DISTRICT","2013-2014",074911,"SAVOY ISD",10,269,30,89,-9999999,0,-9999999,136,132,73,0,0,32
"STATE","DISTRICT","2013-2014",074912,"TRENTON ISD",10,536,12,149,13,0,13,225,210,130,0,-9999999,52
"STATE","DISTRICT","2013-2014",074917,"SAM RAYBURN ISD",10,498,22,134,14,0,14,224,0,130,0,0,45
"STATE","DISTRICT","2013-2014",075901,"FLATONIA ISD",13,617,53,163,87,0,87,363,616,285,0,-9999999,56
"STATE","DISTRICT","2013-2014",075902,"LA GRANGE ISD",13,1908,135,284,224,113,110,979,1299,800,0,5,152
"STATE","DISTRICT","2013-2014",075903,"SCHULENBURG ISD",13,710,48,210,77,0,74,433,710,321,0,0,70
"STATE","DISTRICT","2013-2014",075906,"FAYETTEVILLE ISD",13,211,12,46,6,0,6,57,211,71,0,-9999999,18
"STATE","DISTRICT","2013-2014",075908,"ROUND TOP-CARMINE ISD",13,284,6,97,21,0,21,90,51,102,0,-9999999,31
"STATE","DISTRICT","2013-2014",076903,"ROBY CISD",14,238,-9999999,68,9,0,9,129,170,99,-9999999,0,22
"STATE","DISTRICT","2013-2014",076904,"ROTAN ISD",14,302,9,75,10,0,9,194,151,113,0,0,26
"STATE","DISTRICT","2013-2014",077901,"FLOYDADA ISD",17,747,23,175,66,0,64,540,738,359,6,9,57
"STATE","DISTRICT","2013-2014",077902,"LOCKNEY ISD",17,505,14,135,16,0,16,350,504,240,8,-9999999,47
"STATE","DISTRICT","2013-2014",078901,"CROWELL ISD",09,223,21,60,-9999999,0,-9999999,141,223,102,-9999999,0,35
"STATE","DISTRICT","2013-2014",079901,"LAMAR CISD",04,27079,2399,5671,3789,1357,2419,12866,13170,12993,8,14,2296
"STATE","DISTRICT","2013-2014",079906,"NEEDVILLE ISD",04,2831,74,861,300,0,298,1063,459,1177,18,-9999999,242
"STATE","DISTRICT","2013-2014",079907,"FORT BEND ISD",04,70931,4800,11604,10616,2920,6992,25415,17077,29551,464,190,4530
"STATE","DISTRICT","2013-2014",079910,"STAFFORD MSD",04,3481,207,1065,523,384,207,2400,3480,1809,36,16,285
"STATE","DISTRICT","2013-2014",080901,"MOUNT VERNON ISD",08,1647,91,378,170,71,92,910,1645,678,0,7,152
"STATE","DISTRICT","2013-2014",081902,"FAIRFIELD ISD",12,1763,97,351,115,0,114,867,1288,684,0,-9999999,127
"STATE","DISTRICT","2013-2014",081904,"TEAGUE ISD",12,1271,112,344,72,0,72,681,1271,536,9,-9999999,86
"STATE","DISTRICT","2013-2014",081905,"WORTHAM ISD",12,493,21,157,7,0,7,262,493,242,0,0,44
"STATE","DISTRICT","2013-2014",081906,"DEW ISD",12,145,-9999999,0,7,0,7,70,145,44,0,0,9
"STATE","DISTRICT","2013-2014",082902,"DILLEY ISD",20,1009,62,194,48,0,39,802,1009,681,-9999999,0,73
"STATE","DISTRICT","2013-2014",082903,"PEARSALL ISD",20,2326,150,451,118,90,25,1995,2326,1760,-9999999,-9999999,202
"STATE","DISTRICT","2013-2014",083901,"SEAGRAVES ISD",17,598,38,158,122,0,100,379,598,369,0,0,40
"STATE","DISTRICT","2013-2014",083902,"LOOP ISD",17,118,-9999999,42,10,0,10,64,118,45,0,0,7
"STATE","DISTRICT","2013-2014",083903,"SEMINOLE ISD",17,2726,152,793,357,65,291,1279,2726,1429,10,8,209
"STATE","DISTRICT","2013-2014",084801,"MAINLAND PREPARATORY ACADEMY",04,412,18,5,-9999999,-9999999,0,348,412,172,0,-9999999,-9999999
"STATE","DISTRICT","2013-2014",084802,"ODYSSEY ACADEMY INC",04,708,12,0,197,34,173,601,708,395,-9999999,0,61
"STATE","DISTRICT","2013-2014",084804,"AMBASSADORS PREPARATORY ACADEMY",04,329,25,0,0,0,0,290,329,17,6,-9999999,17
"STATE","DISTRICT","2013-2014",084805,"PREMIER LEARNING ACADEMY",04,418,0,99,30,0,28,323,418,255,-9999999,-9999999,26
"STATE","DISTRICT","2013-2014",084901,"DICKINSON ISD",04,10000,542,2312,1050,717,208,6366,9913,4810,129,34,904
"STATE","DISTRICT","2013-2014",084902,"GALVESTON ISD",04,6813,343,1634,1128,657,481,5014,6813,2696,20,-9999999,489
"STATE","DISTRICT","2013-2014",084903,"HIGH ISLAND ISD",05,148,-9999999,41,0,0,0,95,148,70,-9999999,-9999999,12
"STATE","DISTRICT","2013-2014",084904,"LA MARQUE ISD",04,2528,86,572,165,0,157,1971,2528,1371,5,8,264
"STATE","DISTRICT","2013-2014",084906,"TEXAS CITY ISD",04,6163,270,1146,427,288,107,4150,3218,2721,0,-9999999,512
"STATE","DISTRICT","2013-2014",084908,"HITCHCOCK ISD",04,1530,45,216,95,0,89,1341,1530,817,0,-9999999,132
"STATE","DISTRICT","2013-2014",084909,"SANTA FE ISD",04,4640,217,1047,106,0,101,1633,3275,1953,35,14,499
"STATE","DISTRICT","2013-2014",084910,"CLEAR CREEK ISD",04,39998,3570,11606,3671,1434,2177,10953,8926,14551,228,32,3886
"STATE","DISTRICT","2013-2014",084911,"FRIENDSWOOD ISD",04,6071,563,2040,147,0,144,515,36,1246,77,-9999999,501
"STATE","DISTRICT","2013-2014",085902,"POST ISD",17,952,39,266,47,0,47,651,952,511,7,0,102
"STATE","DISTRICT","2013-2014",085903,"SOUTHLAND ISD",17,160,9,66,0,0,0,119,160,95,0,0,15
"STATE","DISTRICT","2013-2014",086024,"DOSS CONSOLIDATED CSD",13,19,0,0,0,0,0,0,0,0,0,0,5
"STATE","DISTRICT","2013-2014",086901,"FREDERICKSBURG ISD",13,2948,227,798,355,190,155,1548,1976,1373,30,6,260
"STATE","DISTRICT","2013-2014",086902,"HARPER ISD",13,594,46,241,6,0,6,233,594,229,0,0,74
"STATE","DISTRICT","2013-2014",087901,"GLASSCOCK COUNTY ISD",18,297,10,130,40,0,40,129,282,134,0,0,23
"STATE","DISTRICT","2013-2014",088902,"GOLIAD ISD",03,1369,118,379,31,0,30,672,1369,520,7,7,137
"STATE","DISTRICT","2013-2014",089901,"GONZALES ISD",13,2769,205,615,393,319,58,1955,2762,1383,-9999999,0,258
"STATE","DISTRICT","2013-2014",089903,"NIXON-SMILEY CISD",13,1056,65,192,135,0,134,858,1044,735,0,-9999999,109
"STATE","DISTRICT","2013-2014",089905,"WAELDER ISD",13,309,14,61,91,0,90,290,309,195,0,-9999999,29
"STATE","DISTRICT","2013-2014",090902,"LEFORS ISD",16,176,5,69,5,0,5,80,176,49,0,0,14
"STATE","DISTRICT","2013-2014",090903,"MCLEAN ISD",16,213,0,74,-9999999,0,-9999999,94,213,50,0,-9999999,16
"STATE","DISTRICT","2013-2014",090904,"PAMPA ISD",16,3743,246,814,578,283,285,2103,2828,2073,0,6,355
"STATE","DISTRICT","2013-2014",090905,"GRANDVIEW-HOPKINS ISD",16,46,0,0,0,0,0,5,0,0,0,0,-9999999
"STATE","DISTRICT","2013-2014",091901,"BELLS ISD",10,780,46,148,-9999999,0,-9999999,289,390,165,0,0,62
"STATE","DISTRICT","2013-2014",091902,"COLLINSVILLE ISD",10,516,16,141,19,0,19,213,188,207,0,0,32
"STATE","DISTRICT","2013-2014",091903,"DENISON ISD",10,4409,125,1281,222,114,108,2865,2246,1818,10,15,655
"STATE","DISTRICT","2013-2014",091905,"HOWE ISD",10,1057,38,295,39,0,39,469,752,396,-9999999,8,97
"STATE","DISTRICT","2013-2014",091906,"SHERMAN ISD",10,7158,765,1328,1245,415,817,4710,6713,3738,13,-9999999,817
"STATE","DISTRICT","2013-2014",091907,"TIOGA ISD",10,295,28,61,28,0,27,164,295,94,-9999999,-9999999,25
"STATE","DISTRICT","2013-2014",091908,"VAN ALSTYNE ISD",10,1336,116,397,33,0,33,386,510,336,0,0,101
"STATE","DISTRICT","2013-2014",091909,"WHITESBORO ISD",10,1551,61,396,47,0,47,799,768,585,0,-9999999,146
"STATE","DISTRICT","2013-2014",091910,"WHITEWRIGHT ISD",10,798,47,233,18,0,18,370,553,255,-9999999,12,65
"STATE","DISTRICT","2013-2014",091913,"POTTSBORO ISD",10,1349,61,360,6,0,6,558,436,528,-9999999,-9999999,130
"STATE","DISTRICT","2013-2014",091914,"S AND S CISD",10,870,27,247,25,0,24,441,366,220,-9999999,0,74
"STATE","DISTRICT","2013-2014",091917,"GUNTER ISD",10,780,72,230,57,0,57,246,291,211,-9999999,-9999999,60
"STATE","DISTRICT","2013-2014",091918,"TOM BEAN ISD",10,719,33,209,6,0,6,338,0,186,0,0,81
"STATE","DISTRICT","2013-2014",092801,"EAST TEXAS CHARTER SCHOOLS",07,173,0,95,0,0,0,51,0,133,0,0,10
"STATE","DISTRICT","2013-2014",092901,"GLADEWATER ISD",07,1871,131,555,96,0,95,1233,1327,919,10,15,234
"STATE","DISTRICT","2013-2014",092902,"KILGORE ISD",07,4014,158,1156,629,88,533,2474,2125,1854,12,17,288
"STATE","DISTRICT","2013-2014",092903,"LONGVIEW ISD",07,8626,470,1957,1396,875,351,6017,4099,4204,-9999999,0,712
"STATE","DISTRICT","2013-2014",092904,"PINE TREE ISD",07,4633,233,1336,652,461,77,2808,3366,2236,32,14,380
"STATE","DISTRICT","2013-2014",092906,"SABINE ISD",07,1360,110,343,102,0,100,612,1360,519,10,-9999999,113
"STATE","DISTRICT","2013-2014",092907,"SPRING HILL ISD",07,1860,106,423,83,0,83,610,951,530,0,-9999999,109
"STATE","DISTRICT","2013-2014",092908,"WHITE OAK ISD",07,1418,110,315,17,0,17,497,697,265,6,-9999999,107
"STATE","DISTRICT","2013-2014",093901,"ANDERSON-SHIRO CISD",06,781,59,318,41,0,41,364,781,249,5,-9999999,55
"STATE","DISTRICT","2013-2014",093903,"IOLA ISD",06,462,14,162,-9999999,0,-9999999,235,462,104,0,0,31
"STATE","DISTRICT","2013-2014",093904,"NAVASOTA ISD",06,3058,90,679,519,282,222,2276,1664,2044,20,-9999999,205
"STATE","DISTRICT","2013-2014",093905,"RICHARDS ISD",06,146,0,48,-9999999,0,0,87,146,39,0,0,14
"STATE","DISTRICT","2013-2014",094901,"SEGUIN ISD",13,7419,441,1646,707,496,186,5110,4399,3770,23,22,691
"STATE","DISTRICT","2013-2014",094902,"SCHERTZ-CIBOLO-U CITY ISD",20,14094,740,3936,449,449,174,3926,2839,5351,2729,69,1199
"STATE","DISTRICT","2013-2014",094903,"NAVARRO ISD",13,1690,123,432,37,0,36,654,907,512,-9999999,7,129
"STATE","DISTRICT","2013-2014",094904,"MARION ISD",13,1343,100,243,55,0,52,549,600,506,45,-9999999,99
"STATE","DISTRICT","2013-2014",095901,"ABERNATHY ISD",17,768,68,211,20,0,20,444,768,398,13,-9999999,70
"STATE","DISTRICT","2013-2014",095902,"COTTON CENTER ISD",17,122,-9999999,48,5,0,5,94,122,43,0,0,14
"STATE","DISTRICT","2013-2014",095903,"HALE CENTER ISD",17,673,41,273,54,0,52,496,673,252,0,-9999999,56
"STATE","DISTRICT","2013-2014",095904,"PETERSBURG ISD",17,279,19,64,33,0,33,207,279,132,0,0,22
"STATE","DISTRICT","2013-2014",095905,"PLAINVIEW ISD",17,5536,395,1430,335,283,52,4383,4087,3480,55,23,465
"STATE","DISTRICT","2013-2014",096904,"MEMPHIS ISD",16,509,43,144,43,0,43,338,509,212,-9999999,8,57
"STATE","DISTRICT","2013-2014",096905,"TURKEY-QUITAQUE ISD",16,197,8,84,12,0,12,110,197,50,0,0,19
"STATE","DISTRICT","2013-2014",097902,"HAMILTON ISD",12,744,50,208,23,0,23,401,744,319,-9999999,-9999999,95
"STATE","DISTRICT","2013-2014",097903,"HICO ISD",12,568,14,202,44,0,44,317,568,213,-9999999,-9999999,48
"STATE","DISTRICT","2013-2014",098901,"GRUVER ISD",16,410,35,109,88,0,90,209,410,177,0,0,32
"STATE","DISTRICT","2013-2014",098903,"PRINGLE-MORSE CISD",16,126,-9999999,0,14,0,14,53,126,49,0,0,12
"STATE","DISTRICT","2013-2014",098904,"SPEARMAN ISD",16,882,48,189,195,0,194,491,649,470,-9999999,-9999999,60
"STATE","DISTRICT","2013-2014",099902,"CHILLICOTHE ISD",09,206,21,75,37,0,36,171,206,115,0,0,26
"STATE","DISTRICT","2013-2014",099903,"QUANAH ISD",09,541,29,174,5,0,5,418,541,202,5,-9999999,66
"STATE","DISTRICT","2013-2014",100903,"KOUNTZE ISD",05,1233,117,390,19,0,19,582,882,521,-9999999,5,105
"STATE","DISTRICT","2013-2014",100904,"SILSBEE ISD",05,2739,156,724,40,0,40,1477,1954,1441,5,-9999999,291
"STATE","DISTRICT","2013-2014",100905,"HARDIN-JEFFERSON ISD",05,2104,119,552,67,-9999999,67,772,1004,738,-9999999,9,165
"STATE","DISTRICT","2013-2014",100907,"LUMBERTON ISD",05,3819,184,853,83,0,82,1126,231,1407,17,-9999999,317
"STATE","DISTRICT","2013-2014",100908,"WEST HARDIN COUNTY CISD",05,577,39,154,-9999999,0,-9999999,280,577,310,0,0,54
"STATE","DISTRICT","2013-2014",101801,"MEDICAL CENTER CHARTER SCHOOL",04,306,19,0,89,0,77,261,0,183,0,0,7
"STATE","DISTRICT","2013-2014",101802,"SER-NINOS CHARTER SCHOOL",04,1013,0,0,888,946,0,984,1013,966,0,0,41
"STATE","DISTRICT","2013-2014",101803,"ARISTOI CLASSICAL ACADEMY",04,430,0,0,18,0,17,106,430,139,0,0,26
"STATE","DISTRICT","2013-2014",101804,"GEORGE I SANCHEZ CHARTER",04,655,0,429,259,83,176,610,655,569,0,0,36
"STATE","DISTRICT","2013-2014",101805,"GIRLS & BOYS PREPARATORY ACADEMY",04,758,0,77,143,0,134,743,0,435,0,0,83
"STATE","DISTRICT","2013-2014",101806,"RAUL YZAGUIRRE SCHOOL FOR SUCCESS",04,1344,0,180,633,523,136,1300,1343,804,0,0,99
"STATE","DISTRICT","2013-2014",101807,"UNIVERSITY OF HOUSTON CHARTER SCHO",04,138,0,0,-9999999,0,-9999999,48,49,16,0,0,11
"STATE","DISTRICT","2013-2014",101809,"BAY AREA CHARTER INC",04,416,13,54,21,0,21,148,140,220,-9999999,0,67
"STATE","DISTRICT","2013-2014",101810,"ACADEMY OF ACCELERATED LEARNING IN",04,702,0,0,380,297,48,687,702,393,-9999999,0,-9999999
"STATE","DISTRICT","2013-2014",101811,"EXCEL ACADEMY",04,429,0,136,62,0,62,429,427,429,0,0,70
"STATE","DISTRICT","2013-2014",101813,"KIPP INC CHARTER",04,9882,0,348,2890,1857,996,8964,9882,4665,16,10,422
"STATE","DISTRICT","2013-2014",101814,"THE VARNETT PUBLIC SCHOOL",04,1790,-9999999,0,641,18,575,1776,1790,865,0,0,31
"STATE","DISTRICT","2013-2014",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL",04,283,0,0,201,0,201,183,283,213,0,0,11
"STATE","DISTRICT","2013-2014",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P",04,522,0,0,482,386,116,509,522,499,0,0,30
"STATE","DISTRICT","2013-2014",101821,"HOUSTON HEIGHTS HIGH SCHOOL",04,212,9,163,0,0,0,179,212,160,0,0,21
"STATE","DISTRICT","2013-2014",101822,"JAMIE'S HOUSE CHARTER SCHOOL",04,131,0,16,0,0,0,89,37,64,0,0,11
"STATE","DISTRICT","2013-2014",101828,"HOUSTON GATEWAY ACADEMY INC",04,1621,0,49,639,495,144,1520,1618,1209,0,0,50
"STATE","DISTRICT","2013-2014",101829,"HOUSTON HEIGHTS LEARNING ACADEMY I",04,150,0,0,20,0,17,149,150,31,-9999999,0,6
"STATE","DISTRICT","2013-2014",101833,"LA AMISTAD LOVE & LEARNING ACADEMY",04,253,0,0,182,41,140,243,253,195,0,0,155
"STATE","DISTRICT","2013-2014",101837,"CALVIN NELMS CHARTER SCHOOLS",04,284,0,113,7,0,7,85,0,164,0,0,29
"STATE","DISTRICT","2013-2014",101838,"SOUTHWEST SCHOOL",04,1951,0,332,916,652,248,1757,1585,1563,0,-9999999,130
"STATE","DISTRICT","2013-2014",101840,"TWO DIMENSIONS PREPARATORY ACADEMY",04,552,44,0,17,0,17,515,542,104,0,0,13
"STATE","DISTRICT","2013-2014",101842,"COMQUEST ACADEMY",04,79,0,49,7,0,7,38,27,70,0,0,6
"STATE","DISTRICT","2013-2014",101845,"YES PREP PUBLIC SCHOOLS INC",04,7534,0,5,1037,0,1039,6537,7427,2799,42,5,417
"STATE","DISTRICT","2013-2014",101846,"HARMONY SCIENCE ACADEMY",04,3144,179,302,612,0,559,2306,3144,1367,0,0,132
"STATE","DISTRICT","2013-2014",101847,"BEATRICE MAYES INSTITUTE CHARTER S",04,424,0,0,0,0,0,318,420,76,0,0,28
"STATE","DISTRICT","2013-2014",101848,"NORTHWEST PREPARATORY",04,241,0,0,0,0,0,236,241,163,0,0,30
"STATE","DISTRICT","2013-2014",101849,"ACCELERATED INTERMEDIATE ACADEMY",04,250,0,0,82,0,80,238,250,140,0,0,15
"STATE","DISTRICT","2013-2014",101850,"ZOE LEARNING ACADEMY",04,457,0,0,0,0,0,447,457,223,0,0,30
"STATE","DISTRICT","2013-2014",101853,"PROMISE COMMUNITY SCHOOL",04,1998,0,0,1140,642,471,1949,1998,1319,0,7,198
"STATE","DISTRICT","2013-2014",101854,"RICHARD MILBURN ACADEMY (SUBURBAN",04,196,0,116,-9999999,0,-9999999,168,196,182,0,0,14
"STATE","DISTRICT","2013-2014",101855,"MEYERPARK ELEMENTARY",04,199,0,0,0,0,0,181,199,83,-9999999,-9999999,10
"STATE","DISTRICT","2013-2014",101856,"DRAW ACADEMY",04,458,5,0,362,343,18,458,309,380,0,0,8
"STATE","DISTRICT","2013-2014",101858,"HARMONY SCHOOL OF EXCELLENCE",04,3976,382,337,578,0,535,1879,3072,1287,0,0,159
"STATE","DISTRICT","2013-2014",101859,"STEPPING STONES CHARTER EL",04,307,0,0,102,0,102,261,307,166,0,0,30
"STATE","DISTRICT","2013-2014",101861,"THE RHODES SCHOOL",04,683,41,0,27,0,20,496,683,194,0,0,30
"STATE","DISTRICT","2013-2014",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO",04,2854,303,264,384,0,364,1444,2854,891,0,0,130
"STATE","DISTRICT","2013-2014",101863,"KOINONIA COMMUNITY LEARNING ACADEM",04,135,0,0,0,0,0,134,133,73,-9999999,0,19
"STATE","DISTRICT","2013-2014",101864,"WALIPP-TSU PREPARATORY ACADEMY",04,201,0,0,13,0,0,146,201,116,-9999999,-9999999,16
"STATE","DISTRICT","2013-2014",101865,"VICTORY PREP",04,565,0,178,0,0,0,453,565,269,0,0,42
"STATE","DISTRICT","2013-2014",101866,"GLOBAL LEARNING VILLAGE",04,44,0,0,0,0,0,33,0,8,0,0,0
"STATE","DISTRICT","2013-2014",101867,"FALLBROOK COLLEGE PREPARATORY ACAD",04,642,0,0,0,0,0,368,642,420,-9999999,-9999999,28
"STATE","DISTRICT","2013-2014",101868,"THE PRO-VISION ACADEMY",04,263,0,48,-9999999,0,-9999999,253,0,73,-9999999,0,47
"STATE","DISTRICT","2013-2014",101869,"C O R E ACADEMY",04,74,0,0,0,0,0,70,0,54,0,0,10
"STATE","DISTRICT","2013-2014",101902,"ALDINE ISD",04,67381,2646,16439,21959,14681,5808,57504,67381,41290,14,196,4658
"STATE","DISTRICT","2013-2014",101903,"ALIEF ISD",04,46258,2057,8004,17328,9092,8222,37442,46028,30609,108,24,3515
"STATE","DISTRICT","2013-2014",101905,"CHANNELVIEW ISD",04,8943,224,2163,2441,1799,525,7047,8407,5726,8,11,742
"STATE","DISTRICT","2013-2014",101906,"CROSBY ISD",04,5215,200,1009,464,187,104,2363,5194,2133,11,5,459
"STATE","DISTRICT","2013-2014",101907,"CYPRESS-FAIRBANKS ISD",04,111440,5286,33042,17066,7799,8435,54888,51741,46168,283,123,8136
"STATE","DISTRICT","2013-2014",101908,"DEER PARK ISD",04,13015,783,1962,1422,898,622,5585,5882,4879,50,18,1262
"STATE","DISTRICT","2013-2014",101910,"GALENA PARK ISD",04,22572,1344,5971,6849,3441,3278,18181,22559,13258,10,8,1891
"STATE","DISTRICT","2013-2014",101911,"GOOSE CREEK CISD",04,22320,1650,4730,2863,2123,545,14391,12103,11390,53,35,2137
"STATE","DISTRICT","2013-2014",101912,"HOUSTON ISD",04,211552,32914,33005,62504,41522,15386,170096,197294,145254,257,205,16354
"STATE","DISTRICT","2013-2014",101913,"HUMBLE ISD",04,38235,2499,8645,3292,1585,1660,13130,8178,14096,258,66,3136
"STATE","DISTRICT","2013-2014",101914,"KATY ISD",04,67213,4513,12185,9509,3431,6081,19465,13116,25170,280,65,5772
"STATE","DISTRICT","2013-2014",101915,"KLEIN ISD",04,48253,2411,11096,6501,3158,3185,19666,7978,19262,363,378,4059
"STATE","DISTRICT","2013-2014",101916,"LA PORTE ISD",04,7628,723,1447,636,408,211,3687,7560,3421,30,8,782
"STATE","DISTRICT","2013-2014",101917,"PASADENA ISD",04,54535,2711,10028,15524,11621,2618,42892,39774,33484,280,83,4876
"STATE","DISTRICT","2013-2014",101919,"SPRING ISD",04,36484,3867,12297,7093,4131,2769,26995,27605,18739,117,170,2984
"STATE","DISTRICT","2013-2014",101920,"SPRING BRANCH ISD",04,35312,2239,5505,11672,7421,4363,20540,16966,19356,63,32,2582
"STATE","DISTRICT","2013-2014",101921,"TOMBALL ISD",04,12499,1025,3187,1405,566,802,2936,3445,4333,52,23,996
"STATE","DISTRICT","2013-2014",101924,"SHELDON ISD",04,7760,436,1533,2266,1616,775,6189,4111,4869,12,9,508
"STATE","DISTRICT","2013-2014",101925,"HUFFMAN ISD",04,3314,238,900,166,19,138,1082,1577,1357,45,7,261
"STATE","DISTRICT","2013-2014",102901,"KARNACK ISD",07,172,15,38,13,0,14,163,172,78,-9999999,-9999999,14
"STATE","DISTRICT","2013-2014",102902,"MARSHALL ISD",07,5541,765,1466,942,495,403,4209,5541,2606,43,31,358
"STATE","DISTRICT","2013-2014",102903,"WASKOM ISD",07,896,44,303,93,0,86,533,896,446,10,-9999999,90
"STATE","DISTRICT","2013-2014",102904,"HALLSVILLE ISD",07,4760,368,1504,155,0,152,1818,2180,1212,12,12,407
"STATE","DISTRICT","2013-2014",102905,"HARLETON ISD",07,719,43,177,-9999999,0,-9999999,263,358,310,-9999999,-9999999,80
"STATE","DISTRICT","2013-2014",102906,"ELYSIAN FIELDS ISD",07,1029,57,283,9,0,8,442,490,429,6,-9999999,112
"STATE","DISTRICT","2013-2014",103901,"CHANNING ISD",16,128,6,59,6,0,6,58,128,64,0,0,13
"STATE","DISTRICT","2013-2014",103902,"HARTLEY ISD",16,204,-9999999,63,80,0,80,141,204,128,0,0,10
"STATE","DISTRICT","2013-2014",104901,"HASKELL CISD",14,626,17,167,12,0,12,417,626,284,-9999999,-9999999,67
"STATE","DISTRICT","2013-2014",104903,"RULE ISD",14,132,7,56,7,0,7,99,132,85,0,0,16
"STATE","DISTRICT","2013-2014",104907,"PAINT CREEK ISD",14,133,8,72,-9999999,0,-9999999,94,133,55,-9999999,0,11
"STATE","DISTRICT","2013-2014",105801,"KATHERINE ANNE PORTER SCHOOL",13,153,0,115,0,0,0,81,150,98,0,0,17
"STATE","DISTRICT","2013-2014",105802,"TEXAS PREPARATORY SCHOOL",13,199,0,0,0,0,0,130,199,67,0,0,14
"STATE","DISTRICT","2013-2014",105902,"SAN MARCOS CISD",13,7513,568,1791,698,481,182,5373,5482,3605,-9999999,-9999999,774
"STATE","DISTRICT","2013-2014",105904,"DRIPPING SPRINGS ISD",13,5107,362,944,224,63,156,649,1669,1080,15,10,484
"STATE","DISTRICT","2013-2014",105905,"WIMBERLEY ISD",13,2068,124,557,140,87,51,584,276,707,0,0,161
"STATE","DISTRICT","2013-2014",105906,"HAYS CISD",13,17255,1486,3426,2698,1467,1136,8740,9371,7950,168,39,1617
"STATE","DISTRICT","2013-2014",106901,"CANADIAN ISD",16,974,29,152,143,0,145,397,763,427,-9999999,-9999999,58
"STATE","DISTRICT","2013-2014",107901,"ATHENS ISD",07,3393,175,890,811,614,208,2477,3393,2316,11,11,282
"STATE","DISTRICT","2013-2014",107902,"BROWNSBORO ISD",07,2766,133,785,106,0,105,1557,2752,1351,37,16,273
"STATE","DISTRICT","2013-2014",107904,"CROSS ROADS ISD",07,598,29,169,8,0,10,274,598,290,0,-9999999,68
"STATE","DISTRICT","2013-2014",107905,"EUSTACE ISD",07,1468,42,300,23,0,23,1021,1468,672,0,5,194
"STATE","DISTRICT","2013-2014",107906,"MALAKOFF ISD",07,1283,64,340,67,0,67,878,1275,496,13,8,147
"STATE","DISTRICT","2013-2014",107907,"TRINIDAD ISD",07,182,9,61,0,0,0,139,182,69,0,0,29
"STATE","DISTRICT","2013-2014",107908,"MURCHISON ISD",07,206,12,0,13,0,13,115,206,38,0,0,30
"STATE","DISTRICT","2013-2014",107910,"LAPOYNOR ISD",07,475,22,153,7,0,7,233,473,120,0,0,42
"STATE","DISTRICT","2013-2014",108801,"IGNITE PUBLIC SCHOOLS AND COMMUNIT",01,1063,0,274,280,196,78,950,1062,908,-9999999,0,78
"STATE","DISTRICT","2013-2014",108802,"SOUTH TEXAS EDUCATIONAL TECHNOLOGI",01,1065,0,0,385,231,138,870,1065,546,0,0,50
"STATE","DISTRICT","2013-2014",108804,"MIDVALLEY ACADEMY CHARTER DISTRICT",01,411,0,57,12,0,12,375,411,382,-9999999,-9999999,25
