PEIMS DATA FOR SCHOOL YEAR 2016-2017
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Ethnicity Name","Enrollment by Ethnicity"
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Two or More Races",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","White",12
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Black or African American",59
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Asian",33
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Hispanic",569
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","Two or More Races",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"ELEMENTARY","White",30
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Black or African American",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Asian",32
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Hispanic",90
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","Two or More Races",33
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"ELEMENTARY","White",494
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Black or African American",26
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Asian",65
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Hispanic",164
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","Two or More Races",59
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"ELEMENTARY","White",624
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Black or African American",53
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Hispanic",615
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"ELEMENTARY","White",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Black or African American",13
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Asian",11
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Hispanic",210
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","White",26
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Black or African American",122
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Hispanic",573
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","Two or More Races",9
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"ELEMENTARY","White",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Black or African American",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Hispanic",171
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","Two or More Races",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"ELEMENTARY","White",71
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Black or African American",141
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Asian",173
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Hispanic",337
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","Two or More Races",62
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"MIDDLE SCHOOL","White",507
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Black or African American",12
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Asian",115
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Hispanic",184
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","Two or More Races",35
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"ELEMENTARY","White",701
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Black or African American",45
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Asian",12
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Hispanic",332
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","Two or More Races",24
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"ELEMENTARY","White",124
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Black or African American",49
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Asian",13
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Hispanic",351
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Two or More Races",35
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","White",566
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Black or African American",33
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Hispanic",570
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","White",13
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Black or African American",134
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Asian",29
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Hispanic",1436
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Two or More Races",9
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","White",48
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Black or African American",18
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Asian",222
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Hispanic",194
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Two or More Races",54
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","White",618
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Black or African American",288
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Hispanic",482
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Two or More Races",14
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","White",16
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Black or African American",12
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Hispanic",25
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Two or More Races",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","White",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Black or African American",13
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Asian",17
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Hispanic",102
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Two or More Races",29
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","White",240
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Black or African American",20
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Asian",15
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Hispanic",269
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","White",15
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Black or African American",92
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Asian",9
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Hispanic",156
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Two or More Races",37
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","White",204
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Black or African American",65
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Hispanic",355
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","White",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Black or African American",30
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Asian",41
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Hispanic",140
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Two or More Races",30
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","White",196
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Black or African American",17
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Hispanic",427
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","White",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Black or African American",184
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","American Indian or Alaska Native",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Asian",40
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Hispanic",631
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Two or More Races",67
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","White",832
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Black or African American",23
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Asian",27
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Hispanic",447
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Two or More Races",32
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","White",210
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Black or African American",76
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Hispanic",622
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","White",10
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Black or African American",22
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Asian",23
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Hispanic",254
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Two or More Races",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","White",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Black or African American",14
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Asian",99
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Hispanic",201
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Two or More Races",55
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","White",472
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Black or African American",69
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Asian",120
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Hispanic",398
