Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2014-2015

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"STATE","DISTRICT","2014-2015",108910,"PROGRESO ISD",01,2031,88,461,1151,788,345,2026,2031,1604,0,0,106,0
"STATE","DISTRICT","2014-2015",108911,"SHARYLAND ISD",01,10280,917,2476,3064,2189,847,6146,9586,5462,48,13,628,149
"STATE","DISTRICT","2014-2015",108912,"LA JOYA ISD",01,29667,3002,7303,14945,10189,4170,28050,29663,23649,14,31,1996,286
"STATE","DISTRICT","2014-2015",108913,"WESLACO ISD",01,17409,1026,5019,5016,2927,1903,12878,17409,11596,274,21,1419,317
"STATE","DISTRICT","2014-2015",108914,"LA VILLA ISD",01,604,58,145,134,91,29,546,604,409,-9999999,0,39,38
"STATE","DISTRICT","2014-2015",108915,"MONTE ALTO ISD",01,1049,21,245,358,212,135,948,1049,635,-9999999,-9999999,63,25
"STATE","DISTRICT","2014-2015",108916,"VALLEY VIEW ISD",01,4484,317,995,2563,1725,830,4126,4484,3149,10,-9999999,240,11
"STATE","DISTRICT","2014-2015",109901,"ABBOTT ISD",12,264,7,96,-9999999,0,-9999999,59,263,69,0,0,22,-9999999
"STATE","DISTRICT","2014-2015",109902,"BYNUM ISD",12,208,8,81,9,0,8,132,208,107,0,0,23,7
"STATE","DISTRICT","2014-2015",109903,"COVINGTON ISD",12,297,21,103,-9999999,0,-9999999,141,297,145,-9999999,0,49,12
"STATE","DISTRICT","2014-2015",109904,"HILLSBORO ISD",12,2018,113,492,283,55,213,1524,2018,993,8,0,223,10
"STATE","DISTRICT","2014-2015",109905,"HUBBARD ISD",12,378,27,108,5,0,-9999999,250,378,182,8,0,34,13
"STATE","DISTRICT","2014-2015",109907,"ITASCA ISD",12,665,46,185,58,0,58,440,665,328,-9999999,5,56,-9999999
"STATE","DISTRICT","2014-2015",109908,"MALONE ISD",12,96,10,0,16,0,16,86,96,73,0,0,13,-9999999
"STATE","DISTRICT","2014-2015",109910,"MOUNT CALM ISD",12,161,0,47,5,0,5,114,161,65,0,0,24,11
"STATE","DISTRICT","2014-2015",109911,"WHITNEY ISD",12,1532,111,246,77,0,76,917,766,752,-9999999,-9999999,176,46
"STATE","DISTRICT","2014-2015",109912,"AQUILLA ISD",12,275,31,92,6,0,6,144,274,128,0,0,22,10
"STATE","DISTRICT","2014-2015",109913,"BLUM ISD",12,375,25,102,5,0,5,222,374,237,-9999999,0,54,10
"STATE","DISTRICT","2014-2015",109914,"PENELOPE ISD",12,191,-9999999,57,12,0,14,149,190,71,0,-9999999,22,0
"STATE","DISTRICT","2014-2015",110901,"ANTON ISD",17,243,10,79,11,0,11,179,241,103,-9999999,6,20,-9999999
"STATE","DISTRICT","2014-2015",110902,"LEVELLAND ISD",17,3156,173,1007,231,113,108,1936,3156,1756,21,11,441,95
"STATE","DISTRICT","2014-2015",110905,"ROPES ISD",17,316,15,108,9,0,9,151,316,121,0,0,23,12
"STATE","DISTRICT","2014-2015",110906,"SMYER ISD",17,405,10,156,16,0,13,237,222,172,-9999999,6,48,24
"STATE","DISTRICT","2014-2015",110907,"SUNDOWN ISD",17,673,70,132,14,0,14,227,357,163,7,-9999999,41,46
"STATE","DISTRICT","2014-2015",110908,"WHITHARRAL ISD",17,182,5,49,-9999999,0,-9999999,51,182,52,0,0,8,-9999999
"STATE","DISTRICT","2014-2015",111901,"GRANBURY ISD",11,6869,586,1886,461,218,242,3314,4955,2667,87,14,843,197
"STATE","DISTRICT","2014-2015",111902,"LIPAN ISD",11,335,19,81,13,0,13,167,335,120,-9999999,0,27,0
"STATE","DISTRICT","2014-2015",111903,"TOLAR ISD",11,742,37,270,15,0,15,192,347,217,7,0,59,16
"STATE","DISTRICT","2014-2015",112901,"SULPHUR SPRINGS ISD",08,4378,162,1069,507,299,199,2623,2230,1989,26,16,372,228
"STATE","DISTRICT","2014-2015",112905,"CUMBY ISD",08,375,38,139,6,0,5,208,375,183,0,0,51,13
"STATE","DISTRICT","2014-2015",112906,"NORTH HOPKINS ISD",08,486,31,89,51,0,50,299,485,264,0,8,57,0
"STATE","DISTRICT","2014-2015",112907,"MILLER GROVE ISD",08,230,-9999999,66,25,0,25,122,230,90,0,-9999999,30,5
"STATE","DISTRICT","2014-2015",112908,"COMO-PICKTON CISD",08,782,48,213,182,95,76,547,781,421,-9999999,6,65,46
"STATE","DISTRICT","2014-2015",112909,"SALTILLO ISD",08,268,0,79,30,0,27,186,268,99,0,0,34,0
"STATE","DISTRICT","2014-2015",112910,"SULPHUR BLUFF ISD",08,212,-9999999,56,-9999999,0,-9999999,92,212,73,0,-9999999,32,9
"STATE","DISTRICT","2014-2015",113901,"CROCKETT ISD",06,1303,57,267,216,0,213,1113,1288,850,-9999999,0,127,80
"STATE","DISTRICT","2014-2015",113902,"GRAPELAND ISD",06,487,19,145,9,0,9,327,219,278,9,8,56,19
"STATE","DISTRICT","2014-2015",113903,"LOVELADY ISD",06,513,35,162,10,0,10,213,283,89,-9999999,-9999999,54,25
"STATE","DISTRICT","2014-2015",113905,"LATEXO ISD",06,527,51,124,-9999999,0,-9999999,240,527,203,-9999999,0,47,0
"STATE","DISTRICT","2014-2015",113906,"KENNARD ISD",06,292,16,106,-9999999,0,-9999999,179,292,185,-9999999,-9999999,22,13
"STATE","DISTRICT","2014-2015",114901,"BIG SPRING ISD",18,4255,142,779,114,0,98,2593,4255,2305,39,31,393,138
"STATE","DISTRICT","2014-2015",114902,"COAHOMA ISD",18,897,76,314,14,0,16,331,441,311,-9999999,0,64,50
"STATE","DISTRICT","2014-2015",114904,"FORSAN ISD",18,739,51,228,5,0,-9999999,168,377,212,0,0,31,41
"STATE","DISTRICT","2014-2015",115901,"FT HANCOCK ISD",19,440,21,118,236,210,74,397,440,324,-9999999,0,25,-9999999
"STATE","DISTRICT","2014-2015",115902,"SIERRA BLANCA ISD",19,140,12,46,0,0,0,84,140,56,0,0,13,0
"STATE","DISTRICT","2014-2015",115903,"DELL CITY ISD",19,73,-9999999,45,26,0,25,58,73,60,0,0,7,0
"STATE","DISTRICT","2014-2015",116801,"PHOENIX CHARTER SCHOOL",10,717,27,117,106,0,97,543,717,389,0,0,65,19
"STATE","DISTRICT","2014-2015",116901,"CADDO MILLS ISD",10,1593,62,554,49,0,49,565,775,575,31,7,136,94
"STATE","DISTRICT","2014-2015",116902,"CELESTE ISD",10,453,21,180,-9999999,0,-9999999,226,453,154,-9999999,0,55,17
"STATE","DISTRICT","2014-2015",116903,"COMMERCE ISD",10,1554,88,399,170,0,169,1055,784,950,5,5,165,39
"STATE","DISTRICT","2014-2015",116905,"GREENVILLE ISD",10,4742,471,1034,945,488,423,3315,3506,2964,-9999999,-9999999,479,325
"STATE","DISTRICT","2014-2015",116906,"LONE OAK ISD",10,1000,89,286,12,0,12,420,693,284,16,31,129,50
"STATE","DISTRICT","2014-2015",116908,"QUINLAN ISD",10,2542,124,764,221,31,189,1689,682,1198,12,15,300,109
"STATE","DISTRICT","2014-2015",116909,"WOLFE CITY ISD",10,626,38,161,26,0,26,338,304,264,6,-9999999,72,31
"STATE","DISTRICT","2014-2015",116910,"CAMPBELL ISD",10,377,30,105,20,0,20,219,377,136,-9999999,0,31,28
"STATE","DISTRICT","2014-2015",116915,"BLAND ISD",10,584,27,256,73,0,73,309,584,172,-9999999,0,48,8
"STATE","DISTRICT","2014-2015",116916,"BOLES ISD",10,505,56,159,5,0,-9999999,205,505,233,-9999999,14,54,18
"STATE","DISTRICT","2014-2015",117901,"BORGER ISD",16,2741,158,595,258,124,101,1407,1969,1140,11,7,269,37
"STATE","DISTRICT","2014-2015",117903,"SANFORD-FRITCH ISD",16,830,53,170,0,0,0,354,420,386,-9999999,5,110,-9999999
"STATE","DISTRICT","2014-2015",117904,"PLEMONS-STINNETT-PHILLIPS CISD",16,666,38,128,5,0,5,255,666,258,6,-9999999,67,48
"STATE","DISTRICT","2014-2015",117907,"SPRING CREEK ISD",16,106,9,0,5,0,5,48,0,27,-9999999,0,5,-9999999
"STATE","DISTRICT","2014-2015",118902,"IRION COUNTY ISD",15,335,21,115,0,0,0,122,334,141,-9999999,0,22,6
"STATE","DISTRICT","2014-2015",119901,"BRYSON ISD",09,272,11,130,7,0,7,120,272,109,0,0,32,21
"STATE","DISTRICT","2014-2015",119902,"JACKSBORO ISD",09,989,46,251,123,0,123,484,720,468,8,0,87,40
"STATE","DISTRICT","2014-2015",119903,"PERRIN-WHITT CISD",09,352,26,110,20,0,19,161,190,152,0,0,38,20
"STATE","DISTRICT","2014-2015",120901,"EDNA ISD",03,1573,70,374,140,0,134,977,1573,511,0,-9999999,155,52
"STATE","DISTRICT","2014-2015",120902,"GANADO ISD",03,778,45,226,101,0,101,411,387,322,-9999999,0,70,6
"STATE","DISTRICT","2014-2015",120905,"INDUSTRIAL ISD",03,1220,63,383,35,0,35,349,619,354,0,0,96,46
"STATE","DISTRICT","2014-2015",121902,"BROOKELAND ISD",05,419,11,101,0,0,0,243,418,154,0,0,42,48
"STATE","DISTRICT","2014-2015",121903,"BUNA ISD",05,1462,90,490,5,0,5,586,706,910,0,-9999999,129,81
"STATE","DISTRICT","2014-2015",121904,"JASPER ISD",05,2530,151,583,192,100,71,1870,2520,1590,-9999999,5,276,81
"STATE","DISTRICT","2014-2015",121905,"KIRBYVILLE CISD",05,1480,43,401,39,0,39,888,886,674,-9999999,5,119,48
"STATE","DISTRICT","2014-2015",121906,"EVADALE ISD",05,482,-9999999,171,-9999999,0,-9999999,131,237,168,0,-9999999,39,14
"STATE","DISTRICT","2014-2015",122901,"FT DAVIS ISD",18,217,29,56,28,0,28,107,217,102,-9999999,0,24,-9999999
"STATE","DISTRICT","2014-2015",122902,"VALENTINE ISD",18,39,-9999999,-9999999,10,0,10,27,0,15,0,0,0,0
"STATE","DISTRICT","2014-2015",123803,"TEKOA ACADEMY OF ACCELERATED STUDI",05,426,0,61,0,0,0,398,426,192,0,0,15,0
"STATE","DISTRICT","2014-2015",123805,"EHRHART SCHOOL",05,286,0,0,79,0,79,242,286,127,6,7,11,5
"STATE","DISTRICT","2014-2015",123807,"BOB HOPE SCHOOL",05,447,0,190,77,0,41,399,447,171,0,0,22,0
"STATE","DISTRICT","2014-2015",123905,"NEDERLAND ISD",05,5207,142,1285,329,44,266,2169,2251,2141,8,7,537,89
"STATE","DISTRICT","2014-2015",123907,"PORT ARTHUR ISD",05,9045,310,2239,2303,685,793,6986,8601,5907,-9999999,-9999999,644,232
"STATE","DISTRICT","2014-2015",123908,"PORT NECHES-GROVES ISD",05,4914,274,1275,178,0,172,1896,-9999999,1723,-9999999,-9999999,440,102
"STATE","DISTRICT","2014-2015",123910,"BEAUMONT ISD",05,19453,1556,4649,1908,352,1383,14514,19346,5664,5,-9999999,1513,834
"STATE","DISTRICT","2014-2015",123913,"SABINE PASS ISD",05,379,21,150,-9999999,0,-9999999,244,194,47,-9999999,0,12,0
"STATE","DISTRICT","2014-2015",123914,"HAMSHIRE-FANNETT ISD",05,1786,115,497,88,0,87,525,1786,561,17,6,119,23
"STATE","DISTRICT","2014-2015",124901,"JIM HOGG COUNTY ISD",01,1128,28,237,88,67,16,900,1128,547,6,-9999999,83,0
"STATE","DISTRICT","2014-2015",125901,"ALICE ISD",02,5245,274,1442,196,121,63,4082,5244,2503,10,11,418,167
"STATE","DISTRICT","2014-2015",125902,"BEN BOLT-PALITO BLANCO ISD",02,626,27,225,34,0,36,419,625,250,0,0,66,22
"STATE","DISTRICT","2014-2015",125903,"ORANGE GROVE ISD",02,1910,133,682,46,0,42,1041,1910,835,16,-9999999,191,-9999999
"STATE","DISTRICT","2014-2015",125905,"PREMONT ISD",02,507,28,120,46,0,44,409,507,312,5,0,52,10
"STATE","DISTRICT","2014-2015",125906,"LA GLORIA ISD",02,118,-9999999,0,0,0,0,51,118,17,-9999999,0,7,0
"STATE","DISTRICT","2014-2015",126901,"ALVARADO ISD",11,3498,240,776,382,247,130,2094,2447,1631,18,-9999999,260,30
"STATE","DISTRICT","2014-2015",126902,"BURLESON ISD",11,10983,858,2226,461,205,243,3952,3780,4452,82,44,932,381
"STATE","DISTRICT","2014-2015",126903,"CLEBURNE ISD",11,6573,878,1727,1250,572,676,4361,4899,3772,59,59,575,313
"STATE","DISTRICT","2014-2015",126904,"GRANDVIEW ISD",11,1121,55,354,40,0,40,396,748,355,7,6,100,35
"STATE","DISTRICT","2014-2015",126905,"JOSHUA ISD",11,5025,222,1348,338,170,165,2424,1327,1997,38,21,376,237
"STATE","DISTRICT","2014-2015",126906,"KEENE ISD",11,944,31,222,178,0,178,736,944,500,-9999999,0,72,10
"STATE","DISTRICT","2014-2015",126907,"RIO VISTA ISD",11,762,65,240,37,0,37,335,521,315,-9999999,-9999999,90,35
"STATE","DISTRICT","2014-2015",126908,"VENUS ISD",11,1956,146,466,465,140,315,1401,1955,999,22,9,111,42
"STATE","DISTRICT","2014-2015",126911,"GODLEY ISD",11,1831,53,597,155,0,155,1015,1831,892,14,21,197,115
"STATE","DISTRICT","2014-2015",127901,"ANSON ISD",14,714,44,253,14,0,14,462,563,353,7,8,74,54
"STATE","DISTRICT","2014-2015",127903,"HAMLIN ISD",14,435,17,186,31,0,31,269,435,267,-9999999,-9999999,45,12
"STATE","DISTRICT","2014-2015",127904,"HAWLEY ISD",14,758,71,188,0,0,0,345,758,341,17,-9999999,58,22
"STATE","DISTRICT","2014-2015",127905,"LUEDERS-AVOCA ISD",14,116,-9999999,59,0,0,0,86,84,47,-9999999,0,12,10
"STATE","DISTRICT","2014-2015",127906,"STAMFORD ISD",14,670,20,263,21,0,21,466,504,300,0,0,58,70
"STATE","DISTRICT","2014-2015",128901,"KARNES CITY ISD",03,1064,134,250,40,0,39,612,1054,456,17,0,90,24
"STATE","DISTRICT","2014-2015",128902,"KENEDY ISD",03,779,80,151,25,0,23,425,778,448,-9999999,0,89,38
"STATE","DISTRICT","2014-2015",128903,"RUNGE ISD",03,321,23,89,-9999999,0,-9999999,184,320,201,0,0,33,0
"STATE","DISTRICT","2014-2015",128904,"FALLS CITY ISD",20,360,30,151,-9999999,0,-9999999,71,34,71,-9999999,0,27,-9999999
"STATE","DISTRICT","2014-2015",129901,"CRANDALL ISD",10,3297,95,1049,183,0,179,1411,1604,1216,26,22,256,114
"STATE","DISTRICT","2014-2015",129902,"FORNEY ISD",10,8995,384,2647,511,533,198,2273,1839,2968,126,74,707,432
"STATE","DISTRICT","2014-2015",129903,"KAUFMAN ISD",10,3767,163,1043,607,115,479,2425,2147,1692,33,41,352,0
"STATE","DISTRICT","2014-2015",129904,"KEMP ISD",10,1455,72,421,82,0,82,968,1455,843,9,0,154,36
"STATE","DISTRICT","2014-2015",129905,"MABANK ISD",10,3460,276,972,77,0,76,2071,3460,1477,20,34,338,205
"STATE","DISTRICT","2014-2015",129906,"TERRELL ISD",10,4221,255,1202,893,168,722,3129,2452,2818,0,-9999999,397,88
"STATE","DISTRICT","2014-2015",129910,"SCURRY-ROSSER ISD",10,1005,42,374,19,0,19,417,298,323,-9999999,-9999999,99,56
"STATE","DISTRICT","2014-2015",130801,"MEADOWLAND CHARTER SCHOOL",20,101,0,38,0,0,0,92,101,99,0,66,46,0
"STATE","DISTRICT","2014-2015",130901,"BOERNE ISD",20,7493,395,2115,326,454,66,1373,243,2339,152,21,550,368
"STATE","DISTRICT","2014-2015",130902,"COMFORT ISD",13,1126,71,343,139,44,23,636,1126,525,-9999999,-9999999,112,43
"STATE","DISTRICT","2014-2015",131001,"KENEDY COUNTY WIDE CSD",02,78,6,0,5,0,5,49,78,33,-9999999,0,5,-9999999
"STATE","DISTRICT","2014-2015",132902,"JAYTON-GIRARD ISD",17,130,0,48,0,0,0,52,130,59,0,7,15,0
"STATE","DISTRICT","2014-2015",133901,"CENTER POINT ISD",20,593,15,185,111,0,108,428,593,315,-9999999,-9999999,51,6
"STATE","DISTRICT","2014-2015",133902,"HUNT ISD",20,173,9,0,24,0,24,63,173,52,0,0,10,0
"STATE","DISTRICT","2014-2015",133903,"KERRVILLE ISD",20,5032,303,1080,329,194,133,2910,3631,2665,9,15,368,30
"STATE","DISTRICT","2014-2015",133904,"INGRAM ISD",20,1044,33,361,134,0,128,731,507,637,6,8,96,16
"STATE","DISTRICT","2014-2015",133905,"DIVIDE ISD",20,9,0,0,0,0,0,0,0,0,0,0,0,0
"STATE","DISTRICT","2014-2015",134901,"JUNCTION ISD",15,658,56,211,22,0,22,404,323,276,0,0,64,7
"STATE","DISTRICT","2014-2015",135001,"GUTHRIE CSD",17,115,11,40,-9999999,0,-9999999,0,0,10,0,0,5,12
"STATE","DISTRICT","2014-2015",136901,"BRACKETT ISD",20,641,52,188,38,0,37,385,641,273,44,0,67,-9999999
"STATE","DISTRICT","2014-2015",137901,"KINGSVILLE ISD",02,3436,175,872,139,86,33,2632,2640,1888,46,17,374,37
"STATE","DISTRICT","2014-2015",137902,"RICARDO ISD",02,681,49,0,28,0,26,372,681,255,15,0,34,-9999999
"STATE","DISTRICT","2014-2015",137903,"RIVIERA ISD",02,429,20,164,12,0,12,266,429,226,0,-9999999,29,5
"STATE","DISTRICT","2014-2015",137904,"SANTA GERTRUDIS ISD",02,630,119,209,-9999999,0,-9999999,223,630,98,17,-9999999,18,14
"STATE","DISTRICT","2014-2015",138902,"KNOX CITY-O'BRIEN CISD",09,311,5,85,29,0,29,217,311,164,-9999999,-9999999,43,16
"STATE","DISTRICT","2014-2015",138903,"MUNDAY CISD",09,397,26,94,24,0,24,273,397,171,0,0,62,20
"STATE","DISTRICT","2014-2015",138904,"BENJAMIN ISD",09,96,14,31,-9999999,0,-9999999,73,96,32,0,0,12,-9999999
"STATE","DISTRICT","2014-2015",139905,"CHISUM ISD",08,907,37,266,36,0,36,451,907,427,-9999999,-9999999,89,59
"STATE","DISTRICT","2014-2015",139908,"ROXTON ISD",08,153,17,75,7,0,7,110,153,24,0,0,20,-9999999
"STATE","DISTRICT","2014-2015",139909,"PARIS ISD",08,3556,449,788,341,111,203,2785,2384,1777,34,16,403,104
"STATE","DISTRICT","2014-2015",139911,"NORTH LAMAR ISD",08,2813,283,760,54,0,54,1309,1273,1141,5,17,389,254
"STATE","DISTRICT","2014-2015",139912,"PRAIRILAND ISD",08,1132,82,310,19,0,19,611,1132,479,6,-9999999,121,58
"STATE","DISTRICT","2014-2015",140901,"AMHERST ISD",17,160,-9999999,52,52,0,51,131,160,93,0,0,23,0
"STATE","DISTRICT","2014-2015",140904,"LITTLEFIELD ISD",17,1455,64,327,78,0,78,1082,1455,622,7,9,157,11
"STATE","DISTRICT","2014-2015",140905,"OLTON ISD",17,642,39,168,111,0,111,481,642,333,0,-9999999,53,16
"STATE","DISTRICT","2014-2015",140907,"SPRINGLAKE-EARTH ISD",17,385,29,116,38,0,37,255,385,199,-9999999,0,53,-9999999
"STATE","DISTRICT","2014-2015",140908,"SUDAN ISD",17,434,28,161,32,0,32,228,432,211,-9999999,12,39,10
"STATE","DISTRICT","2014-2015",141901,"LAMPASAS ISD",12,3370,324,717,96,0,94,1743,1587,1257,344,15,355,162
"STATE","DISTRICT","2014-2015",141902,"LOMETA ISD",12,268,20,91,36,0,36,192,268,146,-9999999,11,24,42
"STATE","DISTRICT","2014-2015",142901,"COTULLA ISD",20,1353,136,358,109,0,98,1110,1353,824,-9999999,0,125,64
"STATE","DISTRICT","2014-2015",143901,"HALLETTSVILLE ISD",03,1044,55,352,14,0,14,419,1032,341,0,-9999999,106,26
"STATE","DISTRICT","2014-2015",143902,"MOULTON ISD",03,317,6,86,26,0,26,162,317,98,0,0,32,-9999999
"STATE","DISTRICT","2014-2015",143903,"SHINER ISD",03,603,10,182,17,0,17,174,603,137,0,-9999999,65,6
"STATE","DISTRICT","2014-2015",143904,"VYSEHRAD ISD",03,110,-9999999,0,0,0,0,49,0,14,0,0,12,0
"STATE","DISTRICT","2014-2015",143905,"SWEET HOME ISD",03,154,18,0,0,0,0,25,154,19,0,0,12,10
"STATE","DISTRICT","2014-2015",143906,"EZZELL ISD",03,81,-9999999,0,0,0,0,30,81,23,0,-9999999,11,0
"STATE","DISTRICT","2014-2015",144901,"GIDDINGS ISD",13,1961,54,477,350,152,62,1341,1961,1147,-9999999,14,199,35
"STATE","DISTRICT","2014-2015",144902,"LEXINGTON ISD",13,964,42,297,11,0,10,437,964,380,-9999999,9,89,17
"STATE","DISTRICT","2014-2015",144903,"DIME BOX ISD",13,190,-9999999,72,6,-9999999,6,144,190,106,0,5,34,9
"STATE","DISTRICT","2014-2015",145901,"BUFFALO ISD",06,953,66,252,156,0,156,592,953,559,-9999999,-9999999,61,37
"STATE","DISTRICT","2014-2015",145902,"CENTERVILLE ISD",06,700,22,233,20,0,20,283,362,262,5,0,52,11
"STATE","DISTRICT","2014-2015",145906,"NORMANGEE ISD",06,539,48,161,18,0,18,235,539,249,0,0,43,5
"STATE","DISTRICT","2014-2015",145907,"OAKWOOD ISD",06,186,7,69,-9999999,0,-9999999,148,186,72,0,0,16,6
"STATE","DISTRICT","2014-2015",145911,"LEON ISD",06,741,81,240,105,0,105,357,364,336,5,0,61,36
"STATE","DISTRICT","2014-2015",146901,"CLEVELAND ISD",04,3847,108,962,980,659,276,2938,3813,2454,9,-9999999,295,0
"STATE","DISTRICT","2014-2015",146902,"DAYTON ISD",04,5204,171,1292,879,510,277,3160,5191,3092,17,12,474,49
"STATE","DISTRICT","2014-2015",146903,"DEVERS ISD",04,170,9,0,20,0,20,76,170,50,0,0,12,0
"STATE","DISTRICT","2014-2015",146904,"HARDIN ISD",04,1317,55,272,32,0,32,732,1306,607,0,0,85,31
"STATE","DISTRICT","2014-2015",146905,"HULL-DAISETTA ISD",05,491,22,148,9,0,9,354,489,314,0,0,39,31
"STATE","DISTRICT","2014-2015",146906,"LIBERTY ISD",04,2115,190,533,353,195,121,1212,2115,1232,24,15,172,51
"STATE","DISTRICT","2014-2015",146907,"TARKINGTON ISD",04,1873,79,498,25,0,24,861,904,975,6,-9999999,166,67
"STATE","DISTRICT","2014-2015",147901,"COOLIDGE ISD",12,337,-9999999,69,56,0,56,281,337,203,0,0,51,30
"STATE","DISTRICT","2014-2015",147902,"GROESBECK ISD",12,1829,92,512,64,0,64,1161,1078,740,0,0,197,0
"STATE","DISTRICT","2014-2015",147903,"MEXIA ISD",12,1973,56,530,313,142,160,1542,1973,1160,0,-9999999,185,32
"STATE","DISTRICT","2014-2015",148901,"BOOKER ISD",16,420,24,116,105,0,105,211,419,254,0,-9999999,38,19
"STATE","DISTRICT","2014-2015",148902,"FOLLETT ISD",16,192,7,35,19,0,19,93,192,47,0,0,14,0
"STATE","DISTRICT","2014-2015",148903,"HIGGINS ISD",16,152,6,48,5,0,5,90,152,77,-9999999,0,24,-9999999
"STATE","DISTRICT","2014-2015",148905,"DARROUZETT ISD",16,112,5,38,-9999999,0,-9999999,69,112,23,0,0,10,-9999999
"STATE","DISTRICT","2014-2015",149901,"GEORGE WEST ISD",02,1133,42,343,31,0,32,556,794,285,-9999999,5,106,20
"STATE","DISTRICT","2014-2015",149902,"THREE RIVERS ISD",02,717,60,238,28,0,28,426,418,395,0,0,70,44
"STATE","DISTRICT","2014-2015",150901,"LLANO ISD",13,1797,132,641,80,0,80,1093,907,881,19,5,194,44
"STATE","DISTRICT","2014-2015",152802,"RISE ACADEMY",17,267,0,0,0,0,0,229,267,50,-9999999,10,34,0
"STATE","DISTRICT","2014-2015",152803,"SOUTH PLAINS ACADEMY CHARTER DISTR",17,206,0,128,0,0,0,191,206,201,-9999999,-9999999,37,0
"STATE","DISTRICT","2014-2015",152901,"LUBBOCK ISD",17,29265,799,6831,1081,824,514,19218,24230,12468,167,142,3229,437
"STATE","DISTRICT","2014-2015",152902,"NEW DEAL ISD",17,714,32,227,16,0,16,432,288,398,5,-9999999,55,40
"STATE","DISTRICT","2014-2015",152903,"SLATON ISD",17,1321,81,378,61,0,59,1003,1313,677,6,0,157,22
"STATE","DISTRICT","2014-2015",152906,"LUBBOCK-COOPER ISD",17,5314,173,1038,138,19,119,1750,2846,2013,100,39,375,280
"STATE","DISTRICT","2014-2015",152907,"FRENSHIP ISD",17,8825,837,2569,318,130,199,2987,2969,2950,60,22,694,433
"STATE","DISTRICT","2014-2015",152908,"ROOSEVELT ISD",17,1067,39,308,30,0,30,811,518,693,-9999999,69,98,39
"STATE","DISTRICT","2014-2015",152909,"SHALLOWATER ISD",17,1657,134,474,35,0,34,704,720,682,14,-9999999,123,79
"STATE","DISTRICT","2014-2015",152910,"IDALOU ISD",17,974,44,293,21,0,21,347,699,352,-9999999,5,83,50
"STATE","DISTRICT","2014-2015",153903,"O'DONNELL ISD",17,321,14,92,21,0,21,247,321,203,-9999999,0,22,17
"STATE","DISTRICT","2014-2015",153904,"TAHOKA ISD",17,592,39,173,16,0,16,387,592,247,0,-9999999,46,30
"STATE","DISTRICT","2014-2015",153905,"NEW HOME ISD",17,346,0,70,11,0,9,93,346,83,0,-9999999,24,12
"STATE","DISTRICT","2014-2015",153907,"WILSON ISD",17,117,8,27,17,0,15,93,117,72,0,0,16,0
"STATE","DISTRICT","2014-2015",154901,"MADISONVILLE CISD",06,2332,47,585,310,8,300,1680,2332,977,14,5,158,43
"STATE","DISTRICT","2014-2015",154903,"NORTH ZULCH ISD",06,349,16,129,7,0,7,234,349,185,0,0,31,13
"STATE","DISTRICT","2014-2015",155901,"JEFFERSON ISD",08,1159,84,326,18,0,18,673,1159,693,-9999999,-9999999,102,8
"STATE","DISTRICT","2014-2015",156902,"STANTON ISD",18,967,38,213,65,0,65,500,716,465,0,0,82,10
"STATE","DISTRICT","2014-2015",156905,"GRADY ISD",18,231,6,54,13,0,13,69,231,113,0,0,15,0
"STATE","DISTRICT","2014-2015",157901,"MASON ISD",15,654,82,194,40,0,40,313,654,259,-9999999,0,53,46
"STATE","DISTRICT","2014-2015",158901,"BAY CITY ISD",03,3735,132,777,449,143,223,2525,3735,2011,0,-9999999,300,61
"STATE","DISTRICT","2014-2015",158902,"TIDEHAVEN ISD",03,825,64,227,73,0,73,562,580,379,-9999999,0,54,21
"STATE","DISTRICT","2014-2015",158904,"MATAGORDA ISD",03,188,7,0,14,0,14,131,188,78,-9999999,-9999999,14,-9999999
"STATE","DISTRICT","2014-2015",158905,"PALACIOS ISD",03,1442,90,407,266,184,83,959,1442,648,-9999999,-9999999,132,27
"STATE","DISTRICT","2014-2015",158906,"VAN VLECK ISD",03,931,79,279,11,0,11,517,384,434,-9999999,-9999999,83,13
"STATE","DISTRICT","2014-2015",159901,"EAGLE PASS ISD",20,15076,1204,3319,5283,4260,828,11416,15076,9613,26,20,1188,192
"STATE","DISTRICT","2014-2015",160901,"BRADY ISD",15,1242,33,329,56,0,56,760,1242,495,-9999999,25,160,42
"STATE","DISTRICT","2014-2015",160904,"ROCHELLE ISD",15,204,5,90,0,0,0,114,204,87,0,6,28,5
"STATE","DISTRICT","2014-2015",160905,"LOHN ISD",15,127,-9999999,40,0,0,0,100,126,63,-9999999,-9999999,18,-9999999
"STATE","DISTRICT","2014-2015",161801,"WACO CHARTER SCHOOL",12,223,0,0,57,0,57,222,223,120,0,-9999999,18,0
