Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2014-2015

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"STATE","DISTRICT","2014-2015",041901,"BRONTE ISD",15,274,19,133,6,0,6,131,126,93,-9999999,0,25,13
"STATE","DISTRICT","2014-2015",041902,"ROBERT LEE ISD",15,275,9,90,-9999999,0,-9999999,167,156,106,0,-9999999,36,-9999999
"STATE","DISTRICT","2014-2015",042901,"COLEMAN ISD",15,929,36,221,18,0,18,583,685,444,5,-9999999,100,21
"STATE","DISTRICT","2014-2015",042903,"SANTA ANNA ISD",15,265,14,65,0,0,0,183,155,139,0,0,21,6
"STATE","DISTRICT","2014-2015",042905,"PANTHER CREEK CISD",15,144,5,52,0,0,0,97,144,10,0,0,9,0
"STATE","DISTRICT","2014-2015",043801,"IMAGINE INTERNATIONAL ACADEMY OF N",10,1097,0,0,31,0,30,85,221,122,-9999999,0,53,29
"STATE","DISTRICT","2014-2015",043901,"ALLEN ISD",10,20663,2901,5273,1290,255,1018,3117,1332,4914,119,18,2109,980
"STATE","DISTRICT","2014-2015",043902,"ANNA ISD",10,2874,81,659,319,147,170,1218,1547,978,52,9,283,64
"STATE","DISTRICT","2014-2015",043903,"CELINA ISD",10,2201,110,608,133,33,98,637,536,526,18,-9999999,159,52
"STATE","DISTRICT","2014-2015",043904,"FARMERSVILLE ISD",10,1549,95,295,114,33,81,814,1549,457,9,-9999999,161,60
"STATE","DISTRICT","2014-2015",043905,"FRISCO ISD",10,49644,4955,10145,2329,394,1873,5566,7853,9541,183,37,4405,1348
"STATE","DISTRICT","2014-2015",043907,"MCKINNEY ISD",10,24811,1887,5324,2611,1630,1110,7663,4810,7060,88,23,2484,583
"STATE","DISTRICT","2014-2015",043908,"MELISSA ISD",10,2119,198,564,84,0,83,366,1204,497,23,-9999999,201,111
"STATE","DISTRICT","2014-2015",043910,"PLANO ISD",10,54689,9670,10606,7170,2241,4717,15629,10703,14066,10,19,5663,1316
"STATE","DISTRICT","2014-2015",043911,"PRINCETON ISD",10,3790,151,572,623,256,141,2225,1927,1610,21,-9999999,406,7
"STATE","DISTRICT","2014-2015",043912,"PROSPER ISD",10,7076,638,1572,258,93,165,588,111,1217,110,-9999999,564,184
"STATE","DISTRICT","2014-2015",043914,"WYLIE ISD",10,14039,1528,2707,1482,463,978,3813,2794,4616,161,22,1355,737
"STATE","DISTRICT","2014-2015",043917,"BLUE RIDGE ISD",10,719,54,170,45,0,45,397,717,214,0,0,51,19
"STATE","DISTRICT","2014-2015",043918,"COMMUNITY ISD",10,1830,127,441,223,107,115,775,412,862,42,0,171,134
"STATE","DISTRICT","2014-2015",043919,"LOVEJOY ISD",10,3828,731,892,33,0,32,115,42,387,14,-9999999,288,118
"STATE","DISTRICT","2014-2015",044902,"WELLINGTON ISD",16,604,20,139,49,0,49,371,604,256,-9999999,-9999999,64,6
"STATE","DISTRICT","2014-2015",045902,"COLUMBUS ISD",03,1626,74,431,167,0,167,987,767,873,5,28,186,32
"STATE","DISTRICT","2014-2015",045903,"RICE CISD",03,1259,52,261,141,0,141,935,1258,581,0,-9999999,136,22
"STATE","DISTRICT","2014-2015",045905,"WEIMAR ISD",03,637,41,200,98,0,97,337,433,297,7,0,51,16
"STATE","DISTRICT","2014-2015",046802,"TRINITY CHARTER SCHOOL",13,490,0,171,65,0,65,488,291,489,0,251,198,0
"STATE","DISTRICT","2014-2015",046901,"NEW BRAUNFELS ISD",13,8463,595,1729,741,341,381,3095,3005,3224,171,52,647,276
"STATE","DISTRICT","2014-2015",046902,"COMAL ISD",13,20327,2337,5443,1136,517,554,6209,4268,7992,894,117,1983,648
"STATE","DISTRICT","2014-2015",047901,"COMANCHE ISD",14,1262,65,293,151,82,68,824,683,545,15,10,127,54
"STATE","DISTRICT","2014-2015",047902,"DE LEON ISD",14,635,35,209,19,0,19,354,635,307,-9999999,0,67,39
"STATE","DISTRICT","2014-2015",047903,"GUSTINE ISD",14,221,-9999999,85,68,0,68,183,221,122,0,5,33,-9999999
"STATE","DISTRICT","2014-2015",047905,"SIDNEY ISD",14,152,8,65,0,0,0,100,152,56,0,-9999999,16,-9999999
"STATE","DISTRICT","2014-2015",048901,"EDEN CISD",15,247,7,81,6,0,6,168,245,136,-9999999,0,32,7
"STATE","DISTRICT","2014-2015",048903,"PAINT ROCK ISD",15,211,9,71,8,0,8,158,208,110,-9999999,0,19,-9999999
"STATE","DISTRICT","2014-2015",049901,"GAINESVILLE ISD",11,2858,147,554,605,94,502,2267,2138,1594,6,-9999999,204,42
"STATE","DISTRICT","2014-2015",049902,"MUENSTER ISD",11,501,19,176,-9999999,0,-9999999,81,501,96,-9999999,0,65,0
"STATE","DISTRICT","2014-2015",049903,"VALLEY VIEW ISD",11,744,31,220,67,0,67,387,743,289,-9999999,0,83,35
"STATE","DISTRICT","2014-2015",049905,"CALLISBURG ISD",11,1146,68,364,22,0,21,513,1146,329,5,0,115,30
"STATE","DISTRICT","2014-2015",049906,"ERA ISD",11,472,19,142,-9999999,0,-9999999,169,471,127,-9999999,-9999999,35,8
"STATE","DISTRICT","2014-2015",049907,"LINDSAY ISD",11,509,35,137,0,0,0,47,36,112,-9999999,0,22,30
"STATE","DISTRICT","2014-2015",049908,"WALNUT BEND ISD",11,88,-9999999,0,0,0,0,64,0,29,0,0,-9999999,0
"STATE","DISTRICT","2014-2015",049909,"SIVELLS BEND ISD",11,62,0,0,0,0,0,40,62,40,-9999999,0,6,-9999999
"STATE","DISTRICT","2014-2015",050901,"EVANT ISD",12,259,-9999999,95,13,0,13,170,259,53,7,0,17,14
"STATE","DISTRICT","2014-2015",050902,"GATESVILLE ISD",12,2820,194,563,115,0,113,1381,897,992,171,29,343,196
"STATE","DISTRICT","2014-2015",050904,"OGLESBY ISD",12,184,-9999999,78,9,0,9,122,184,97,-9999999,0,14,-9999999
"STATE","DISTRICT","2014-2015",050909,"JONESBORO ISD",12,190,-9999999,74,-9999999,0,-9999999,91,190,7,0,0,22,0
"STATE","DISTRICT","2014-2015",050910,"COPPERAS COVE ISD",12,7842,496,1966,249,0,215,4036,3989,3559,2628,54,710,232
"STATE","DISTRICT","2014-2015",051901,"PADUCAH ISD",17,207,-9999999,70,0,0,0,135,207,129,0,0,29,12
"STATE","DISTRICT","2014-2015",052901,"CRANE ISD",18,1164,63,289,196,35,158,471,845,657,0,0,89,27
"STATE","DISTRICT","2014-2015",053001,"CROCKETT COUNTY CONSOLIDATED CSD",15,866,42,152,147,82,101,536,866,523,-9999999,0,59,39
"STATE","DISTRICT","2014-2015",054901,"CROSBYTON CISD",17,366,23,89,-9999999,0,-9999999,266,364,183,0,0,45,20
"STATE","DISTRICT","2014-2015",054902,"LORENZO ISD",17,284,11,79,17,0,17,249,284,193,0,-9999999,50,0
"STATE","DISTRICT","2014-2015",054903,"RALLS ISD",17,585,20,129,6,0,6,477,585,332,-9999999,-9999999,63,24
"STATE","DISTRICT","2014-2015",055901,"CULBERSON COUNTY-ALLAMOORE ISD",18,431,26,142,30,0,28,320,431,264,0,0,24,7
"STATE","DISTRICT","2014-2015",056901,"DALHART ISD",16,1767,34,457,146,0,146,1030,1767,827,8,-9999999,122,23
"STATE","DISTRICT","2014-2015",056902,"TEXLINE ISD",16,181,9,50,34,0,34,124,181,97,-9999999,0,17,6
"STATE","DISTRICT","2014-2015",057802,"PEGASUS SCHOOL OF LIBERAL ARTS AND",10,662,0,0,279,0,279,573,662,521,0,0,57,-9999999
"STATE","DISTRICT","2014-2015",057803,"UPLIFT EDUCATION - NORTH HILLS PRE",10,2724,0,532,420,0,408,1035,1071,982,9,0,139,22
"STATE","DISTRICT","2014-2015",057804,"TEXANS CAN ACADEMIES",10,4187,0,822,644,0,626,3968,4187,3993,7,-9999999,436,0
"STATE","DISTRICT","2014-2015",057805,"LUMIN EDUCATION",10,272,0,0,124,0,116,170,272,135,0,-9999999,18,-9999999
"STATE","DISTRICT","2014-2015",057806,"ADVANTAGE ACADEMY",10,1633,21,291,422,30,364,1209,1633,1115,-9999999,-9999999,117,38
"STATE","DISTRICT","2014-2015",057807,"LIFE SCHOOL",10,5026,223,864,484,157,322,2776,4822,2285,5,-9999999,320,102
"STATE","DISTRICT","2014-2015",057808,"UNIVERSAL ACADEMY",10,1792,189,30,486,9,464,704,1788,521,0,0,33,-9999999
"STATE","DISTRICT","2014-2015",057809,"NOVA ACADEMY",10,224,0,0,85,0,77,214,224,146,-9999999,0,6,0
"STATE","DISTRICT","2014-2015",057810,"ACADEMY OF DALLAS",10,644,0,0,68,0,64,565,644,348,0,0,15,5
"STATE","DISTRICT","2014-2015",057811,"CHILDREN FIRST ACADEMY OF DALLAS",10,716,0,0,0,0,0,706,716,8,0,5,-9999999,0
"STATE","DISTRICT","2014-2015",057813,"TRINITY BASIN PREPARATORY",10,1840,0,0,1263,28,1199,1673,0,1495,0,0,130,6
"STATE","DISTRICT","2014-2015",057814,"ACADEMY FOR ACADEMIC EXCELLENCE",10,506,0,219,65,0,61,506,506,506,0,-9999999,108,0
"STATE","DISTRICT","2014-2015",057815,"FAITH FAMILY ACADEMY OF OAK CLIFF",10,2390,25,389,1291,692,579,2280,2389,2152,0,-9999999,107,-9999999
"STATE","DISTRICT","2014-2015",057816,"A W BROWN-FELLOWSHIP LEADERSHIP AC",10,2152,0,0,13,0,13,1821,2152,1670,0,0,120,0
"STATE","DISTRICT","2014-2015",057817,"FOCUS LEARNING ACADEMY",10,885,0,79,8,0,8,883,884,169,0,-9999999,132,0
"STATE","DISTRICT","2014-2015",057819,"JEAN MASSIEU ACADEMY",10,193,0,7,102,0,102,181,193,124,0,0,20,0
"STATE","DISTRICT","2014-2015",057827,"NOVA ACADEMY (SOUTHEAST)",10,721,0,121,255,0,254,659,721,462,-9999999,8,41,5
"STATE","DISTRICT","2014-2015",057828,"WINFREE ACADEMY CHARTER SCHOOLS",10,1248,0,1198,104,0,98,714,0,1174,0,-9999999,126,20
"STATE","DISTRICT","2014-2015",057829,"A+ ACADEMY",10,975,39,312,367,301,62,914,975,709,-9999999,0,110,22
"STATE","DISTRICT","2014-2015",057830,"INSPIRED VISION ACADEMY",10,1084,20,277,409,235,153,1030,1084,628,0,0,112,-9999999
"STATE","DISTRICT","2014-2015",057831,"GATEWAY CHARTER ACADEMY",10,729,33,231,-9999999,0,-9999999,536,729,412,0,0,68,-9999999
"STATE","DISTRICT","2014-2015",057832,"ALPHA CHARTER SCHOOL",10,157,0,15,-9999999,0,-9999999,134,156,112,0,0,14,0
"STATE","DISTRICT","2014-2015",057833,"EDUCATION CENTER INTERNATIONAL ACA",10,399,18,0,43,0,38,183,399,176,0,0,36,21
"STATE","DISTRICT","2014-2015",057834,"EVOLUTION ACADEMY CHARTER SCHOOL",10,794,0,426,28,0,25,433,794,741,0,0,82,-9999999
"STATE","DISTRICT","2014-2015",057835,"GOLDEN RULE CHARTER SCHOOL",10,1531,0,0,895,480,376,1481,1530,986,-9999999,0,56,5
"STATE","DISTRICT","2014-2015",057836,"ST ANTHONY SCHOOL",10,308,27,0,0,0,0,222,308,117,0,0,22,-9999999
"STATE","DISTRICT","2014-2015",057837,"KIPP DALLAS-FORT WORTH",10,754,0,0,202,0,193,618,421,220,-9999999,0,43,0
"STATE","DISTRICT","2014-2015",057838,"UPLIFT EDUCATION - PEAK PREPARATOR",10,2747,0,712,838,0,779,2277,2443,1545,-9999999,-9999999,204,11
"STATE","DISTRICT","2014-2015",057839,"LA ACADEMIA DE ESTRELLAS",10,1048,0,66,578,194,377,989,1048,706,0,0,99,5
"STATE","DISTRICT","2014-2015",057840,"RICHLAND COLLEGIATE HIGH SCHOOL",10,445,0,231,-9999999,0,-9999999,123,0,36,0,0,-9999999,-9999999
"STATE","DISTRICT","2014-2015",057841,"CITYSCAPE SCHOOLS",10,392,0,0,209,141,54,376,392,327,0,0,12,0
"STATE","DISTRICT","2014-2015",057842,"UPLIFT EDUCATION - WILLIAMS PREPAR",10,2756,0,619,1466,0,1405,2502,2731,2076,-9999999,-9999999,159,-9999999
"STATE","DISTRICT","2014-2015",057843,"UPLIFT EDUCATION - HAMPTON PREPARA",10,1242,0,300,147,0,131,898,1242,701,0,-9999999,81,-9999999
"STATE","DISTRICT","2014-2015",057844,"MANARA ACADEMY",10,694,13,0,131,0,131,346,692,183,0,0,40,-9999999
"STATE","DISTRICT","2014-2015",057845,"UME PREPARATORY ACADEMY",10,413,0,24,11,0,11,91,36,80,0,0,22,20
"STATE","DISTRICT","2014-2015",057846,"LEGACY PREPARATORY",10,1252,0,172,301,130,153,889,1252,627,0,-9999999,71,22
"STATE","DISTRICT","2014-2015",057847,"VILLAGE TECH SCHOOLS",10,727,0,97,13,0,-9999999,234,67,21,0,0,21,-9999999
"STATE","DISTRICT","2014-2015",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",10,4661,306,0,730,536,194,1980,3396,1434,0,0,242,26
"STATE","DISTRICT","2014-2015",057903,"CARROLLTON-FARMERS BRANCH ISD",10,26210,2041,5139,6912,3791,3446,16920,17541,13054,26,32,2477,202
"STATE","DISTRICT","2014-2015",057904,"CEDAR HILL ISD",10,7883,213,1925,516,327,205,5371,5173,3969,13,11,691,71
"STATE","DISTRICT","2014-2015",057905,"DALLAS ISD",10,160253,20098,31857,67213,41505,21723,137529,156745,109531,88,123,11664,2254
"STATE","DISTRICT","2014-2015",057906,"DESOTO ISD",10,9604,952,2289,707,298,361,6913,5366,4354,33,149,919,101
"STATE","DISTRICT","2014-2015",057907,"DUNCANVILLE ISD",10,12945,735,4374,2201,1546,465,9719,8860,8112,157,128,1228,118
"STATE","DISTRICT","2014-2015",057909,"GARLAND ISD",10,57436,4079,14312,14278,8450,5392,34749,56687,32343,427,105,4854,396
"STATE","DISTRICT","2014-2015",057910,"GRAND PRAIRIE ISD",10,28340,2110,6075,7899,4494,3543,20510,20605,18998,21,17,2613,373
"STATE","DISTRICT","2014-2015",057911,"HIGHLAND PARK ISD",10,7091,813,675,50,0,45,0,0,717,0,0,547,132
"STATE","DISTRICT","2014-2015",057912,"IRVING ISD",10,35191,4414,9054,13807,9344,5218,27940,23654,25993,47,43,2620,464
"STATE","DISTRICT","2014-2015",057913,"LANCASTER ISD",10,7052,633,1598,495,242,238,6066,7052,3828,97,104,569,95
"STATE","DISTRICT","2014-2015",057914,"MESQUITE ISD",10,40273,2016,10350,8979,5692,3094,29545,27215,21680,38,36,3967,1652
"STATE","DISTRICT","2014-2015",057916,"RICHARDSON ISD",10,38618,3345,9339,9831,4087,5707,22129,19471,18536,192,78,4053,993
"STATE","DISTRICT","2014-2015",057919,"SUNNYVALE ISD",10,1518,148,406,36,0,36,201,1518,283,14,-9999999,143,20
"STATE","DISTRICT","2014-2015",057922,"COPPELL ISD",10,11570,2497,2050,1108,453,884,1149,4058,2949,0,-9999999,578,484
"STATE","DISTRICT","2014-2015",058902,"DAWSON ISD",17,173,10,59,12,0,12,87,173,66,0,0,15,-9999999
"STATE","DISTRICT","2014-2015",058905,"KLONDIKE ISD",17,258,31,81,19,0,19,90,258,58,0,6,9,0
"STATE","DISTRICT","2014-2015",058906,"LAMESA ISD",17,2040,131,530,115,0,93,1562,2014,1319,20,38,170,131
"STATE","DISTRICT","2014-2015",058909,"SANDS CISD",17,238,5,65,29,0,29,134,238,109,-9999999,0,20,12
"STATE","DISTRICT","2014-2015",059901,"HEREFORD ISD",16,4219,127,1256,722,467,224,3506,4157,3102,20,9,280,74
"STATE","DISTRICT","2014-2015",059902,"WALCOTT ISD",16,133,-9999999,0,12,0,11,88,133,60,-9999999,0,9,0
"STATE","DISTRICT","2014-2015",060902,"COOPER ISD",08,808,95,253,17,0,17,485,739,334,15,11,84,54
"STATE","DISTRICT","2014-2015",060914,"FANNINDEL ISD",08,173,5,52,6,0,6,140,173,65,0,0,29,-9999999
"STATE","DISTRICT","2014-2015",061802,"TEXAS EDUCATION CENTERS",11,480,0,0,122,0,120,268,394,334,0,-9999999,52,-9999999
"STATE","DISTRICT","2014-2015",061804,"LEADERSHIP PREP SCHOOL",10,520,0,0,41,0,42,27,0,44,-9999999,0,44,14
"STATE","DISTRICT","2014-2015",061901,"DENTON ISD",11,27020,2537,6508,4052,2052,1995,11497,7234,10596,595,125,2709,479
"STATE","DISTRICT","2014-2015",061902,"LEWISVILLE ISD",11,53356,5517,9536,7885,4360,4083,17084,18476,17338,83,35,5314,1142
"STATE","DISTRICT","2014-2015",061903,"PILOT POINT ISD",11,1391,99,430,278,43,234,712,731,721,6,0,94,65
"STATE","DISTRICT","2014-2015",061905,"KRUM ISD",11,2064,86,630,167,145,69,746,620,846,21,9,208,84
"STATE","DISTRICT","2014-2015",061906,"PONDER ISD",11,1300,114,421,67,0,67,522,619,401,12,9,98,49
"STATE","DISTRICT","2014-2015",061907,"AUBREY ISD",11,2213,129,599,85,-9999999,85,633,659,668,38,8,174,127
"STATE","DISTRICT","2014-2015",061908,"SANGER ISD",11,2645,94,827,168,23,145,1142,2645,993,31,10,255,133
"STATE","DISTRICT","2014-2015",061910,"ARGYLE ISD",11,2063,248,457,60,0,60,238,22,389,-9999999,-9999999,181,57
"STATE","DISTRICT","2014-2015",061911,"NORTHWEST ISD",11,19831,1859,4177,947,185,831,3804,4569,6304,223,36,1610,541
"STATE","DISTRICT","2014-2015",061912,"LAKE DALLAS ISD",11,4011,306,1174,301,154,140,1521,1805,1311,29,11,449,371
"STATE","DISTRICT","2014-2015",061914,"LITTLE ELM ISD",11,6950,263,158,1265,569,667,3099,3088,3308,9,5,550,235
"STATE","DISTRICT","2014-2015",062901,"CUERO ISD",03,2174,74,537,76,0,76,1154,1524,1242,36,15,221,61
"STATE","DISTRICT","2014-2015",062902,"NORDHEIM ISD",03,173,-9999999,69,0,0,0,97,172,102,0,-9999999,21,6
"STATE","DISTRICT","2014-2015",062903,"YOAKUM ISD",03,1642,71,289,256,0,279,1139,823,975,28,-9999999,202,42
"STATE","DISTRICT","2014-2015",062904,"YORKTOWN ISD",03,513,11,124,9,0,9,267,513,267,-9999999,0,53,31
"STATE","DISTRICT","2014-2015",062905,"WESTHOFF ISD",03,64,6,0,-9999999,0,-9999999,40,64,8,0,0,-9999999,0
"STATE","DISTRICT","2014-2015",062906,"MEYERSVILLE ISD",03,115,-9999999,18,0,0,0,36,115,36,-9999999,0,9,-9999999
"STATE","DISTRICT","2014-2015",063903,"SPUR ISD",17,280,23,97,0,0,0,138,280,116,0,0,25,26
"STATE","DISTRICT","2014-2015",063906,"PATTON SPRINGS ISD",17,99,13,28,-9999999,0,-9999999,88,99,50,-9999999,0,17,0
"STATE","DISTRICT","2014-2015",064903,"CARRIZO SPRINGS CISD",20,2449,191,694,181,122,25,1802,2449,1584,5,13,168,7
"STATE","DISTRICT","2014-2015",065901,"CLARENDON ISD",16,481,39,134,-9999999,0,-9999999,233,481,179,8,8,46,32
"STATE","DISTRICT","2014-2015",065902,"HEDLEY ISD",16,112,-9999999,56,-9999999,0,-9999999,81,112,31,0,0,14,0
"STATE","DISTRICT","2014-2015",066005,"RAMIREZ CSD",02,35,0,0,18,0,18,33,35,34,0,0,-9999999,0
"STATE","DISTRICT","2014-2015",066901,"BENAVIDES ISD",02,371,20,106,25,-9999999,23,277,371,194,0,0,47,0
"STATE","DISTRICT","2014-2015",066902,"SAN DIEGO ISD",02,1411,89,288,43,0,37,913,1411,948,0,0,115,8
"STATE","DISTRICT","2014-2015",066903,"FREER ISD",02,778,28,269,36,0,33,446,778,444,0,0,90,12
"STATE","DISTRICT","2014-2015",067902,"CISCO ISD",14,876,53,238,13,0,11,496,645,269,-9999999,0,88,61
"STATE","DISTRICT","2014-2015",067903,"EASTLAND ISD",14,1088,37,348,83,0,80,616,789,493,-9999999,-9999999,101,0
"STATE","DISTRICT","2014-2015",067904,"GORMAN ISD",14,323,13,101,20,0,19,224,187,153,5,0,41,12
"STATE","DISTRICT","2014-2015",067907,"RANGER ISD",14,459,30,122,9,0,9,331,244,153,-9999999,-9999999,51,-9999999
"STATE","DISTRICT","2014-2015",067908,"RISING STAR ISD",14,171,5,64,13,0,13,111,92,66,0,-9999999,18,7
"STATE","DISTRICT","2014-2015",068802,"COMPASS ACADEMY CHARTER SCHOOL",18,575,54,0,-9999999,0,-9999999,143,0,196,0,0,35,0
"STATE","DISTRICT","2014-2015",068803,"UTPB STEM ACADEMY",18,301,52,0,0,0,0,29,0,35,-9999999,-9999999,14,5
"STATE","DISTRICT","2014-2015",068901,"ECTOR COUNTY ISD",18,31971,2659,5155,5144,3619,1451,15350,17109,19799,43,47,2294,468
"STATE","DISTRICT","2014-2015",069901,"ROCKSPRINGS ISD",15,257,13,70,13,0,13,195,257,124,0,0,27,-9999999
"STATE","DISTRICT","2014-2015",069902,"NUECES CANYON CISD",15,297,13,101,-9999999,0,-9999999,184,297,108,0,0,35,-9999999
"STATE","DISTRICT","2014-2015",070801,"WAXAHACHIE FAITH FAMILY ACADEMY",10,509,0,76,61,0,57,432,508,324,-9999999,7,26,-9999999
"STATE","DISTRICT","2014-2015",070901,"AVALON ISD",10,372,14,72,10,0,10,226,372,46,0,0,53,-9999999
"STATE","DISTRICT","2014-2015",070903,"ENNIS ISD",10,5802,432,1452,771,474,297,4008,5799,2973,-9999999,5,614,331
"STATE","DISTRICT","2014-2015",070905,"FERRIS ISD",10,2454,85,736,595,131,435,1986,1428,1317,15,6,248,15
"STATE","DISTRICT","2014-2015",070907,"ITALY ISD",10,577,24,155,49,0,48,309,577,197,-9999999,-9999999,58,14
"STATE","DISTRICT","2014-2015",070908,"MIDLOTHIAN ISD",10,7899,507,1559,311,147,162,1751,1098,2996,116,35,740,345
"STATE","DISTRICT","2014-2015",070909,"MILFORD ISD",10,244,9,39,18,0,23,194,242,140,-9999999,0,31,-9999999
"STATE","DISTRICT","2014-2015",070910,"PALMER ISD",10,1145,45,319,84,15,66,622,829,472,0,7,154,53
"STATE","DISTRICT","2014-2015",070911,"RED OAK ISD",10,5629,508,1803,512,135,332,2489,1526,2251,34,33,589,322
"STATE","DISTRICT","2014-2015",070912,"WAXAHACHIE ISD",10,7968,367,2421,583,372,168,3852,6929,3872,128,123,877,375
"STATE","DISTRICT","2014-2015",070915,"MAYPEARL ISD",10,1053,40,282,38,0,38,393,371,367,0,-9999999,93,52
"STATE","DISTRICT","2014-2015",071801,"BURNHAM WOOD CHARTER SCHOOL DISTRI",19,968,0,0,222,124,73,495,968,406,7,0,39,-9999999
"STATE","DISTRICT","2014-2015",071803,"PASO DEL NORTE ACADEMY CHARTER DIS",19,288,0,55,0,0,0,269,288,281,-9999999,0,7,0
"STATE","DISTRICT","2014-2015",071804,"EL PASO ACADEMY",19,460,6,182,47,0,42,246,460,420,-9999999,0,36,7
"STATE","DISTRICT","2014-2015",071806,"HARMONY SCIENCE ACAD (EL PASO)",19,2653,95,281,432,0,390,1956,2653,1122,0,0,195,33
"STATE","DISTRICT","2014-2015",071807,"LA FE PREPARATORY SCHOOL",19,251,0,0,184,246,0,237,251,197,0,0,25,0
"STATE","DISTRICT","2014-2015",071809,"VISTA DEL FUTURO CHARTER SCHOOL",19,339,0,0,86,83,0,160,339,163,17,0,17,0
"STATE","DISTRICT","2014-2015",071810,"EL PASO LEADERSHIP ACADEMY",19,77,9,0,12,0,11,56,0,20,-9999999,0,8,0
"STATE","DISTRICT","2014-2015",071901,"CLINT ISD",19,11745,379,3214,3957,2823,813,10191,11745,7186,324,7,833,58
"STATE","DISTRICT","2014-2015",071902,"EL PASO ISD",19,60852,7433,14965,15869,11372,4189,41249,53570,36935,6204,21,6087,934
"STATE","DISTRICT","2014-2015",071903,"FABENS ISD",19,2333,168,562,978,505,293,2106,2333,1714,18,0,244,42
"STATE","DISTRICT","2014-2015",071904,"SAN ELIZARIO ISD",19,4051,172,1171,2042,1406,378,3905,4051,2912,12,-9999999,325,23
"STATE","DISTRICT","2014-2015",071905,"YSLETA ISD",19,42488,3185,12283,10717,9851,2251,34355,42241,24598,917,55,4754,1135
"STATE","DISTRICT","2014-2015",071906,"ANTHONY ISD",19,872,45,147,219,111,51,869,872,501,0,0,86,6
"STATE","DISTRICT","2014-2015",071907,"CANUTILLO ISD",19,5891,460,2210,1684,1328,559,4348,5891,3625,77,11,540,43
"STATE","DISTRICT","2014-2015",071908,"TORNILLO ISD",19,1273,85,354,602,237,99,1192,1273,961,-9999999,-9999999,60,0
"STATE","DISTRICT","2014-2015",071909,"SOCORRO ISD",19,44561,2556,13290,9060,5965,2284,31637,44561,21688,3221,68,3664,405
"STATE","DISTRICT","2014-2015",072801,"PREMIER HIGH SCHOOLS",11,3653,0,297,1037,0,1037,2432,2633,3294,24,7,271,39
"STATE","DISTRICT","2014-2015",072802,"ERATH EXCELS ACADEMY INC",11,195,0,78,8,0,8,147,195,166,0,8,25,0
"STATE","DISTRICT","2014-2015",072901,"THREE WAY ISD",11,90,0,0,29,0,29,75,90,41,0,-9999999,-9999999,-9999999
"STATE","DISTRICT","2014-2015",072902,"DUBLIN ISD",11,1160,119,282,236,26,208,881,1160,663,-9999999,-9999999,66,46
"STATE","DISTRICT","2014-2015",072903,"STEPHENVILLE ISD",11,3614,197,732,349,235,89,1669,2647,1354,58,47,280,81
"STATE","DISTRICT","2014-2015",072904,"BLUFF DALE ISD",11,107,7,0,0,0,0,24,107,33,6,-9999999,5,13
"STATE","DISTRICT","2014-2015",072908,"HUCKABAY ISD",11,189,7,66,6,0,6,73,189,65,-9999999,0,8,-9999999
"STATE","DISTRICT","2014-2015",072909,"LINGLEVILLE ISD",11,226,12,59,48,0,46,123,226,111,-9999999,0,11,11
"STATE","DISTRICT","2014-2015",072910,"MORGAN MILL ISD",11,120,23,0,-9999999,0,-9999999,57,120,22,-9999999,0,5,-9999999
"STATE","DISTRICT","2014-2015",073901,"CHILTON ISD",12,494,25,188,77,0,77,409,493,429,0,0,61,17
"STATE","DISTRICT","2014-2015",073903,"MARLIN ISD",12,945,27,214,130,0,130,934,942,591,0,-9999999,118,14
"STATE","DISTRICT","2014-2015",073904,"WESTPHALIA ISD",12,160,-9999999,0,0,0,0,37,0,53,0,0,14,7
"STATE","DISTRICT","2014-2015",073905,"ROSEBUD-LOTT ISD",12,632,42,197,22,0,20,429,628,284,-9999999,0,75,29
"STATE","DISTRICT","2014-2015",074903,"BONHAM ISD",10,1912,79,554,189,127,78,1294,1910,837,11,5,244,117
"STATE","DISTRICT","2014-2015",074904,"DODD CITY ISD",10,385,12,79,6,0,6,169,385,108,-9999999,-9999999,33,-9999999
"STATE","DISTRICT","2014-2015",074905,"ECTOR ISD",10,270,9,82,-9999999,0,-9999999,134,29,68,0,-9999999,33,25
"STATE","DISTRICT","2014-2015",074907,"HONEY GROVE ISD",10,610,46,213,41,0,41,376,432,182,-9999999,0,72,26
"STATE","DISTRICT","2014-2015",074909,"LEONARD ISD",10,877,45,276,20,0,20,487,414,324,5,-9999999,79,45
"STATE","DISTRICT","2014-2015",074911,"SAVOY ISD",10,288,30,86,-9999999,0,-9999999,156,151,95,-9999999,0,28,-9999999
"STATE","DISTRICT","2014-2015",074912,"TRENTON ISD",10,508,10,140,6,0,6,207,190,114,0,0,45,15
